nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;494;;;277,38
;;;;;;;;;7;;;2,56
0;166500;53504;4732;495385;2416;51203;509;1792;509;0,31%;164199;280,275891066
1;166500;53504;4732;495385;2416;51224;488;1792;488;0,30%;164220;278,318191051
2;166500;53504;4732;495385;2416;51218;494;1792;494;0,30%;164214;277,712101936
3;166500;53504;4732;495385;2416;51219;493;1792;493;0,30%;164215;277,71322608
4;166500;53504;4732;495385;2416;51212;500;1792;500;0,30%;164208;277,377061129
5;166500;53504;4732;495385;2416;51213;499;1792;499;0,30%;164209;279,252055168
6;166500;53504;4732;495385;2416;51222;490;1792;490;0,30%;164218;278,651021957
7;166500;53504;4732;495385;2416;51223;489;1792;489;0,30%;164219;276,015380144
8;166500;53504;4732;495385;2416;51220;492;1792;492;0,30%;164216;274,960867882
9;166500;53504;4732;495385;2416;51217;495;1792;495;0,30%;164213;276,510406971
10;166500;53504;4732;495385;2416;51217;495;1792;495;0,30%;164213;276,5399189
11;166500;53504;4732;495385;2416;51225;487;1792;487;0,30%;164221;275,92713213
12;166500;53504;4732;495385;2416;51211;501;1792;501;0,30%;164207;278,66068387
13;166500;53504;4732;495385;2416;51224;488;1792;488;0,30%;164220;278,587572098
14;166500;53504;4732;495385;2416;51217;495;1792;495;0,30%;164213;276,92037487
15;166500;53504;4732;495385;2416;51228;484;1792;484;0,29%;164224;277,185744047
16;166500;53504;4732;495385;2416;51216;496;1792;496;0,30%;164212;279,556112051
17;166500;53504;4732;495385;2416;51223;489;1792;489;0,30%;164219;288,112493038
18;166500;53504;4732;495385;2416;51227;485;1792;485;0,29%;164223;275,215813875
19;166500;53504;4732;495385;2416;51190;522;1792;522;0,32%;164186;277,560440063
20;166500;53504;4732;495385;2416;51219;493;1792;493;0,30%;164215;277,65417099
21;166500;53504;4732;495385;2416;51217;495;1792;495;0,30%;164213;274,657074928
22;166500;53504;4732;495385;2416;51221;491;1792;491;0,30%;164217;276,055510044
23;166500;53504;4732;495385;2416;51213;499;1792;499;0,30%;164209;276,371263027
24;166500;53504;4732;495385;2416;51222;490;1792;490;0,30%;164218;276,640835047
25;166500;53504;4732;495385;2416;51221;491;1792;491;0,30%;164217;276,327950001
26;166500;53504;4732;495385;2416;51215;497;1792;497;0,30%;164211;276,949985027
27;166500;53504;4732;495385;2416;51219;493;1792;493;0,30%;164215;276,503099918
28;166500;53504;4732;495385;2416;51224;488;1792;488;0,30%;164220;276,435544014
29;166500;53504;4732;495385;2416;51222;490;1792;490;0,30%;164218;272,68681097
;;;;;;;;;;0,30%;;
;;;;;;;;;;0,00%;;
