nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;778;;;444,4
;;;;;;;;;13;;;68,25
0;173500;93800;8400;930022;3010;91023;498;2285;770;0,45%;170445;586,106415987
1;173500;93800;8400;930022;3010;91005;516;2285;788;0,46%;170427;382,728919029
2;173500;93800;8400;930022;3010;91016;505;2285;777;0,45%;170438;377,23704505
3;173500;93800;8400;930022;3010;90982;539;2285;811;0,47%;170404;509,772078037
4;173500;93800;8400;930022;3010;90998;523;2285;795;0,46%;170420;379,169794083
5;173500;93800;8400;930022;3010;91023;498;2285;770;0,45%;170445;509,452327013
6;173500;93800;8400;930022;3010;91009;512;2285;784;0,46%;170431;504,939330101
7;173500;93800;8400;930022;3010;91027;494;2285;766;0,45%;170449;381,569200993
8;173500;93800;8400;930022;3010;91020;501;2285;773;0,45%;170442;380,613983154
9;173500;93800;8400;930022;3010;91024;497;2285;769;0,45%;170446;459,532825232
10;173500;93800;8400;930022;3010;91010;511;2285;783;0,46%;170432;377,210238934
11;173500;93800;8400;930022;3010;91027;494;2285;766;0,45%;170449;377,771644115
12;173500;93800;8400;930022;3010;91006;515;2285;787;0,46%;170428;467,034932852
13;173500;93800;8400;930022;3010;91031;490;2285;762;0,45%;170453;505,880969048
14;173500;93800;8400;930022;3010;91017;504;2285;776;0,45%;170439;380,44459486
15;173500;93800;8400;930022;3010;91020;501;2285;773;0,45%;170442;507,804759026
16;173500;93800;8400;930022;3010;91030;491;2285;763;0,45%;170452;515,122586012
17;173500;93800;8400;930022;3010;90998;523;2285;795;0,46%;170420;509,817568064
18;173500;93800;8400;930022;3010;91036;485;2285;757;0,44%;170458;546,223715067
19;173500;93800;8400;930022;3010;91035;486;2285;758;0,44%;170457;380,211405993
20;173500;93800;8400;930022;3010;91006;515;2285;787;0,46%;170428;378,715886116
21;173500;93800;8400;930022;3010;91022;499;2285;771;0,45%;170444;381,250688076
22;173500;93800;8400;930022;3010;90999;522;2285;794;0,46%;170421;505,597271919
23;173500;93800;8400;930022;3010;91022;499;2285;771;0,45%;170444;512,176609039
24;173500;93800;8400;930022;3010;91019;502;2285;774;0,45%;170441;467,280007124
25;173500;93800;8400;930022;3010;91031;490;2285;762;0,45%;170453;387,276021957
26;173500;93800;8400;930022;3010;90997;524;2285;796;0,46%;170419;379,048795938
27;173500;93800;8400;930022;3010;91013;508;2285;780;0,46%;170435;383,552844048
28;173500;93800;8400;930022;3010;91002;519;2285;791;0,46%;170424;384,229238033
29;173500;93800;8400;930022;3010;91008;513;2285;785;0,46%;170430;514,192519903
;;;;;;;;;;0,45%;;
;;;;;;;;;;0,01%;;
