nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;1153;;;507,75
;;;;;;;;;18;;;135,53
0;187500;103009;9159;1034542;4095;96312;1146;5551;1146;0,63%;180803;907,929954052
1;187500;103009;9159;1034542;4095;96297;1161;5551;1161;0,64%;180788;844,882035971
2;187500;103009;9159;1034542;4095;96301;1157;5551;1157;0,64%;180792;531,411266804
3;187500;103009;9159;1034542;4095;96315;1143;5551;1143;0,63%;180806;532,815845013
4;187500;103009;9159;1034542;4095;96320;1138;5551;1138;0,63%;180811;527,814167023
5;187500;103009;9159;1034542;4095;96315;1143;5551;1143;0,63%;180806;539,309062004
6;187500;103009;9159;1034542;4095;96333;1125;5551;1125;0,62%;180824;528,88630414
7;187500;103009;9159;1034542;4095;96315;1143;5551;1143;0,63%;180806;534,166132927
8;187500;103009;9159;1034542;4095;96282;1176;5551;1176;0,65%;180773;526,551203012
9;187500;103009;9159;1034542;4095;96358;1100;5551;1100;0,60%;180849;529,520553112
10;187500;103009;9159;1034542;4095;96300;1158;5551;1158;0,64%;180791;527,624269009
11;187500;103009;9159;1034542;4095;96308;1150;5551;1150;0,63%;180799;677,950357914
12;187500;103009;9159;1034542;4095;96296;1162;5551;1162;0,64%;180787;523,624546051
13;187500;103009;9159;1034542;4095;96270;1188;5551;1188;0,65%;180761;528,419081926
14;187500;103009;9159;1034542;4095;96301;1157;5551;1157;0,64%;180792;530,956148148
15;187500;103009;9159;1034542;4095;96314;1144;5551;1144;0,63%;180805;533,798101902
16;187500;103009;9159;1034542;4095;96309;1149;5551;1149;0,63%;180800;602,959595919
17;187500;103009;9159;1034542;4095;96315;1143;5551;1143;0,63%;180806;410,932487965
18;187500;103009;9159;1034542;4095;96302;1156;5551;1156;0,64%;180793;583,531306982
19;187500;103009;9159;1034542;4095;96304;1154;5551;1154;0,63%;180795;359,058872938
20;187500;103009;9159;1034542;4095;96314;1144;5551;1144;0,63%;180805;370,24929285
21;187500;103009;9159;1034542;4095;96285;1173;5551;1173;0,64%;180776;373,992713928
22;187500;103009;9159;1034542;4095;96290;1168;5551;1168;0,64%;180781;354,039946079
23;187500;103009;9159;1034542;4095;96325;1133;5551;1133;0,62%;180816;482,198722124
24;187500;103009;9159;1034542;4095;96295;1163;5551;1163;0,64%;180786;337,361079931
25;187500;103009;9159;1034542;4095;96283;1175;5551;1175;0,65%;180774;480,097148895
26;187500;103009;9159;1034542;4095;96304;1154;5551;1154;0,63%;180795;339,809465885
27;187500;103009;9159;1034542;4095;96308;1150;5551;1150;0,63%;180799;534,67454195
28;187500;103009;9159;1034542;4095;96275;1183;5551;1183;0,65%;180766;339,590315819
29;187500;103009;9159;1034542;4095;96294;1164;5551;1164;0,64%;180785;338,377959013
;;;;;;;;;;0,63%;;
;;;;;;;;;;0,01%;;
