nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;166385;9820;156565;19913;702;19211;187500;1202;10522;5,65%;175776;22,3820841312;1018,3781209;1040,76020503
1;166385;9715;156670;19913;674;19239;187500;1202;10389;5,58%;175909;22,8579409122;1028,78729796;1051,64523888
2;166385;9497;156888;19913;718;19195;187500;1202;10215;5,48%;176083;22,2857840061;1004,68587899;1026,971663
3;166385;9749;156636;19913;707;19206;187500;1202;10456;5,61%;175842;22,1044819355;1005,93252707;1028,037009
4;166385;9867;156518;19913;659;19254;187500;1202;10526;5,65%;175772;22,1705269814;1009,63752484;1031,80805182
5;166385;9736;156649;19913;658;19255;187500;1202;10394;5,58%;175904;22,2800929546;923,848152161;946,128245115
6;166385;9305;157080;19913;648;19265;187500;1202;9953;5,34%;176345;22,048897028;924,607107878;946,656004906
7;166385;9846;156539;19913;686;19227;187500;1202;10532;5,65%;175766;21,8561489582;999,973506927;1021,82965589
8;166385;10739;155646;19913;661;19252;187500;1202;11400;6,12%;174898;22,4889969826;1250,50292492;1272,9919219
9;166385;10003;156382;19913;665;19248;187500;1202;10668;5,73%;175630;22,7200078964;834,419983149;857,139991045
10;166385;9708;156677;19913;658;19255;187500;1202;10366;5,56%;175932;21,991713047;996,464643955;1018,456357
11;166385;9919;156466;19913;706;19207;187500;1202;10625;5,70%;175673;22,5587389469;997,621541023;1020,18027997
12;166385;10869;155516;19913;690;19223;187500;1202;11559;6,20%;174739;24,3019189835;1009,05646801;1033,35838699
13;166385;9673;156712;19913;666;19247;187500;1202;10339;5,55%;175959;22,1037449837;999,36450696;1021,46825194
14;166385;10332;156053;19913;700;19213;187500;1202;11032;5,92%;175266;22,2927000523;915,096376896;937,389076948
15;166385;10383;156002;19913;672;19241;187500;1202;11055;5,93%;175243;21,7616419792;998,188201189;1019,94984317
16;166385;9395;156990;19913;634;19279;187500;1202;10029;5,38%;176269;21,7720189095;992,14359808;1013,91561699
17;166385;9612;156773;19913;651;19262;187500;1202;10263;5,51%;176035;22,901058197;990,980586767;1013,88164496
18;166385;10160;156225;19913;672;19241;187500;1202;10832;5,81%;175466;21,8287508488;908,961819172;930,790570021
19;166385;9483;156902;19913;643;19270;187500;1202;10126;5,44%;176172;22,0991690159;909,033231974;931,13240099
20;166385;9813;156572;19913;663;19250;187500;1202;10476;5,62%;175822;21,6422691345;987,60690403;1009,24917316
21;166385;10097;156288;19913;684;19229;187500;1202;10781;5,79%;175517;22,101334095;1072,70528507;1094,80661917
22;166385;9604;156781;19913;685;19228;187500;1202;10289;5,52%;176009;21,7754709721;997,779268026;1019,554739
23;166385;9924;156461;19913;700;19213;187500;1202;10624;5,70%;175674;22,8650360107;1072,93355799;1095,798594
24;166385;10185;156200;19913;647;19266;187500;1202;10832;5,81%;175466;21,6742990017;1067,28691792;1088,96121693
25;166385;10622;155763;19913;670;19243;187500;1202;11292;6,06%;175006;22,0062479973;905,923058033;927,92930603
26;166385;9621;156764;19913;635;19278;187500;1202;10256;5,51%;176042;21,5545229912;992,500705004;1014,05522799
27;166385;10177;156208;19913;717;19196;187500;1202;10894;5,85%;175404;21,6277508736;995,046711206;1016,67446208
28;166385;9715;156670;19913;668;19245;187500;1202;10383;5,57%;175915;21,9057610035;990,982306957;1012,88806796
29;166385;10488;155897;19913;677;19236;187500;1202;11165;5,99%;175133;21,6385419369;907,507893085;929,146435022
;;;;;;;;;10609;5,69%;;;;1012,45
;;;;;;;;;404;0,22%;;;;73,65
