nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;63936;5632;611561;2344;63682;254;0;1988;152413;530,363946915
1;154401;63936;5632;611561;2344;63684;252;0;2069;152332;506,917469978
2;154401;63936;5632;611561;2344;63690;246;0;1974;152427;889,288911104
3;154401;63936;5632;611561;2344;63687;249;0;1995;152406;410,875689983
4;154401;63936;5632;611561;2344;63680;256;0;1953;152448;442,048570156
5;154401;63936;5632;611561;2344;63699;237;0;1892;152509;541,185073137
6;154401;63936;5632;611561;2344;63668;268;0;2095;152306;391,438412905
7;154401;63936;5632;611561;2344;63704;232;0;1961;152440;584,694085121
8;154401;63936;5632;611561;2344;63652;284;0;2029;152372;416,632866859
9;154401;63936;5632;611561;2344;63643;293;0;2053;152348;314,140840054
10;154401;63936;5632;611561;2344;63656;280;0;2027;152374;426,790600061
11;154401;63936;5632;611561;2344;63698;238;0;1934;152467;607,400774956
12;154401;63936;5632;611561;2344;63690;246;0;1961;152440;529,855074167
13;154401;63936;5632;611561;2344;63674;262;0;1996;152405;369,706155062
14;154401;63936;5632;611561;2344;63677;259;0;2021;152380;305,503983021
15;154401;63936;5632;611561;2344;63698;238;0;1899;152502;468,002519131
16;154401;63936;5632;611561;2344;63650;286;0;2042;152359;334,8409729
17;154401;63936;5632;611561;2344;63697;239;0;2025;152376;334,52107811
18;154401;63936;5632;611561;2344;63700;236;0;2047;152354;333,505138874
19;154401;63936;5632;611561;2344;63675;261;0;1987;152414;253,281249046
20;154401;63936;5632;611561;2344;63692;244;0;2022;152379;351,340470076
21;154401;63936;5632;611561;2344;63693;243;0;1830;152571;377,537688017
22;154401;63936;5632;611561;2344;63675;261;0;2044;152357;307,339103937
23;154401;63936;5632;611561;2344;63657;279;0;2053;152348;329,67205596
24;154401;63936;5632;611561;2344;63668;268;0;2049;152352;253,330433846
25;154401;63936;5632;611561;2344;63687;249;0;2035;152366;328,581233025
26;154401;63936;5632;611561;2344;63675;261;0;2022;152379;327,76294899
27;154401;63936;5632;611561;2344;63647;289;0;1952;152449;302,802946091
28;154401;63936;5632;611561;2344;63687;249;0;2010;152391;328,052158117
29;154401;63936;5632;611561;2344;63688;248;0;2013;152388;329,340746164
