nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;74370;6600;766777;3069;71662;1093;1615;1093;151693;298,406579971
1;154401;74370;6600;766777;3069;71622;1133;1615;1133;151653;296,523380041
2;154401;74370;6600;766777;3069;71626;1129;1615;1129;151657;460,549787998
3;154401;74370;6600;766777;3069;71613;1142;1615;1142;151644;295,325941801
4;154401;74370;6600;766777;3069;71629;1126;1615;1126;151660;419,551000118
5;154401;74370;6600;766777;3069;71592;1163;1615;1163;151623;505,271179914
6;154401;74370;6600;766777;3069;71635;1120;1615;1120;151666;297,205511093
7;154401;74370;6600;766777;3069;71626;1129;1615;1129;151657;295,236397028
8;154401;74370;6600;766777;3069;71620;1135;1615;1135;151651;422,836072922
9;154401;74370;6600;766777;3069;71602;1153;1615;1153;151633;294,213297844
10;154401;74370;6600;766777;3069;71610;1145;1615;1145;151641;377,397520065
11;154401;74370;6600;766777;3069;71628;1127;1615;1127;151659;417,317551851
12;154401;74370;6600;766777;3069;71608;1147;1615;1147;151639;295,901994944
13;154401;74370;6600;766777;3069;71591;1164;1615;1164;151622;416,355694056
14;154401;74370;6600;766777;3069;71628;1127;1615;1127;151659;378,924610853
15;154401;74370;6600;766777;3069;71618;1137;1615;1137;151649;292,388893127
16;154401;74370;6600;766777;3069;71601;1154;1615;1154;151632;416,66286087
17;154401;74370;6600;766777;3069;71601;1154;1615;1154;151632;294,851864815
18;154401;74370;6600;766777;3069;71656;1099;1615;1099;151687;457,802352905
19;154401;74370;6600;766777;3069;71632;1123;1615;1123;151663;296,351778984
20;154401;74370;6600;766777;3069;71638;1117;1615;1117;151669;294,506404877
21;154401;74370;6600;766777;3069;71636;1119;1615;1119;151667;293,184237003
22;154401;74370;6600;766777;3069;71609;1146;1615;1146;151640;427,277341127
23;154401;74370;6600;766777;3069;71644;1111;1615;1111;151675;294,963376999
24;154401;74370;6600;766777;3069;71634;1121;1615;1121;151665;294,187762022
25;154401;74370;6600;766777;3069;71611;1144;1615;1144;151642;417,727648973
26;154401;74370;6600;766777;3069;71607;1148;1615;1148;151638;294,521614075
27;154401;74370;6600;766777;3069;71639;1116;1615;1116;151670;295,101344824
28;154401;74370;6600;766777;3069;71634;1121;1615;1121;151665;292,588737011
29;154401;74370;6600;766777;3069;71628;1127;1615;1127;151659;292,205129862
