nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;392;;;264,22
;;;;;;;;;7;;;47,07
0;187500;36284;3192;284536;1282;34520;396;1368;396;0,21%;185736;207,927747965
1;187500;36284;3192;284536;1282;34527;389;1368;389;0,21%;185743;251,699965
2;187500;36284;3192;284536;1282;34528;388;1368;388;0,21%;185744;209,157881975
3;187500;36284;3192;284536;1282;34507;409;1368;409;0,22%;185723;278,113214016
4;187500;36284;3192;284536;1282;34511;405;1368;405;0,22%;185727;294,256856918
5;187500;36284;3192;284536;1282;34525;391;1368;391;0,21%;185741;277,54472208
6;187500;36284;3192;284536;1282;34537;379;1368;379;0,20%;185753;279,793838024
7;187500;36284;3192;284536;1282;34523;393;1368;393;0,21%;185739;223,093418121
8;187500;36284;3192;284536;1282;34527;389;1368;389;0,21%;185743;266,722077131
9;187500;36284;3192;284536;1282;34532;384;1368;384;0,21%;185748;236,636920929
10;187500;36284;3192;284536;1282;34517;399;1368;399;0,21%;185733;333,180681944
11;187500;36284;3192;284536;1282;34536;380;1368;380;0,20%;185752;216,232241869
12;187500;36284;3192;284536;1282;34519;397;1368;397;0,21%;185735;362,042866945
13;187500;36284;3192;284536;1282;34511;405;1368;405;0,22%;185727;224,551096916
14;187500;36284;3192;284536;1282;34529;387;1368;387;0,21%;185745;264,741887808
15;187500;36284;3192;284536;1282;34528;388;1368;388;0,21%;185744;250,954839945
16;187500;36284;3192;284536;1282;34519;397;1368;397;0,21%;185735;268,156154871
17;187500;36284;3192;284536;1282;34532;384;1368;384;0,21%;185748;237,852322102
18;187500;36284;3192;284536;1282;34519;397;1368;397;0,21%;185735;291,873769999
19;187500;36284;3192;284536;1282;34520;396;1368;396;0,21%;185736;207,762418032
20;187500;36284;3192;284536;1282;34523;393;1368;393;0,21%;185739;305,173751116
21;187500;36284;3192;284536;1282;34533;383;1368;383;0,21%;185749;279,344484091
22;187500;36284;3192;284536;1282;34531;385;1368;385;0,21%;185747;330,450423002
23;187500;36284;3192;284536;1282;34517;399;1368;399;0,21%;185733;220,784626961
24;187500;36284;3192;284536;1282;34531;385;1368;385;0,21%;185747;222,467311859
25;187500;36284;3192;284536;1282;34527;389;1368;389;0,21%;185743;290,194152117
26;187500;36284;3192;284536;1282;34527;389;1368;389;0,21%;185743;368,78036809
27;187500;36284;3192;284536;1282;34527;389;1368;389;0,21%;185743;314,946145058
28;187500;36284;3192;284536;1282;34523;393;1368;393;0,21%;185739;207,259711981
29;187500;36284;3192;284536;1282;34529;387;1368;387;0,21%;185745;204,779366016
;;;;;;;;;;0,21%;;
;;;;;;;;;;0,00%;;
