nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;844;;;351,3
;;;;;;;;;23;;;63
0;270000;43792;3850;426825;1802;41917;851;1024;851;0,32%;268125;323,513639927
1;270000;43792;3850;426825;1802;41945;823;1024;823;0,31%;268153;263,563502073
2;270000;43792;3850;426825;1802;41894;874;1024;874;0,32%;268102;311,244135141
3;270000;43792;3850;426825;1802;41922;846;1024;846;0,31%;268130;268,638561964
4;270000;43792;3850;426825;1802;41945;823;1024;823;0,31%;268153;376,043269873
5;270000;43792;3850;426825;1802;41917;851;1024;851;0,32%;268125;443,760331154
6;270000;43792;3850;426825;1802;41915;853;1024;853;0,32%;268123;357,733705997
7;270000;43792;3850;426825;1802;41895;873;1024;873;0,32%;268103;360,148748159
8;270000;43792;3850;426825;1802;41901;867;1024;867;0,32%;268109;383,007050991
9;270000;43792;3850;426825;1802;41928;840;1024;840;0,31%;268136;383,4151721
10;270000;43792;3850;426825;1802;41974;794;1024;794;0,30%;268182;315,170314074
11;270000;43792;3850;426825;1802;41957;811;1024;811;0,30%;268165;269,924417973
12;270000;43792;3850;426825;1802;41935;833;1024;833;0,31%;268143;362,931905031
13;270000;43792;3850;426825;1802;41924;844;1024;844;0,31%;268132;450,348171949
14;270000;43792;3850;426825;1802;41944;824;1024;824;0,31%;268152;407,362692118
15;270000;43792;3850;426825;1802;41910;858;1024;858;0,32%;268118;341,023909092
16;270000;43792;3850;426825;1802;41892;876;1024;876;0,33%;268100;297,543433189
17;270000;43792;3850;426825;1802;41897;871;1024;871;0,32%;268105;362,81223011
18;270000;43792;3850;426825;1802;41929;839;1024;839;0,31%;268137;275,51027298
19;270000;43792;3850;426825;1802;41885;883;1024;883;0,33%;268093;275,320086002
20;270000;43792;3850;426825;1802;41957;811;1024;811;0,30%;268165;434,007287979
21;270000;43792;3850;426825;1802;41916;852;1024;852;0,32%;268124;277,852916956
22;270000;43792;3850;426825;1802;41921;847;1024;847;0,31%;268129;272,221405029
23;270000;43792;3850;426825;1802;41956;812;1024;812;0,30%;268164;363,112267971
24;270000;43792;3850;426825;1802;41924;844;1024;844;0,31%;268132;294,680745125
25;270000;43792;3850;426825;1802;41925;843;1024;843;0,31%;268133;366,022409201
26;270000;43792;3850;426825;1802;41958;810;1024;810;0,30%;268166;477,614223957
27;270000;43792;3850;426825;1802;41937;831;1024;831;0,31%;268145;363,951974154
28;270000;43792;3850;426825;1802;41928;840;1024;840;0,31%;268136;413,301285028
29;270000;43792;3850;426825;1802;41887;881;1024;881;0,33%;268095;447,187340975
;;;;;;;;;;0,31%;;
;;;;;;;;;;0,01%;;
