nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;43099;3822;425613;1143;42095;50;954;730;152717;642,070360899
1;154401;43099;3822;425613;1143;42115;30;954;910;152537;547,612746
2;154401;43099;3822;425613;1143;42104;41;954;689;152758;743,405797005
3;154401;43099;3822;425613;1143;42114;31;954;863;152584;611,226433039
4;154401;43099;3822;425613;1143;42110;35;954;906;152541;653,461059093
5;154401;43099;3822;425613;1143;42109;36;954;861;152586;529,944167852
6;154401;43099;3822;425613;1143;42109;36;954;971;152476;571,139543056
7;154401;43099;3822;425613;1143;42113;32;954;1009;152438;514,286782026
8;154401;43099;3822;425613;1143;42111;34;954;905;152542;522,359768867
9;154401;43099;3822;425613;1143;42111;34;954;873;152574;547,120812178
10;154401;43099;3822;425613;1143;42106;39;954;913;152534;457,174982071
11;154401;43099;3822;425613;1143;42110;35;954;1015;152432;576,962544918
12;154401;43099;3822;425613;1143;42115;30;954;945;152502;640,772116184
13;154401;43099;3822;425613;1143;42112;33;954;864;152583;496,266333103
14;154401;43099;3822;425613;1143;42109;36;954;936;152511;507,218796968
15;154401;43099;3822;425613;1143;42115;30;954;984;152463;505,237865925
16;154401;43099;3822;425613;1143;42113;32;954;1025;152422;522,820472956
17;154401;43099;3822;425613;1143;42087;58;954;656;152791;965,65643692
18;154401;43099;3822;425613;1143;42101;44;954;814;152633;858,606513977
19;154401;43099;3822;425613;1143;42103;42;954;728;152719;857,215904951
20;154401;43099;3822;425613;1143;42111;34;954;970;152477;817,215322018
21;154401;43099;3822;425613;1143;42114;31;954;912;152535;806,194005013
22;154401;43099;3822;425613;1143;42107;38;954;1004;152443;671,19749999
23;154401;43099;3822;425613;1143;42108;37;954;973;152474;792,037718058
24;154401;43099;3822;425613;1143;42107;38;954;1037;152410;630,600744963
25;154401;43099;3822;425613;1143;42112;33;954;870;152577;712,912024021
26;154401;43099;3822;425613;1143;42114;31;954;796;152651;592,79776001
27;154401;43099;3822;425613;1143;42114;31;954;952;152495;587,721436977
28;154401;43099;3822;425613;1143;42114;31;954;979;152468;596,429239035
29;154401;43099;3822;425613;1143;42118;27;954;910;152537;568,432768106
