nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;166000;36792;3225;332614;1899;34666;808;1318;808;163874;364,138056993
1;166000;36792;3225;332614;1899;34707;767;1318;767;163915;415,898906946
2;166000;36792;3225;332614;1899;34725;749;1318;749;163933;353,537119865
3;166000;36792;3225;332614;1899;34767;707;1318;707;163975;341,963706017
4;166000;36792;3225;332614;1899;34718;756;1318;756;163926;451,938444138
5;166000;36792;3225;332614;1899;34708;766;1318;766;163916;425,687836885
6;166000;36792;3225;332614;1899;34668;806;1318;806;163876;453,667425156
7;166000;36792;3225;332614;1899;34705;769;1318;769;163913;344,997965813
8;166000;36792;3225;332614;1899;34707;767;1318;767;163915;244,172344923
9;166000;36792;3225;332614;1899;34712;762;1318;762;163920;390,60513711
10;166000;36792;3225;332614;1899;34734;740;1318;740;163942;430,17241621
11;166000;36792;3225;332614;1899;34720;754;1318;754;163928;614,699729919
12;166000;36792;3225;332614;1899;34713;761;1318;761;163921;545,539800167
13;166000;36792;3225;332614;1899;34703;771;1318;771;163911;596,791159868
14;166000;36792;3225;332614;1899;34706;768;1318;768;163914;383,171000004
15;166000;36792;3225;332614;1899;34711;763;1318;763;163919;268,816607952
16;166000;36792;3225;332614;1899;34715;759;1318;759;163923;295,012323141
17;166000;36792;3225;332614;1899;34709;765;1318;765;163917;311,861500025
18;166000;36792;3225;332614;1899;34703;771;1318;771;163911;387,332478046
19;166000;36792;3225;332614;1899;34706;768;1318;768;163914;387,931711912
20;166000;36792;3225;332614;1899;34713;761;1318;761;163921;287,447757006
21;166000;36792;3225;332614;1899;34699;775;1318;775;163907;361,80397892
22;166000;36792;3225;332614;1899;34724;750;1318;750;163932;333,876584053
23;166000;36792;3225;332614;1899;34719;755;1318;755;163927;336,114825964
24;166000;36792;3225;332614;1899;34699;775;1318;775;163907;260,530049086
25;166000;36792;3225;332614;1899;34703;771;1318;771;163911;283,567527056
26;166000;36792;3225;332614;1899;34681;793;1318;793;163889;338,177186966
27;166000;36792;3225;332614;1899;34704;770;1318;770;163912;417,577072859
28;166000;36792;3225;332614;1899;34715;759;1318;759;163923;350,815980196
29;166000;36792;3225;332614;1899;34724;750;1318;750;163932;336,944849968
