nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;506;;;305,94
;;;;;;;;;36;;;59,29
0;187500;25641;2277;202793;1346;23757;555;1329;555;0,30%;185616;307,730198145
1;187500;25641;2277;202793;1346;23784;528;1329;528;0,28%;185643;432,854780912
2;187500;25641;2277;202793;1346;23781;531;1329;531;0,29%;185640;251,143187046
3;187500;25641;2277;202793;1346;23837;475;1329;475;0,26%;185696;290,217451096
4;187500;25641;2277;202793;1346;23781;531;1329;531;0,29%;185640;320,869889975
5;187500;25641;2277;202793;1346;23832;480;1329;480;0,26%;185691;238,544459105
6;187500;25641;2277;202793;1346;23785;527;1329;527;0,28%;185644;339,684420109
7;187500;25641;2277;202793;1346;23876;436;1329;436;0,23%;185735;252,37740016
8;187500;25641;2277;202793;1346;23838;474;1329;474;0,25%;185697;265,601516962
9;187500;25641;2277;202793;1346;23768;544;1329;544;0,29%;185627;387,685122013
10;187500;25641;2277;202793;1346;23829;483;1329;483;0,26%;185688;319,859084129
11;187500;25641;2277;202793;1346;23769;543;1329;543;0,29%;185628;291,088625908
12;187500;25641;2277;202793;1346;23767;545;1329;545;0,29%;185626;309,696681976
13;187500;25641;2277;202793;1346;23830;482;1329;482;0,26%;185689;264,460997105
14;187500;25641;2277;202793;1346;23743;569;1329;569;0,31%;185602;454,176199913
15;187500;25641;2277;202793;1346;23788;524;1329;524;0,28%;185647;391,715139151
16;187500;25641;2277;202793;1346;23846;466;1329;466;0,25%;185705;262,484288931
17;187500;25641;2277;202793;1346;23764;548;1329;548;0,29%;185623;271,160120964
18;187500;25641;2277;202793;1346;23840;472;1329;472;0,25%;185699;240,533307076
19;187500;25641;2277;202793;1346;23831;481;1329;481;0,26%;185690;324,284346104
20;187500;25641;2277;202793;1346;23803;509;1329;509;0,27%;185662;272,683192968
21;187500;25641;2277;202793;1346;23812;500;1329;500;0,27%;185671;265,776072979
22;187500;25641;2277;202793;1346;23771;541;1329;541;0,29%;185630;262,833236217
23;187500;25641;2277;202793;1346;23774;538;1329;538;0,29%;185633;249,530527115
24;187500;25641;2277;202793;1346;23793;519;1329;519;0,28%;185652;295,351113081
25;187500;25641;2277;202793;1346;23792;520;1329;520;0,28%;185651;283,835899115
26;187500;25641;2277;202793;1346;23871;441;1329;441;0,24%;185730;300,416959047
27;187500;25641;2277;202793;1346;23830;482;1329;482;0,26%;185689;418,425274849
28;187500;25641;2277;202793;1346;23827;485;1329;485;0,26%;185686;255,270792961
29;187500;25641;2277;202793;1346;23864;448;1329;448;0,24%;185723;357,962615967
;;;;;;;;;;0,27%;;
;;;;;;;;;;0,02%;;
