nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;1939;;;458,2
;;;;;;;;;31;;;77,49
0;166500;101200;9000;977125;4827;96342;1859;3038;1918;1,17%;161544;417,946774006
1;166500;101200;9000;977125;4827;96311;1890;3038;1949;1,19%;161513;420,473165035
2;166500;101200;9000;977125;4827;96259;1942;3038;2001;1,22%;161461;420,402489901
3;166500;101200;9000;977125;4827;96291;1910;3038;1969;1,20%;161493;425,278940201
4;166500;101200;9000;977125;4827;96312;1889;3038;1948;1,19%;161514;414,409177065
5;166500;101200;9000;977125;4827;96334;1867;3038;1926;1,18%;161536;422,585479975
6;166500;101200;9000;977125;4827;96311;1890;3038;1949;1,19%;161513;416,635598898
7;166500;101200;9000;977125;4827;96297;1904;3038;1963;1,20%;161499;423,442384958
8;166500;101200;9000;977125;4827;96298;1903;3038;1962;1,20%;161500;416,768949032
9;166500;101200;9000;977125;4827;96303;1898;3038;1957;1,20%;161505;418,700810909
10;166500;101200;9000;977125;4827;96346;1855;3038;1914;1,17%;161548;416,016611099
11;166500;101200;9000;977125;4827;96341;1860;3038;1919;1,17%;161543;417,284224987
12;166500;101200;9000;977125;4827;96326;1875;3038;1934;1,18%;161528;485,972711086
13;166500;101200;9000;977125;4827;96350;1851;3038;1910;1,17%;161552;624,784950018
14;166500;101200;9000;977125;4827;96321;1880;3038;1939;1,19%;161523;411,396530867
15;166500;101200;9000;977125;4827;96326;1875;3038;1934;1,18%;161528;417,02659297
16;166500;101200;9000;977125;4827;96333;1868;3038;1927;1,18%;161535;413,692633152
17;166500;101200;9000;977125;4827;96310;1891;3038;1950;1,19%;161512;412,49083209
18;166500;101200;9000;977125;4827;96279;1922;3038;1981;1,21%;161481;410,298956871
19;166500;101200;9000;977125;4827;96310;1891;3038;1950;1,19%;161512;414,955001116
20;166500;101200;9000;977125;4827;96337;1864;3038;1923;1,18%;161539;613,896320105
21;166500;101200;9000;977125;4827;96409;1792;3038;1851;1,13%;161611;481,41591692
22;166500;101200;9000;977125;4827;96323;1878;3038;1937;1,18%;161525;481,632730961
23;166500;101200;9000;977125;4827;96303;1898;3038;1957;1,20%;161505;418,107545853
24;166500;101200;9000;977125;4827;96245;1956;3038;2015;1,23%;161447;415,495485067
25;166500;101200;9000;977125;4827;96356;1845;3038;1904;1,16%;161558;625,224040031
26;166500;101200;9000;977125;4827;96328;1873;3038;1932;1,18%;161530;627,409669876
27;166500;101200;9000;977125;4827;96358;1843;3038;1902;1,16%;161560;418,046004057
28;166500;101200;9000;977125;4827;96330;1871;3038;1930;1,18%;161532;622,185965061
29;166500;101200;9000;977125;4827;96348;1853;3038;1912;1,17%;161550;421,951050043
;;;;;;;;;;1,19%;;
;;;;;;;;;;0,02%;;
