nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;66005;5888;616903;3195;64236;750;1022;884;152495;243,623641014
1;154401;66005;5888;616903;3195;64237;749;1022;883;152496;245,851806879
2;154401;66005;5888;616903;3195;64215;771;1022;905;152474;243,202333927
3;154401;66005;5888;616903;3195;64188;798;1022;932;152447;244,625620127
4;154401;66005;5888;616903;3195;64186;800;1022;934;152445;242,266774178
5;154401;66005;5888;616903;3195;64298;688;1022;822;152557;405,202676058
6;154401;66005;5888;616903;3195;64270;716;1022;850;152529;243,454175949
7;154401;66005;5888;616903;3195;64292;694;1022;828;152551;245,910743952
8;154401;66005;5888;616903;3195;64254;732;1022;866;152513;243,683549166
9;154401;66005;5888;616903;3195;64349;637;1022;771;152608;407,192308903
10;154401;66005;5888;616903;3195;64248;738;1022;872;152507;244,725591183
11;154401;66005;5888;616903;3195;64335;651;1022;785;152594;406,301765919
12;154401;66005;5888;616903;3195;64284;702;1022;836;152543;247,402168989
13;154401;66005;5888;616903;3195;64270;716;1022;850;152529;244,065207005
14;154401;66005;5888;616903;3195;64212;774;1022;908;152471;246,19800806
15;154401;66005;5888;616903;3195;64375;611;1022;745;152634;405,566679001
16;154401;66005;5888;616903;3195;64170;816;1022;950;152429;243,879539967
17;154401;66005;5888;616903;3195;64190;796;1022;930;152449;245,110913992
18;154401;66005;5888;616903;3195;64239;747;1022;881;152498;243,422842979
19;154401;66005;5888;616903;3195;64186;800;1022;934;152445;245,89497304
20;154401;66005;5888;616903;3195;64214;772;1022;906;152473;242,778643131
21;154401;66005;5888;616903;3195;64293;693;1022;827;152552;245,07407999
22;154401;66005;5888;616903;3195;64266;720;1022;854;152525;242,190104961
23;154401;66005;5888;616903;3195;64205;781;1022;915;152464;243,453520775
24;154401;66005;5888;616903;3195;64168;818;1022;952;152427;241,685736895
25;154401;66005;5888;616903;3195;64230;756;1022;890;152489;317,25247407
26;154401;66005;5888;616903;3195;64382;604;1022;738;152641;536,629858017
27;154401;66005;5888;616903;3195;64335;651;1022;785;152594;391,438704014
28;154401;66005;5888;616903;3195;64357;629;1022;763;152616;421,332091093
29;154401;66005;5888;616903;3195;64187;799;1022;933;152446;291,76443696
