nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;27416;2420;232090;1403;25838;650;928;650;152823;218,757016182
1;154401;27416;2420;232090;1403;25869;619;928;619;152854;274,949615002
2;154401;27416;2420;232090;1403;25850;638;928;638;152835;211,285993814
3;154401;27416;2420;232090;1403;25839;649;928;649;152824;295,957019091
4;154401;27416;2420;232090;1403;25864;624;928;624;152849;219,591021061
5;154401;27416;2420;232090;1403;25852;636;928;636;152837;219,477366209
6;154401;27416;2420;232090;1403;25865;623;928;623;152850;220,171294212
7;154401;27416;2420;232090;1403;25842;646;928;646;152827;206,279435873
8;154401;27416;2420;232090;1403;25814;674;928;674;152799;188,735597849
9;154401;27416;2420;232090;1403;25839;649;928;649;152824;248,162693977
10;154401;27416;2420;232090;1403;25861;627;928;627;152846;234,877273083
11;154401;27416;2420;232090;1403;25854;634;928;634;152839;217,592516899
12;154401;27416;2420;232090;1403;25849;639;928;639;152834;212,199291945
13;154401;27416;2420;232090;1403;25857;631;928;631;152842;233,247008085
14;154401;27416;2420;232090;1403;25841;647;928;647;152826;284,519104958
15;154401;27416;2420;232090;1403;25821;667;928;667;152806;491,94004488
16;154401;27416;2420;232090;1403;25862;626;928;626;152847;260,787681818
17;154401;27416;2420;232090;1403;25863;625;928;625;152848;285,494867086
18;154401;27416;2420;232090;1403;25837;651;928;651;152822;235,694849968
19;154401;27416;2420;232090;1403;25817;671;928;671;152802;342,932231903
20;154401;27416;2420;232090;1403;25879;609;928;609;152864;476,925760031
21;154401;27416;2420;232090;1403;25840;648;928;648;152825;222,808856964
22;154401;27416;2420;232090;1403;25838;650;928;650;152823;242,97913003
23;154401;27416;2420;232090;1403;25840;648;928;648;152825;259,919231892
24;154401;27416;2420;232090;1403;25849;639;928;639;152834;262,156317949
25;154401;27416;2420;232090;1403;25889;599;928;599;152874;304,346920013
26;154401;27416;2420;232090;1403;25850;638;928;638;152835;303,044803858
27;154401;27416;2420;232090;1403;25844;644;928;644;152829;286,452525139
28;154401;27416;2420;232090;1403;25838;650;928;650;152823;288,944462061
29;154401;27416;2420;232090;1403;25836;652;928;652;152821;511,407947063
