nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;40310;3567;366313;1556;38834;1476;0;1476;152925;291,864712954
1;154401;40310;3567;366313;1556;38881;1429;0;1429;152972;390,758645058
2;154401;40310;3567;366313;1556;38827;1483;0;1483;152918;292,943470955
3;154401;40310;3567;366313;1556;38811;1499;0;1499;152902;426,564585924
4;154401;40310;3567;366313;1556;38804;1506;0;1506;152895;295,759356022
5;154401;40310;3567;366313;1556;38831;1479;0;1479;152922;294,38886404
6;154401;40310;3567;366313;1556;38856;1454;0;1454;152947;291,959858179
7;154401;40310;3567;366313;1556;38846;1464;0;1464;152937;348,37302804
8;154401;40310;3567;366313;1556;38835;1475;0;1475;152926;253,926625013
9;154401;40310;3567;366313;1556;38838;1472;0;1472;152929;293,679344893
10;154401;40310;3567;366313;1556;38837;1473;0;1473;152928;251,262836218
11;154401;40310;3567;366313;1556;38845;1465;0;1465;152936;255,57448101
12;154401;40310;3567;366313;1556;38852;1458;0;1458;152943;264,385722876
13;154401;40310;3567;366313;1556;38847;1463;0;1463;152938;369,028645992
14;154401;40310;3567;366313;1556;38814;1496;0;1496;152905;365,826500893
15;154401;40310;3567;366313;1556;38830;1480;0;1480;152921;309,505787849
16;154401;40310;3567;366313;1556;38815;1495;0;1495;152906;371,245400906
17;154401;40310;3567;366313;1556;38835;1475;0;1475;152926;293,580517054
18;154401;40310;3567;366313;1556;38815;1495;0;1495;152906;387,616339922
19;154401;40310;3567;366313;1556;38846;1464;0;1464;152937;446,778063059
20;154401;40310;3567;366313;1556;38850;1460;0;1460;152941;252,688983917
21;154401;40310;3567;366313;1556;38826;1484;0;1484;152917;310,675263882
22;154401;40310;3567;366313;1556;38807;1503;0;1503;152898;309,635751009
23;154401;40310;3567;366313;1556;38861;1449;0;1449;152952;272,414604902
24;154401;40310;3567;366313;1556;38842;1468;0;1468;152933;290,99358201
25;154401;40310;3567;366313;1556;38832;1478;0;1478;152923;272,695869923
26;154401;40310;3567;366313;1556;38830;1480;0;1480;152921;444,416433096
27;154401;40310;3567;366313;1556;38817;1493;0;1493;152908;406,08116293
28;154401;40310;3567;366313;1556;38837;1473;0;1473;152928;309,043428183
29;154401;40310;3567;366313;1556;38814;1496;0;1496;152905;331,897420883
