nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;187500;73305;6534;681072;2633;68867;1326;3112;1326;183062;520,002972126
1;187500;73305;6534;681072;2633;68886;1307;3112;1307;183081;454,253756046
2;187500;73305;6534;681072;2633;68872;1321;3112;1321;183067;384,539632082
3;187500;73305;6534;681072;2633;68898;1295;3112;1295;183093;419,042340994
4;187500;73305;6534;681072;2633;68859;1334;3112;1334;183054;485,519914865
5;187500;73305;6534;681072;2633;68870;1323;3112;1323;183065;418,9505229
6;187500;73305;6534;681072;2633;68896;1297;3112;1297;183091;416,491359949
7;187500;73305;6534;681072;2633;68881;1312;3112;1312;183076;348,025738001
8;187500;73305;6534;681072;2633;68815;1378;3112;1378;183010;448,022211075
9;187500;73305;6534;681072;2633;68887;1306;3112;1306;183082;344,639434099
10;187500;73305;6534;681072;2633;68854;1339;3112;1339;183049;414,564973116
11;187500;73305;6534;681072;2633;68847;1346;3112;1346;183042;381,116498947
12;187500;73305;6534;681072;2633;68889;1304;3112;1304;183084;380,880589008
13;187500;73305;6534;681072;2633;68886;1307;3112;1307;183081;397,707251072
14;187500;73305;6534;681072;2633;68821;1372;3112;1372;183016;437,529252052
15;187500;73305;6534;681072;2633;68832;1361;3112;1361;183027;489,993072033
16;187500;73305;6534;681072;2633;68866;1327;3112;1327;183061;424,303534985
17;187500;73305;6534;681072;2633;68906;1287;3112;1287;183101;425,052877903
18;187500;73305;6534;681072;2633;68900;1293;3112;1293;183095;388,678311825
19;187500;73305;6534;681072;2633;68859;1334;3112;1334;183054;388,622699976
20;187500;73305;6534;681072;2633;68875;1318;3112;1318;183070;350,532060146
21;187500;73305;6534;681072;2633;68875;1318;3112;1318;183070;354,68680501
22;187500;73305;6534;681072;2633;68855;1338;3112;1338;183050;388,809333086
23;187500;73305;6534;681072;2633;68869;1324;3112;1324;183064;378,300484896
24;187500;73305;6534;681072;2633;68888;1305;3112;1305;183083;413,825294018
25;187500;73305;6534;681072;2633;68855;1338;3112;1338;183050;486,286725044
26;187500;73305;6534;681072;2633;68878;1315;3112;1315;183073;419,821743965
27;187500;73305;6534;681072;2633;68866;1327;3112;1327;183061;482,257257938
28;187500;73305;6534;681072;2633;68878;1315;3112;1315;183073;365,241764069
29;187500;73305;6534;681072;2633;68850;1343;3112;1343;183045;517,715815783
