nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;163065;2575;160490;21937;489;21448;187500;2498;3064;1,66%;181938;24,4375479221;1428,76262212;1453,20017004
1;163065;707;162358;21937;513;21424;187500;2498;1220;0,66%;183782;24,6301329136;1075,38602901;1100,01616192
2;163065;673;162392;21937;542;21395;187500;2498;1215;0,66%;183787;24,4962339401;932,441256046;956,937489986
3;163065;934;162131;21937;453;21484;187500;2498;1387;0,75%;183615;24,3574018478;1435,18258715;1459,53998899
4;163065;2990;160075;21937;422;21515;187500;2498;3412;1,84%;181590;24,653028965;1217,00409389;1241,65712285
5;163065;744;162321;21937;524;21413;187500;2498;1268;0,69%;183734;24,0290021896;1001,39147186;1025,42047405
6;163065;759;162306;21937;462;21475;187500;2498;1221;0,66%;183781;25,1993927956;1077,03667307;1102,23606586
7;163065;736;162329;21937;458;21479;187500;2498;1194;0,65%;183808;24,4209048748;1355,33552408;1379,75642896
8;163065;662;162403;21937;495;21442;187500;2498;1157;0,63%;183845;24,2742648125;856,171818018;880,44608283
9;163065;3212;159853;21937;484;21453;187500;2498;3696;2,00%;181306;24,1384930611;1143,17982507;1167,31831813
10;163065;705;162360;21937;568;21369;187500;2498;1273;0,69%;183729;24,1983480453;929,140620947;953,338968992
11;163065;679;162386;21937;501;21436;187500;2498;1180;0,64%;183822;24,1547999382;1074,84316707;1098,997967
12;163065;688;162377;21937;515;21422;187500;2498;1203;0,65%;183799;24,031329155;1017,09455395;1041,1258831
13;163065;824;162241;21937;435;21502;187500;2498;1259;0,68%;183743;24,200275898;1214,73679304;1238,93706894
14;163065;3325;159740;21937;504;21433;187500;2498;3829;2,07%;181173;24,1593229771;1148,61528683;1172,7746098
15;163065;748;162317;21937;465;21472;187500;2498;1213;0,66%;183789;24,3563549519;1076,5984621;1100,95481706
16;163065;3342;159723;21937;428;21509;187500;2498;3770;2,04%;181232;24,2056651115;1297,24632382;1321,45198894
17;163065;674;162391;21937;466;21471;187500;2498;1140;0,62%;183862;24,2580599785;1083,58195496;1107,84001493
18;163065;3360;159705;21937;424;21513;187500;2498;3784;2,05%;181218;24,4856579304;1297,10064793;1321,58630586
19;163065;693;162372;21937;455;21482;187500;2498;1148;0,62%;183854;24,3731207848;1077,9577651;1102,33088589
20;163065;743;162322;21937;431;21506;187500;2498;1174;0,63%;183828;24,3663158417;1289,166574;1313,53288984
21;163065;672;162393;21937;449;21488;187500;2498;1121;0,61%;183881;24,4990749359;1082,68125916;1107,18033409
22;163065;3689;159376;21937;506;21431;187500;2498;4195;2,27%;180807;24,6879608631;1085,67312908;1110,36108994
23;163065;688;162377;21937;460;21477;187500;2498;1148;0,62%;183854;24,5110909939;1077,82004619;1102,33113718
24;163065;2805;160260;21937;435;21502;187500;2498;3240;1,75%;181762;24,3011159897;1149,38456702;1173,68568301
25;163065;3648;159417;21937;530;21407;187500;2498;4178;2,26%;180824;24,2207431793;938,315449953;962,536193132
26;163065;2747;160318;21937;482;21455;187500;2498;3229;1,75%;181773;24,5289721489;1301,79610491;1326,32507706
27;163065;710;162355;21937;429;21508;187500;2498;1139;0,62%;183863;24,2398529053;1146,11994505;1170,35979795
28;163065;736;162329;21937;413;21524;187500;2498;1149;0,62%;183853;24,5119850636;1363,10239291;1387,61437798
29;163065;794;162271;21937;474;21463;187500;2498;1268;0,69%;183734;24,3441448212;1148,05998206;1172,40412688
;;;;;;;;;2016;1,09%;;;;1168,41
;;;;;;;;;1189;0,64%;;;;150,03
