nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;308;;;274,07
;;;;;;;;;7;;;49,15
0;187500;31464;2788;269795;1431;29455;299;1710;299;0,16%;185491;241,883023977
1;187500;31464;2788;269795;1431;29445;309;1710;309;0,17%;185481;215,907855034
2;187500;31464;2788;269795;1431;29441;313;1710;313;0,17%;185477;235,053692102
3;187500;31464;2788;269795;1431;29457;297;1710;297;0,16%;185493;278,166913033
4;187500;31464;2788;269795;1431;29451;303;1710;303;0,16%;185487;252,736512899
5;187500;31464;2788;269795;1431;29447;307;1710;307;0,17%;185483;254,932737112
6;187500;31464;2788;269795;1431;29441;313;1710;313;0,17%;185477;263,936788082
7;187500;31464;2788;269795;1431;29457;297;1710;297;0,16%;185493;245,450962067
8;187500;31464;2788;269795;1431;29451;303;1710;303;0,16%;185487;267,557318926
9;187500;31464;2788;269795;1431;29450;304;1710;304;0,16%;185486;269,933787107
10;187500;31464;2788;269795;1431;29444;310;1710;310;0,17%;185480;445,769122124
11;187500;31464;2788;269795;1431;29449;305;1710;305;0,16%;185485;265,452497959
12;187500;31464;2788;269795;1431;29456;298;1710;298;0,16%;185492;262,418294907
13;187500;31464;2788;269795;1431;29451;303;1710;303;0,16%;185487;258,023509026
14;187500;31464;2788;269795;1431;29463;291;1710;291;0,16%;185499;252,409475088
15;187500;31464;2788;269795;1431;29439;315;1710;315;0,17%;185475;218,201136112
16;187500;31464;2788;269795;1431;29439;315;1710;315;0,17%;185475;297,425111055
17;187500;31464;2788;269795;1431;29434;320;1710;320;0,17%;185470;312,552978039
18;187500;31464;2788;269795;1431;29443;311;1710;311;0,17%;185479;251,326397181
19;187500;31464;2788;269795;1431;29441;313;1710;313;0,17%;185477;236,157809973
20;187500;31464;2788;269795;1431;29445;309;1710;309;0,17%;185481;221,350179911
21;187500;31464;2788;269795;1431;29449;305;1710;305;0,16%;185485;263,319451094
22;187500;31464;2788;269795;1431;29447;307;1710;307;0,17%;185483;298,950313091
23;187500;31464;2788;269795;1431;29444;310;1710;310;0,17%;185480;298,578114033
24;187500;31464;2788;269795;1431;29441;313;1710;313;0,17%;185477;267,921141148
25;187500;31464;2788;269795;1431;29442;312;1710;312;0,17%;185478;282,033988953
26;187500;31464;2788;269795;1431;29442;312;1710;312;0,17%;185478;314,826622963
27;187500;31464;2788;269795;1431;29449;305;1710;305;0,16%;185485;363,117628098
28;187500;31464;2788;269795;1431;29432;322;1710;322;0,17%;185468;221,791990995
29;187500;31464;2788;269795;1431;29446;308;1710;308;0,17%;185482;364,872644901
;;;;;;;;;;0,17%;;
;;;;;;;;;;0,00%;;
