nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;174134;2661;171473;12037;642;11395;187500;1329;3303;1,77%;182868;21,2761731148;777,255350828;798,531523943
1;174134;2954;171180;12037;566;11471;187500;1329;3520;1,89%;182651;20,8720419407;963,248445034;984,120486975
2;174134;2577;171557;12037;612;11425;187500;1329;3189;1,71%;182982;21,0551309586;973,288707018;994,343837976
3;174134;2980;171154;12037;599;11438;187500;1329;3579;1,92%;182592;21,3463120461;1173,07126808;1194,41758013
4;174134;2959;171175;12037;576;11461;187500;1329;3535;1,90%;182636;21,4669928551;889,553951025;911,02094388
5;174134;2989;171145;12037;673;11364;187500;1329;3662;1,97%;182509;21,3012621403;971,484865904;992,786128044
6;174134;2562;171572;12037;687;11350;187500;1329;3249;1,75%;182922;21,1824920177;878,86757803;900,050070047
7;174134;3201;170933;12037;550;11487;187500;1329;3751;2,01%;182420;21,1941680908;976,566891909;997,761059999
8;174134;2965;171169;12037;719;11318;187500;1329;3684;1,98%;182487;21,1553719044;1068,95320392;1090,10857582
9;174134;2455;171679;12037;791;11246;187500;1329;3246;1,74%;182925;21,3233549595;974,109998941;995,433353901
10;174134;2986;171148;12037;638;11399;187500;1329;3624;1,95%;182547;21,1509320736;969,538357973;990,689290047
11;174134;2586;171548;12037;680;11357;187500;1329;3266;1,75%;182905;21,1267640591;974,773336887;995,900100946
12;174134;2532;171602;12037;518;11519;187500;1329;3050;1,64%;183121;21,1124899387;871,150746107;892,263236046
13;174134;3074;171060;12037;624;11413;187500;1329;3698;1,99%;182473;20,978014946;870,012268066;890,990283012
14;174134;2503;171631;12037;705;11332;187500;1329;3208;1,72%;182963;21,1780610085;874,477046013;895,655107021
15;174134;3464;170670;12037;546;11491;187500;1329;4010;2,15%;182161;21,1877110004;977,861131907;999,048842907
16;174134;2957;171177;12037;575;11462;187500;1329;3532;1,90%;182639;21,0457880497;972,213585854;993,259373903
17;174134;2690;171444;12037;779;11258;187500;1329;3469;1,86%;182702;21,2023229599;966,005668163;987,207991123
18;174134;2752;171382;12037;521;11516;187500;1329;3273;1,76%;182898;21,1600759029;968,197854996;989,357930899
19;174134;2804;171330;12037;596;11441;187500;1329;3400;1,83%;182771;21,1868779659;868,420081854;889,60695982
20;174134;2764;171370;12037;567;11470;187500;1329;3331;1,79%;182840;21,0510060787;863,899135113;884,950141191
21;174134;2785;171349;12037;570;11467;187500;1329;3355;1,80%;182816;20,9441459179;932,479110003;953,42325592
22;174134;3336;170798;12037;458;11579;187500;1329;3794;2,04%;182377;17,6920490265;894,289084911;911,981133938
23;174134;3324;170810;12037;558;11479;187500;1329;3882;2,09%;182289;17,6146469116;811,967676163;829,582323074
24;174134;3048;171086;12037;740;11297;187500;1329;3788;2,03%;182383;17,5648438931;730,834256172;748,399100065
25;174134;3000;171134;12037;774;11263;187500;1329;3774;2,03%;182397;17,5866978168;650,828660011;668,415357828
26;174134;3240;170894;12037;651;11386;187500;1329;3891;2,09%;182280;17,5549988747;941,491585016;959,046583891
27;174134;3138;170996;12037;472;11565;187500;1329;3610;1,94%;182561;30,7661988735;1300,90540314;1331,67160201
28;174134;2844;171290;12037;899;11138;187500;1329;3743;2,01%;182428;26,2314138412;1095,10271311;1121,33412695
29;174134;2885;171249;12037;546;11491;187500;1329;3431;1,84%;182740;25,4367539883;1132,89316916;1158,32992315
;;;;;;;;;3528;1,90%;;;;964,99
;;;;;;;;;246;0,13%;;;;130,24
