nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;166500;75658;6750;685366;3104;67719;673;7266;673;158561;451,134394884
1;166500;75658;6750;685366;3104;67726;666;7266;666;158568;411,430415869
2;166500;75658;6750;685366;3104;67730;662;7266;662;158572;409,602165937
3;166500;75658;6750;685366;3104;67720;672;7266;672;158562;480,169064999
4;166500;75658;6750;685366;3104;67713;679;7266;679;158555;443,61985302
5;166500;75658;6750;685366;3104;67747;645;7266;645;158589;406,98178792
6;166500;75658;6750;685366;3104;67661;731;7266;731;158503;365,448415041
7;166500;75658;6750;685366;3104;67704;688;7266;688;158546;408,654005766
8;166500;75658;6750;685366;3104;67709;683;7266;683;158551;404,606419086
9;166500;75658;6750;685366;3104;67722;670;7266;670;158564;324,014893055
10;166500;75658;6750;685366;3104;67734;658;7266;658;158576;445,840892076
11;166500;75658;6750;685366;3104;67723;669;7266;669;158565;324,977935076
12;166500;75658;6750;685366;3104;67724;668;7266;668;158566;406,399473906
13;166500;75658;6750;685366;3104;67729;663;7266;663;158571;404,777240992
14;166500;75658;6750;685366;3104;67675;717;7266;717;158517;443,480517864
15;166500;75658;6750;685366;3104;67742;650;7266;650;158584;323,237356901
16;166500;75658;6750;685366;3104;67716;676;7266;676;158558;366,798605919
17;166500;75658;6750;685366;3104;67711;681;7266;681;158553;415,682710171
18;166500;75658;6750;685366;3104;67721;671;7266;671;158563;405,544674873
19;166500;75658;6750;685366;3104;67692;700;7266;700;158534;363,91140604
20;166500;75658;6750;685366;3104;67717;675;7266;675;158559;446,736445904
21;166500;75658;6750;685366;3104;67698;694;7266;694;158540;407,106333971
22;166500;75658;6750;685366;3104;67717;675;7266;675;158559;449,483936071
23;166500;75658;6750;685366;3104;67728;664;7266;664;158570;406,504308224
24;166500;75658;6750;685366;3104;67718;674;7266;674;158560;365,301389933
25;166500;75658;6750;685366;3104;67686;706;7266;706;158528;444,781015873
26;166500;75658;6750;685366;3104;67688;704;7266;704;158530;368,496654987
27;166500;75658;6750;685366;3104;67712;680;7266;680;158554;525,845767975
28;166500;75658;6750;685366;3104;67742;650;7266;650;158584;445,813966036
29;166500;75658;6750;685366;3104;67731;661;7266;661;158573;525,156590939
