nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;1780;;;569,57
;;;;;;;;;94;;;99,92
0;307200;105501;9375;1051546;3657;101446;1691;2364;1691;0,55%;303145;483,543826103
1;307200;105501;9375;1051546;3657;101231;1906;2364;1906;0,63%;302930;530,146105051
2;307200;105501;9375;1051546;3657;101286;1851;2364;1851;0,61%;302985;434,245539904
3;307200;105501;9375;1051546;3657;101206;1931;2364;1931;0,63%;302905;579,433600903
4;307200;105501;9375;1051546;3657;101322;1815;2364;1815;0,60%;303021;478,842294931
5;307200;105501;9375;1051546;3657;101310;1827;2364;1827;0,60%;303009;481,99096489
6;307200;105501;9375;1051546;3657;101530;1607;2364;1607;0,53%;303229;578,653068066
7;307200;105501;9375;1051546;3657;101346;1791;2364;1791;0,59%;303045;432,526695967
8;307200;105501;9375;1051546;3657;101541;1596;2364;1596;0,52%;303240;617,688082933
9;307200;105501;9375;1051546;3657;101342;1795;2364;1795;0,59%;303041;480,602689981
10;307200;105501;9375;1051546;3657;101358;1779;2364;1779;0,58%;303057;480,222294092
11;307200;105501;9375;1051546;3657;101338;1799;2364;1799;0,59%;303037;475,773408175
12;307200;105501;9375;1051546;3657;101253;1884;2364;1884;0,62%;302952;427,472523212
13;307200;105501;9375;1051546;3657;101212;1925;2364;1925;0,63%;302911;475,031728029
14;307200;105501;9375;1051546;3657;101323;1814;2364;1814;0,60%;303022;475,432290077
15;307200;105501;9375;1051546;3657;101403;1734;2364;1734;0,57%;303102;540,129459143
16;307200;105501;9375;1051546;3657;101248;1889;2364;1889;0,62%;302947;555,130995035
17;307200;105501;9375;1051546;3657;101442;1695;2364;1695;0,56%;303141;673,274168015
18;307200;105501;9375;1051546;3657;101310;1827;2364;1827;0,60%;303009;728,873336077
19;307200;105501;9375;1051546;3657;101262;1875;2364;1875;0,62%;302961;728,732897997
20;307200;105501;9375;1051546;3657;101477;1660;2364;1660;0,54%;303176;591,066159964
21;307200;105501;9375;1051546;3657;101374;1763;2364;1763;0,58%;303073;615,113728046
22;307200;105501;9375;1051546;3657;101384;1753;2364;1753;0,58%;303083;589,280708075
23;307200;105501;9375;1051546;3657;101373;1764;2364;1764;0,58%;303072;588,392711163
24;307200;105501;9375;1051546;3657;101253;1884;2364;1884;0,62%;302952;564,162582159
25;307200;105501;9375;1051546;3657;101510;1627;2364;1627;0,53%;303209;711,030575991
26;307200;105501;9375;1051546;3657;101346;1791;2364;1791;0,59%;303045;608,481905937
27;307200;105501;9375;1051546;3657;101438;1699;2364;1699;0,56%;303137;677,413697004
28;307200;105501;9375;1051546;3657;101487;1650;2364;1650;0,54%;303186;785,958670855
29;307200;105501;9375;1051546;3657;101368;1769;2364;1769;0,58%;303067;698,354642868
;;;;;;;;;;0,58%;;
;;;;;;;;;;0,03%;;
