nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;144036;1315;142721;37913;544;37369;187500;5551;1859;1,02%;180090;27,9785189629;872,196135998;900,174654961
1;144036;1354;142682;37913;605;37308;187500;5551;1959;1,08%;179990;28,6433551311;890,236670971;918,880026102
2;144036;1558;142478;37913;556;37357;187500;5551;2114;1,16%;179835;28,711384058;1143,4853549;1172,19673896
3;144036;1436;142600;37913;533;37380;187500;5551;1969;1,08%;179980;40,5105819702;1183,70842195;1224,21900392
4;144036;1370;142666;37913;548;37365;187500;5551;1918;1,05%;180031;29,2064361572;909,554023981;938,760460138
5;144036;1395;142641;37913;592;37321;187500;5551;1987;1,09%;179962;29,6140699387;901,897252083;931,511322021
6;144036;1566;142470;37913;524;37389;187500;5551;2090;1,15%;179859;30,0960891247;1136,57696581;1166,67305493
7;144036;1515;142521;37913;597;37316;187500;5551;2112;1,16%;179837;29,7259550095;904,505797863;934,231752872
8;144036;1471;142565;37913;541;37372;187500;5551;2012;1,11%;179937;29,5863342285;1122,65927887;1152,2456131
9;144036;1498;142538;37913;534;37379;187500;5551;2032;1,12%;179917;28,8653559685;899,764198065;928,629554033
10;144036;1495;142541;37913;512;37401;187500;5551;2007;1,10%;179942;29,4764430523;1113,3708539;1142,84729695
11;144036;1326;142710;37913;537;37376;187500;5551;1863;1,02%;180086;29,3453540802;907,266749859;936,612103939
12;144036;1375;142661;37913;608;37305;187500;5551;1983;1,09%;179966;30,0978829861;904,552488089;934,650371075
13;144036;1518;142518;37913;483;37430;187500;5551;2001;1,10%;179948;29,5816662312;1125,8069098;1155,38857603
14;144036;1510;142526;37913;499;37414;187500;5551;2009;1,10%;179940;29,8455779552;1116,82181501;1146,66739297
15;144036;1521;142515;37913;539;37374;187500;5551;2060;1,13%;179889;29,6407999992;1112,03094792;1141,67174792
16;144036;1505;142531;37913;502;37411;187500;5551;2007;1,10%;179942;29,2201211452;1117,87243891;1147,09256005
17;144036;1519;142517;37913;536;37377;187500;5551;2055;1,13%;179894;29,1805150509;1116,57967997;1145,76019502
18;144036;1436;142600;37913;573;37340;187500;5551;2009;1,10%;179940;29,4363851547;890,456828833;919,893213987
19;144036;1336;142700;37913;510;37403;187500;5551;1846;1,01%;180103;30,0806770325;1114,99312091;1145,07379794
20;144036;1338;142698;37913;578;37335;187500;5551;1916;1,05%;180033;29,5161280632;894,851137877;924,36726594
21;144036;1453;142583;37913;523;37390;187500;5551;1976;1,09%;179973;29,6300899982;885,097767115;914,727857113
22;144036;1428;142608;37913;452;37461;187500;5551;1880;1,03%;180069;29,4498589039;884,125716209;913,575575113
23;144036;1570;142466;37913;558;37355;187500;5551;2128;1,17%;179821;28,2368478775;1102,94632506;1131,18317294
24;144036;1387;142649;37913;587;37326;187500;5551;1974;1,08%;179975;28,5828368664;879,509906054;908,09274292
25;144036;1469;142567;37913;534;37379;187500;5551;2003;1,10%;179946;28,2525000572;878,901465893;907,15396595
26;144036;1437;142599;37913;526;37387;187500;5551;1963;1,08%;179986;28,7255299091;1098,43767095;1127,16320086
27;144036;1351;142685;37913;554;37359;187500;5551;1905;1,05%;180044;28,9129090309;891,332171917;920,245080948
28;144036;1378;142658;37913;609;37304;187500;5551;1987;1,09%;179962;28,2667598724;877,233652115;905,500411987
29;144036;1257;142779;37913;517;37396;187500;5551;1774;0,97%;180175;27,9173460007;986,465695143;1014,38304114
;;;;;;;;;1980;1,09%;;;;1024,99
;;;;;;;;;84;0,05%;;;;117,11
