nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;250583;5500;245083;18248;160;18088;270000;1169;5660;2,11%;263171;100,042889833;1368,81501102;1468,85790086
1;250583;4849;245734;18248;125;18123;270000;1169;4974;1,85%;263857;100,610121012;1144,01874614;1244,62886715
2;250583;4992;245591;18248;180;18068;270000;1169;5172;1,92%;263659;99,7189090252;1149,84492016;1249,56382918
3;250583;5277;245306;18248;144;18104;270000;1169;5421;2,02%;263410;100,578938961;1387,94894099;1488,52787995
4;250583;5037;245546;18248;190;18058;270000;1169;5227;1,94%;263604;101,306962013;1149,2507391;1250,55770111
5;250583;5100;245483;18248;215;18033;270000;1169;5315;1,98%;263516;100,733994961;1379,534307;1480,26830196
6;250583;5350;245233;18248;137;18111;270000;1169;5487;2,04%;263344;102,118537903;1373,53780413;1475,65634203
7;250583;5532;245051;18248;124;18124;270000;1169;5656;2,10%;263175;101,484945059;1143,49024796;1244,97519302
8;250583;5401;245182;18248;134;18114;270000;1169;5535;2,06%;263296;99,6737110615;1352,61919594;1452,292907
9;250583;5021;245562;18248;159;18089;270000;1169;5180;1,93%;263651;98,9406480789;1138,78575683;1237,72640491
10;250583;5355;245228;18248;165;18083;270000;1169;5520;2,05%;263311;101,181250811;1365,77395511;1466,95520592
11;250583;4968;245615;18248;233;18015;270000;1169;5201;1,93%;263630;97,934319973;1255,19790006;1353,13222003
12;250583;5383;245200;18248;179;18069;270000;1169;5562;2,07%;263269;98,7833361626;1139,44605398;1238,22939014
13;250583;5216;245367;18248;147;18101;270000;1169;5363;1,99%;263468;96,6970820427;1363,80832601;1460,50540805
14;250583;5009;245574;18248;162;18086;270000;1169;5171;1,92%;263660;100,506309032;1134,12677908;1234,63308811
15;250583;5509;245074;18248;154;18094;270000;1169;5663;2,11%;263168;98,6643679142;1144,34413815;1243,00850606
16;250583;5447;245136;18248;146;18102;270000;1169;5593;2,08%;263238;100,025478125;1356,53543591;1456,56091404
17;250583;5573;245010;18248;189;18059;270000;1169;5762;2,14%;263069;99,7385618687;1353,54956198;1453,28812385
18;250583;5049;245534;18248;146;18102;270000;1169;5195;1,93%;263636;98,5720090866;1132,94585896;1231,51786804
19;250583;5204;245379;18248;157;18091;270000;1169;5361;1,99%;263470;98,4071760178;1291,33248091;1389,73965693
20;250583;5294;245289;18248;167;18081;270000;1169;5461;2,03%;263370;95,7222239971;1082,81251788;1178,53474188
21;250583;5247;245336;18248;201;18047;270000;1169;5448;2,03%;263383;95,0208008289;1295,56720304;1390,58800387
22;250583;5683;244900;18248;197;18051;270000;1169;5880;2,19%;262951;96,2457020283;1301,41379309;1397,65949512
23;250583;5409;245174;18248;156;18092;270000;1169;5565;2,07%;263266;96,0260560513;1315,22677302;1411,25282907
24;250583;5041;245542;18248;141;18107;270000;1169;5182;1,93%;263649;96,6796658039;1506,97396111;1603,65362692
25;250583;5169;245414;18248;131;18117;270000;1169;5300;1,97%;263531;116,445180893;1553,25883007;1669,70401096
26;250583;5588;244995;18248;112;18136;270000;1169;5700;2,12%;263131;116,295314789;1538,02240109;1654,31771588
27;250583;5352;245231;18248;139;18109;270000;1169;5491;2,04%;263340;113,008094072;1544,83615184;1657,84424591
28;250583;5107;245476;18248;208;18040;270000;1169;5315;1,98%;263516;115,799400091;1575,380656;1691,1800561
29;250583;5400;245183;18248;131;18117;270000;1169;5531;2,06%;263300;115,261547804;1563,2907691;1678,5523169
;;;;;;;;;5430;2,02%;;;;1415,13
;;;;;;;;;213;0,08%;;;;157,58
