nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;647;;;274,05
;;;;;;;;;3;;;34,66
0;187500;60993;5400;587195;2623;58117;646;2230;646;0,35%;184624;269,516003847
1;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;266,793040037
2;187500;60993;5400;587195;2623;58117;646;2230;646;0,35%;184624;267,781604052
3;187500;60993;5400;587195;2623;58114;649;2230;649;0,35%;184621;269,772450924
4;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;269,450967073
5;187500;60993;5400;587195;2623;58121;642;2230;642;0,35%;184628;268,685309887
6;187500;60993;5400;587195;2623;58113;650;2230;650;0,35%;184620;269,888909101
7;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;270,25872612
8;187500;60993;5400;587195;2623;58118;645;2230;645;0,35%;184625;269,388984919
9;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;269,165176868
10;187500;60993;5400;587195;2623;58119;644;2230;644;0,35%;184626;268,777649879
11;187500;60993;5400;587195;2623;58118;645;2230;645;0,35%;184625;268,712571144
12;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;266,128220797
13;187500;60993;5400;587195;2623;58114;649;2230;649;0,35%;184621;268,382874966
14;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;266,304849863
15;187500;60993;5400;587195;2623;58109;654;2230;654;0,35%;184616;265,014909029
16;187500;60993;5400;587195;2623;58114;649;2230;649;0,35%;184621;457,084717035
17;187500;60993;5400;587195;2623;58113;650;2230;650;0,35%;184620;266,281615973
18;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;266,621908903
19;187500;60993;5400;587195;2623;58120;643;2230;643;0,35%;184627;267,812322855
20;187500;60993;5400;587195;2623;58114;649;2230;649;0,35%;184621;268,307154894
21;187500;60993;5400;587195;2623;58123;640;2230;640;0,35%;184630;265,122432947
22;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;265,973788977
23;187500;60993;5400;587195;2623;58118;645;2230;645;0,35%;184625;277,216794968
24;187500;60993;5400;587195;2623;58119;644;2230;644;0,35%;184626;265,939127922
25;187500;60993;5400;587195;2623;58114;649;2230;649;0,35%;184621;264,179945946
26;187500;60993;5400;587195;2623;58117;646;2230;646;0,35%;184624;266,273443937
27;187500;60993;5400;587195;2623;58116;647;2230;647;0,35%;184623;264,984530926
28;187500;60993;5400;587195;2623;58117;646;2230;646;0,35%;184624;268,250500917
29;187500;60993;5400;587195;2623;58120;643;2230;643;0,35%;184627;263,407892942
;;;;;;;;;;0,35%;;
;;;;;;;;;;0,00%;;
