nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;1331;;;451,96
;;;;;;;;;53;;;79,36
0;187500;68200;6138;602270;2634;61556;1328;5316;1328;0,73%;180856;423,909779072
1;187500;68200;6138;602270;2634;61570;1314;5316;1314;0,72%;180870;392,357006073
2;187500;68200;6138;602270;2634;61507;1377;5316;1377;0,76%;180807;384,930563927
3;187500;68200;6138;602270;2634;61597;1287;5316;1287;0,71%;180897;536,577779055
4;187500;68200;6138;602270;2634;61498;1386;5316;1386;0,76%;180798;392,449096918
5;187500;68200;6138;602270;2634;61604;1280;5316;1280;0,70%;180904;397,770072937
6;187500;68200;6138;602270;2634;61621;1263;5316;1263;0,69%;180921;553,899446964
7;187500;68200;6138;602270;2634;61522;1362;5316;1362;0,75%;180822;404,180077791
8;187500;68200;6138;602270;2634;61593;1291;5316;1291;0,71%;180893;674,588824987
9;187500;68200;6138;602270;2634;61544;1340;5316;1340;0,74%;180844;404,328689098
10;187500;68200;6138;602270;2634;61448;1436;5316;1436;0,79%;180748;435,011466026
11;187500;68200;6138;602270;2634;61525;1359;5316;1359;0,75%;180825;533,352010012
12;187500;68200;6138;602270;2634;61635;1249;5316;1249;0,69%;180935;566,122868061
13;187500;68200;6138;602270;2634;61629;1255;5316;1255;0,69%;180929;377,260436058
14;187500;68200;6138;602270;2634;61585;1299;5316;1299;0,71%;180885;407,05598402
15;187500;68200;6138;602270;2634;61501;1383;5316;1383;0,76%;180801;549,948362112
16;187500;68200;6138;602270;2634;61432;1452;5316;1452;0,80%;180732;443,21193409
17;187500;68200;6138;602270;2634;61537;1347;5316;1347;0,74%;180837;534,960983992
18;187500;68200;6138;602270;2634;61596;1288;5316;1288;0,71%;180896;378,942655087
19;187500;68200;6138;602270;2634;61490;1394;5316;1394;0,77%;180790;351,702663898
20;187500;68200;6138;602270;2634;61605;1279;5316;1279;0,70%;180905;506,670464039
21;187500;68200;6138;602270;2634;61563;1321;5316;1321;0,73%;180863;447,86255908
22;187500;68200;6138;602270;2634;61525;1359;5316;1359;0,75%;180825;446,188634157
23;187500;68200;6138;602270;2634;61521;1363;5316;1363;0,75%;180821;506,999012947
24;187500;68200;6138;602270;2634;61593;1291;5316;1291;0,71%;180893;411,309494019
25;187500;68200;6138;602270;2634;61484;1400;5316;1400;0,77%;180784;318,675987005
26;187500;68200;6138;602270;2634;61595;1289;5316;1289;0,71%;180895;381,012609005
27;187500;68200;6138;602270;2634;61613;1271;5316;1271;0,70%;180913;480,282792091
28;187500;68200;6138;602270;2634;61540;1344;5316;1344;0,74%;180840;409,894367933
29;187500;68200;6138;602270;2634;61557;1327;5316;1327;0,73%;180857;507,45368886
;;;;;;;;;;0,73%;;
;;;;;;;;;;0,03%;;
