nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;442;;;247,57
;;;;;;;;;4;;;40,4
0;143000;29524;2592;256479;1564;27564;445;1515;445;0,31%;141040;230,58673501
1;143000;29524;2592;256479;1564;27564;445;1515;445;0,31%;141040;290,172743082
2;143000;29524;2592;256479;1564;27574;435;1515;435;0,31%;141050;229,251630068
3;143000;29524;2592;256479;1564;27572;437;1515;437;0,31%;141048;226,915325165
4;143000;29524;2592;256479;1564;27574;435;1515;435;0,31%;141050;226,12357688
5;143000;29524;2592;256479;1564;27566;443;1515;443;0,31%;141042;416,711983919
6;143000;29524;2592;256479;1564;27563;446;1515;446;0,32%;141039;228,499392986
7;143000;29524;2592;256479;1564;27574;435;1515;435;0,31%;141050;226,819828033
8;143000;29524;2592;256479;1564;27571;438;1515;438;0,31%;141047;231,943482876
9;143000;29524;2592;256479;1564;27564;445;1515;445;0,31%;141040;226,091874838
10;143000;29524;2592;256479;1564;27576;433;1515;433;0,31%;141052;226,567779064
11;143000;29524;2592;256479;1564;27566;443;1515;443;0,31%;141042;228,418689966
12;143000;29524;2592;256479;1564;27564;445;1515;445;0,31%;141040;238,792438984
13;143000;29524;2592;256479;1564;27568;441;1515;441;0,31%;141044;229,221644878
14;143000;29524;2592;256479;1564;27563;446;1515;446;0,32%;141039;244,519208193
15;143000;29524;2592;256479;1564;27563;446;1515;446;0,32%;141039;247,493827105
16;143000;29524;2592;256479;1564;27565;444;1515;444;0,31%;141041;303,323521852
17;143000;29524;2592;256479;1564;27568;441;1515;441;0,31%;141044;248,416499138
18;143000;29524;2592;256479;1564;27563;446;1515;446;0,32%;141039;231,096534967
19;143000;29524;2592;256479;1564;27565;444;1515;444;0,31%;141041;266,601999998
20;143000;29524;2592;256479;1564;27578;431;1515;431;0,30%;141054;226,594933987
21;143000;29524;2592;256479;1564;27569;440;1515;440;0,31%;141045;230,894629002
22;143000;29524;2592;256479;1564;27565;444;1515;444;0,31%;141041;293,283365965
23;143000;29524;2592;256479;1564;27567;442;1515;442;0,31%;141043;225,023831844
24;143000;29524;2592;256479;1564;27561;448;1515;448;0,32%;141037;229,024353027
25;143000;29524;2592;256479;1564;27563;446;1515;446;0,32%;141039;309,582654953
26;143000;29524;2592;256479;1564;27568;441;1515;441;0,31%;141044;226,067483902
27;143000;29524;2592;256479;1564;27568;441;1515;441;0,31%;141044;230,666408062
28;143000;29524;2592;256479;1564;27567;442;1515;442;0,31%;141043;228,919994831
29;143000;29524;2592;256479;1564;27569;440;1515;440;0,31%;141045;229,593692064
;;;;;;;;;;0,31%;;
;;;;;;;;;;0,00%;;
