nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;92512;8241;929373;2574;89584;1530;1398;1530;151473;518,319173098
1;154401;92512;8241;929373;2574;89544;1570;1398;1570;151433;444,134827137
2;154401;92512;8241;929373;2574;89448;1666;1398;1666;151337;363,90072298
3;154401;92512;8241;929373;2574;89699;1415;1398;1415;151588;531,976529121
4;154401;92512;8241;929373;2574;89528;1586;1398;1586;151417;352,229092121
5;154401;92512;8241;929373;2574;89550;1564;1398;1564;151439;421,902858973
6;154401;92512;8241;929373;2574;89446;1668;1398;1668;151335;423,06774807
7;154401;92512;8241;929373;2574;89418;1696;1398;1696;151307;368,22636199
8;154401;92512;8241;929373;2574;89651;1463;1398;1463;151540;421,653585911
9;154401;92512;8241;929373;2574;89588;1526;1398;1526;151477;495,014497995
10;154401;92512;8241;929373;2574;89538;1576;1398;1576;151427;393,801390171
11;154401;92512;8241;929373;2574;89595;1519;1398;1519;151484;359,444194794
12;154401;92512;8241;929373;2574;89425;1689;1398;1689;151314;424,601653099
13;154401;92512;8241;929373;2574;89521;1593;1398;1593;151410;386,181128979
14;154401;92512;8241;929373;2574;89497;1617;1398;1617;151386;351,117961884
15;154401;92512;8241;929373;2574;89557;1557;1398;1557;151446;462,764609814
16;154401;92512;8241;929373;2574;89486;1628;1398;1628;151375;344,419512987
17;154401;92512;8241;929373;2574;89517;1597;1398;1597;151406;317,864052057
18;154401;92512;8241;929373;2574;89458;1656;1398;1656;151347;318,692218065
19;154401;92512;8241;929373;2574;89637;1477;1398;1477;151526;344,27964592
20;154401;92512;8241;929373;2574;89490;1624;1398;1624;151379;318,762104988
21;154401;92512;8241;929373;2574;89457;1657;1398;1657;151346;317,103419065
22;154401;92512;8241;929373;2574;89538;1576;1398;1576;151427;318,804391146
23;154401;92512;8241;929373;2574;89563;1551;1398;1551;151452;316,617307901
24;154401;92512;8241;929373;2574;89467;1647;1398;1647;151356;320,276627064
25;154401;92512;8241;929373;2574;89494;1620;1398;1620;151383;317,193316936
26;154401;92512;8241;929373;2574;89551;1563;1398;1563;151440;317,102551937
27;154401;92512;8241;929373;2574;89838;1276;1398;1276;151727;573,289424896
28;154401;92512;8241;929373;2574;89596;1518;1398;1518;151485;317,432948828
29;154401;92512;8241;929373;2574;89528;1586;1398;1586;151417;318,416768074
