nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;559;;;383,97
;;;;;;;;;24;;;67,35
0;187500;43524;3850;381775;1633;41348;371;1812;523;0,28%;185165;410,736320019
1;187500;43524;3850;381775;1633;41311;408;1812;560;0,30%;185128;434,458073854
2;187500;43524;3850;381775;1633;41276;443;1812;595;0,32%;185093;350,681223869
3;187500;43524;3850;381775;1633;41306;413;1812;565;0,30%;185123;292,874269962
4;187500;43524;3850;381775;1633;41316;403;1812;555;0,30%;185133;493,733893156
5;187500;43524;3850;381775;1633;41311;408;1812;560;0,30%;185128;435,815924168
6;187500;43524;3850;381775;1633;41351;368;1812;520;0,28%;185168;416,95848608
7;187500;43524;3850;381775;1633;41304;415;1812;567;0,31%;185121;325,913187981
8;187500;43524;3850;381775;1633;41318;401;1812;553;0,30%;185135;365,60395503
9;187500;43524;3850;381775;1633;41324;395;1812;547;0,29%;185141;327,253264904
10;187500;43524;3850;381775;1633;41317;402;1812;554;0,30%;185134;343,934298038
11;187500;43524;3850;381775;1633;41291;428;1812;580;0,31%;185108;424,612245083
12;187500;43524;3850;381775;1633;41332;387;1812;539;0,29%;185149;427,141377926
13;187500;43524;3850;381775;1633;41328;391;1812;543;0,29%;185145;334,245706081
14;187500;43524;3850;381775;1633;41296;423;1812;575;0,31%;185113;378,485080004
15;187500;43524;3850;381775;1633;41317;402;1812;554;0,30%;185134;580,681557894
16;187500;43524;3850;381775;1633;41295;424;1812;576;0,31%;185112;422,741275072
17;187500;43524;3850;381775;1633;41267;452;1812;604;0,33%;185084;323,045923948
18;187500;43524;3850;381775;1633;41323;396;1812;548;0,30%;185140;340,880795002
19;187500;43524;3850;381775;1633;41297;422;1812;574;0,31%;185114;342,849112034
20;187500;43524;3850;381775;1633;41291;428;1812;580;0,31%;185108;438,20184207
21;187500;43524;3850;381775;1633;41312;407;1812;559;0,30%;185129;345,34671402
22;187500;43524;3850;381775;1633;41314;405;1812;557;0,30%;185131;403,751194
23;187500;43524;3850;381775;1633;41323;396;1812;548;0,30%;185140;496,605870962
24;187500;43524;3850;381775;1633;41285;434;1812;586;0,32%;185102;293,97734499
25;187500;43524;3850;381775;1633;41357;362;1812;514;0,28%;185174;316,496967793
26;187500;43524;3850;381775;1633;41347;372;1812;524;0,28%;185164;429,657987118
27;187500;43524;3850;381775;1633;41321;398;1812;550;0,30%;185138;372,063970089
28;187500;43524;3850;381775;1633;41258;461;1812;613;0,33%;185075;295,855777025
29;187500;43524;3850;381775;1633;41315;404;1812;556;0,30%;185132;354,371124983
;;;;;;;;;;0,30%;;
;;;;;;;;;;0,01%;;
