nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;147960;3475;144485;32560;439;32121;187500;6980;3914;2,17%;176606;21,2191009521;856,52375412;877,742855072
1;147960;3840;144120;32560;365;32195;187500;6980;4205;2,33%;176315;21,1786010265;857,813844204;878,99244523
2;147960;3757;144203;32560;371;32189;187500;6980;4128;2,29%;176392;21,063986063;945,807555914;966,871541977
3;147960;3689;144271;32560;403;32157;187500;6980;4092;2,27%;176428;21,9733121395;865,353109837;887,326421976
4;147960;3680;144280;32560;404;32156;187500;6980;4084;2,26%;176436;21,2194550037;781,389182806;802,60863781
5;147960;3625;144335;32560;417;32143;187500;6980;4042;2,24%;176478;20,9121279716;778,620481014;799,532608986
6;147960;3533;144427;32560;354;32206;187500;6980;3887;2,15%;176633;22,6399550438;913,037395;935,677350044
7;147960;3460;144500;32560;360;32200;187500;6980;3820;2,12%;176700;22,9254980087;816,302664042;839,22816205
8;147960;3616;144344;32560;387;32173;187500;6980;4003;2,22%;176517;22,0083048344;970,280353069;992,288657904
9;147960;3526;144434;32560;480;32080;187500;6980;4006;2,22%;176514;21,6928989887;787,402703047;809,095602036
10;147960;3256;144704;32560;444;32116;187500;6980;3700;2,05%;176820;21,4629199505;774,242712975;795,705632925
11;147960;3584;144376;32560;379;32181;187500;6980;3963;2,20%;176557;21,3931829929;821,624933004;843,018115997
12;147960;3593;144367;32560;415;32145;187500;6980;4008;2,22%;176512;22,8026990891;842,402273893;865,204972982
13;147960;3607;144353;32560;439;32121;187500;6980;4046;2,24%;176474;23,8823599815;1096,93680716;1120,81916714
14;147960;3653;144307;32560;420;32140;187500;6980;4073;2,26%;176447;22,9333181381;819,988253832;842,92157197
15;147960;3693;144267;32560;424;32136;187500;6980;4117;2,28%;176403;22,1668438911;880,560336113;902,727180004
16;147960;3695;144265;32560;344;32216;187500;6980;4039;2,24%;176481;23,6102969646;1061,55724311;1085,16754007
17;147960;3721;144239;32560;352;32208;187500;6980;4073;2,26%;176447;24,2273690701;916,074777842;940,302146912
18;147960;3775;144185;32560;519;32041;187500;6980;4294;2,38%;176226;20,1104710102;823,714494944;843,824965954
19;147960;3446;144514;32560;432;32128;187500;6980;3878;2,15%;176642;20,3156960011;746,339214087;766,654910088
20;147960;3582;144378;32560;340;32220;187500;6980;3922;2,17%;176598;20,2507169247;756,49968791;776,750404835
21;147960;3548;144412;32560;380;32180;187500;6980;3928;2,18%;176592;20,6428592205;840,019827843;860,662687063
22;147960;3946;144014;32560;382;32178;187500;6980;4328;2,40%;176192;21,1665358543;768,817329168;789,983865023
23;147960;3650;144310;32560;435;32125;187500;6980;4085;2,26%;176435;21,1909730434;766,628025055;787,818998098
24;147960;3833;144127;32560;385;32175;187500;6980;4218;2,34%;176302;20,9519917965;936,153828144;957,105819941
25;147960;3594;144366;32560;416;32144;187500;6980;4010;2,22%;176510;21,1281540394;853,347301006;874,475455046
26;147960;3790;144170;32560;380;32180;187500;6980;4170;2,31%;176350;21,082226038;845,479311943;866,561537981
27;147960;3502;144458;32560;388;32172;187500;6980;3890;2,15%;176630;21,0394389629;771,27372694;792,313165903
28;147960;3721;144239;32560;430;32130;187500;6980;4151;2,30%;176369;17,8701839447;800,295186043;818,165369987
29;147960;3599;144361;32560;409;32151;187500;6980;4008;2,22%;176512;17,9478700161;656,711364985;674,659235001
;;;;;;;;;4036;2,24%;;;;866,47
;;;;;;;;;137;0,08%;;;;93,39
