nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;772;;;617,33
;;;;;;;;;58;;;82,4
0;307200;164980;14715;1689370;4645;162785;652;1543;652;0,21%;305005;706,620609045
1;307200;164980;14715;1689370;4645;162598;839;1543;839;0,27%;304818;509,259011984
2;307200;164980;14715;1689370;4645;162738;699;1543;699;0,23%;304958;637,639292955
3;307200;164980;14715;1689370;4645;162637;800;1543;800;0,26%;304857;699,696452856
4;307200;164980;14715;1689370;4645;162644;793;1543;793;0,26%;304864;634,939452171
5;307200;164980;14715;1689370;4645;162691;746;1543;746;0,24%;304911;692,611785173
6;307200;164980;14715;1689370;4645;162625;812;1543;812;0,27%;304845;510,086902857
7;307200;164980;14715;1689370;4645;162677;760;1543;760;0,25%;304897;636,956439018
8;307200;164980;14715;1689370;4645;162655;782;1543;782;0,26%;304875;696,181622028
9;307200;164980;14715;1689370;4645;162605;832;1543;832;0,27%;304825;507,162497997
10;307200;164980;14715;1689370;4645;162652;785;1543;785;0,26%;304872;635,530011892
11;307200;164980;14715;1689370;4645;162769;668;1543;668;0,22%;304989;692,559020042
12;307200;164980;14715;1689370;4645;162659;778;1543;778;0,25%;304879;640,315696001
13;307200;164980;14715;1689370;4645;162770;667;1543;667;0,22%;304990;693,781654835
14;307200;164980;14715;1689370;4645;162608;829;1543;829;0,27%;304828;506,810557127
15;307200;164980;14715;1689370;4645;162610;827;1543;827;0,27%;304830;507,330465794
16;307200;164980;14715;1689370;4645;162741;696;1543;696;0,23%;304961;690,188822985
17;307200;164980;14715;1689370;4645;162645;792;1543;792;0,26%;304865;509,971334934
18;307200;164980;14715;1689370;4645;162648;789;1543;789;0,26%;304868;687,28335309
19;307200;164980;14715;1689370;4645;162650;787;1543;787;0,26%;304870;627,007129192
20;307200;164980;14715;1689370;4645;162648;789;1543;789;0,26%;304868;631,634160995
21;307200;164980;14715;1689370;4645;162656;781;1543;781;0,26%;304876;687,99117589
22;307200;164980;14715;1689370;4645;162693;744;1543;744;0,24%;304913;689,521957874
23;307200;164980;14715;1689370;4645;162682;755;1543;755;0,25%;304902;689,540655851
24;307200;164980;14715;1689370;4645;162719;718;1543;718;0,23%;304939;688,975841999
25;307200;164980;14715;1689370;4645;162747;690;1543;690;0,23%;304967;686,797818899
26;307200;164980;14715;1689370;4645;162596;841;1543;841;0,28%;304816;502,625888109
27;307200;164980;14715;1689370;4645;162585;852;1543;852;0,28%;304805;503,86638999
28;307200;164980;14715;1689370;4645;162564;873;1543;873;0,29%;304784;503,313169003
29;307200;164980;14715;1689370;4645;162668;769;1543;769;0,25%;304888;513,701639175
;;;;;;;;;;0,25%;;
;;;;;;;;;;0,02%;;
