nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;954;;;478,45
;;;;;;;;;12;;;62,25
0;187500;85824;7654;847992;3514;77893;969;6980;984;0,55%;179536;639,117972136
1;187500;85824;7654;847992;3514;77932;930;6980;945;0,52%;179575;430,354206085
2;187500;85824;7654;847992;3514;77925;937;6980;952;0,53%;179568;426,204128027
3;187500;85824;7654;847992;3514;77922;940;6980;955;0,53%;179565;423,515197039
4;187500;85824;7654;847992;3514;77927;935;6980;950;0,53%;179570;583,552630186
5;187500;85824;7654;847992;3514;77913;949;6980;964;0,53%;179556;528,181748152
6;187500;85824;7654;847992;3514;77924;938;6980;953;0,53%;179567;480,376949072
7;187500;85824;7654;847992;3514;77931;931;6980;946;0,52%;179574;483,61992383
8;187500;85824;7654;847992;3514;77920;942;6980;957;0,53%;179563;376,944147825
9;187500;85824;7654;847992;3514;77931;931;6980;946;0,52%;179574;483,116868973
10;187500;85824;7654;847992;3514;77946;916;6980;931;0,52%;179589;536,751775026
11;187500;85824;7654;847992;3514;77925;937;6980;952;0,53%;179568;476,694798946
12;187500;85824;7654;847992;3514;77917;945;6980;960;0,53%;179560;482,060801029
13;187500;85824;7654;847992;3514;77916;946;6980;961;0,53%;179559;481,105132818
14;187500;85824;7654;847992;3514;77958;904;6980;919;0,51%;179601;480,975768089
15;187500;85824;7654;847992;3514;77922;940;6980;955;0,53%;179565;430,171615124
16;187500;85824;7654;847992;3514;77925;937;6980;952;0,53%;179568;426,918923855
17;187500;85824;7654;847992;3514;77911;951;6980;966;0,54%;179554;477,766499043
18;187500;85824;7654;847992;3514;77918;944;6980;959;0,53%;179561;426,552457094
19;187500;85824;7654;847992;3514;77907;955;6980;970;0,54%;179550;432,976226807
20;187500;85824;7654;847992;3514;77940;922;6980;937;0,52%;179583;430,000242233
21;187500;85824;7654;847992;3514;77925;937;6980;952;0,53%;179568;425,50575304
22;187500;85824;7654;847992;3514;77902;960;6980;975;0,54%;179545;637,567576885
23;187500;85824;7654;847992;3514;77920;942;6980;957;0,53%;179563;480,463283062
24;187500;85824;7654;847992;3514;77913;949;6980;964;0,53%;179556;530,062546015
25;187500;85824;7654;847992;3514;77927;935;6980;950;0,53%;179570;529,672404051
26;187500;85824;7654;847992;3514;77919;943;6980;958;0,53%;179562;422,911220074
27;187500;85824;7654;847992;3514;77921;941;6980;956;0,53%;179564;480,578457117
28;187500;85824;7654;847992;3514;77930;932;6980;947;0,52%;179573;482,456709146
29;187500;85824;7654;847992;3514;77926;936;6980;951;0,53%;179569;427,462410927
;;;;;;;;;;0,53%;;
;;;;;;;;;;0,01%;;
