nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;32702;2891;278120;1532;30112;934;1656;934;151811;361,344079018
1;154401;32702;2891;278120;1532;30151;895;1656;895;151850;273,766921997
2;154401;32702;2891;278120;1532;30088;958;1656;958;151787;271,542058945
3;154401;32702;2891;278120;1532;30167;879;1656;879;151866;395,987447023
4;154401;32702;2891;278120;1532;30142;904;1656;904;151841;396,43101716
5;154401;32702;2891;278120;1532;30154;892;1656;892;151853;363,851727009
6;154401;32702;2891;278120;1532;30079;967;1656;967;151778;329,792167902
7;154401;32702;2891;278120;1532;30011;1035;1656;1035;151710;253,260950804
8;154401;32702;2891;278120;1532;30080;966;1656;966;151779;291,406539917
9;154401;32702;2891;278120;1532;30139;907;1656;907;151838;492,714745998
10;154401;32702;2891;278120;1532;30168;878;1656;878;151867;288,751361847
11;154401;32702;2891;278120;1532;30187;859;1656;859;151886;346,462892056
12;154401;32702;2891;278120;1532;30146;900;1656;900;151845;427,20708704
13;154401;32702;2891;278120;1532;30177;869;1656;869;151876;398,776048899
14;154401;32702;2891;278120;1532;30189;857;1656;857;151888;537,641526937
15;154401;32702;2891;278120;1532;29991;1055;1656;1055;151690;330,85236311
16;154401;32702;2891;278120;1532;30082;964;1656;964;151781;254,60294199
17;154401;32702;2891;278120;1532;30169;877;1656;877;151868;398,105314016
18;154401;32702;2891;278120;1532;30087;959;1656;959;151786;252,582015038
19;154401;32702;2891;278120;1532;30185;861;1656;861;151884;362,557029963
20;154401;32702;2891;278120;1532;30189;857;1656;857;151888;415,031513929
21;154401;32702;2891;278120;1532;30163;883;1656;883;151862;309,765954971
22;154401;32702;2891;278120;1532;30148;898;1656;898;151847;271,903013945
23;154401;32702;2891;278120;1532;30134;912;1656;912;151833;377,837246895
24;154401;32702;2891;278120;1532;30175;871;1656;871;151874;364,863231897
25;154401;32702;2891;278120;1532;30139;907;1656;907;151838;271,836338997
26;154401;32702;2891;278120;1532;30139;907;1656;907;151838;590,766988039
27;154401;32702;2891;278120;1532;30126;920;1656;920;151825;415,838658094
28;154401;32702;2891;278120;1532;30106;940;1656;940;151805;273,184154987
29;154401;32702;2891;278120;1532;30133;913;1656;913;151832;366,073403835
