nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;190562;2711;187851;15792;108;15684;209500;3146;2819;1,37%;203535;23,7920930386;923,55487299;947,346966028
1;190562;2935;187627;15792;98;15694;209500;3146;3033;1,47%;203321;25,3479139805;848,940856934;874,288770914
2;190562;2731;187831;15792;112;15680;209500;3146;2843;1,38%;203511;25,7947700024;935,795685053;961,590455055
3;190562;2838;187724;15792;113;15679;209500;3146;2951;1,43%;203403;25,4259178638;934,535180092;959,961097956
4;190562;2903;187659;15792;86;15706;209500;3146;2989;1,45%;203365;25,4728820324;855,674984932;881,147866964
5;190562;2612;187950;15792;119;15673;209500;3146;2731;1,32%;203623;25,8114888668;938,654802084;964,466290951
6;190562;2802;187760;15792;105;15687;209500;3146;2907;1,41%;203447;25,7557380199;936,202325821;961,958063841
7;190562;2635;187927;15792;150;15642;209500;3146;2785;1,35%;203569;28,1338860989;938,62074399;966,754630089
8;190562;2747;187815;15792;112;15680;209500;3146;2859;1,39%;203495;25,6417360306;1017,45728898;1043,09902501
9;190562;2801;187761;15792;101;15691;209500;3146;2902;1,41%;203452;25,4830000401;936,98330307;962,46630311
10;190562;3072;187490;15792;147;15645;209500;3146;3219;1,56%;203135;25,2072708607;928,877744198;954,085015059
11;190562;2466;188096;15792;103;15689;209500;3146;2569;1,24%;203785;25,2089779377;940,612430096;965,821408033
12;190562;2873;187689;15792;132;15660;209500;3146;3005;1,46%;203349;25,5986030102;935,519366026;961,117969036
13;190562;2733;187829;15792;99;15693;209500;3146;2832;1,37%;203522;25,6246590614;939,245068073;964,869727135
14;190562;2698;187864;15792;81;15711;209500;3146;2779;1,35%;203575;25,7185549736;934,828958988;960,547513962
15;190562;2820;187742;15792;109;15683;209500;3146;2929;1,42%;203425;25,3890228271;938,103953123;963,49297595
16;190562;2973;187589;15792;124;15668;209500;3146;3097;1,50%;203257;25,5204839706;974,238409042;999,758893013
17;190562;2873;187689;15792;123;15669;209500;3146;2996;1,45%;203358;33,9184410572;1088,29828286;1122,21672392
18;190562;2780;187782;15792;119;15673;209500;3146;2899;1,40%;203455;32,0859100819;962,332342863;994,418252945
19;190562;2866;187696;15792;106;15686;209500;3146;2972;1,44%;203382;27,3766069412;1221,50408411;1248,88069105
20;190562;3026;187536;15792;93;15699;209500;3146;3119;1,51%;203235;29,5495159626;1072,86010814;1102,4096241
21;190562;3143;187419;15792;89;15703;209500;3146;3232;1,57%;203122;26,0927510262;952,601680994;978,69443202
22;190562;2988;187574;15792;126;15666;209500;3146;3114;1,51%;203240;25,4344408512;937,832985163;963,267426014
23;190562;3171;187391;15792;101;15691;209500;3146;3272;1,59%;203082;25,5865931511;937,913838863;963,500432014
24;190562;2846;187716;15792;163;15629;209500;3146;3009;1,46%;203345;25,5919919014;941,611006021;967,202997923
25;190562;2859;187703;15792;101;15691;209500;3146;2960;1,43%;203394;25,5208590031;939,075025082;964,595884085
26;190562;2671;187891;15792;108;15684;209500;3146;2779;1,35%;203575;25,2412991524;769,096610069;794,337909222
27;190562;2848;187714;15792;99;15693;209500;3146;2947;1,43%;203407;25,5520801544;852,262974977;877,815055132
28;190562;2655;187907;15792;129;15663;209500;3146;2784;1,35%;203570;25,056563139;765,766995907;790,823559046
29;190562;2958;187604;15792;106;15686;209500;3146;3064;1,48%;203290;25,478910923;1019,92537498;1045,40428591
;;;;;;;;;2947;1,43%;;;;970,21
;;;;;;;;;158;0,08%;;;;87,31
