nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;230;;;128,21
;;;;;;;;;4;;;8,75
0;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;122,558591127
1;187500;7957;672;45981;488;6929;227;801;227;0,12%;186472;123,256788969
2;187500;7957;672;45981;488;6928;228;801;228;0,12%;186471;122,059985876
3;187500;7957;672;45981;488;6931;225;801;225;0,12%;186474;143,176218033
4;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;130,588080883
5;187500;7957;672;45981;488;6928;228;801;228;0,12%;186471;123,230865002
6;187500;7957;672;45981;488;6923;233;801;233;0,12%;186466;123,494729996
7;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;123,572327852
8;187500;7957;672;45981;488;6933;223;801;223;0,12%;186476;141,907230139
9;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;124,717585087
10;187500;7957;672;45981;488;6925;231;801;231;0,12%;186468;123,580414057
11;187500;7957;672;45981;488;6926;230;801;230;0,12%;186469;127,352822065
12;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;123,233102083
13;187500;7957;672;45981;488;6927;229;801;229;0,12%;186470;127,985681057
14;187500;7957;672;45981;488;6933;223;801;223;0,12%;186476;162,648430109
15;187500;7957;672;45981;488;6923;233;801;233;0,12%;186466;123,926713943
16;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;128,414313078
17;187500;7957;672;45981;488;6928;228;801;228;0,12%;186471;125,110271931
18;187500;7957;672;45981;488;6933;223;801;223;0,12%;186476;124,413775921
19;187500;7957;672;45981;488;6925;231;801;231;0,12%;186468;123,677258968
20;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;141,006911039
21;187500;7957;672;45981;488;6924;232;801;232;0,12%;186467;129,345718145
22;187500;7957;672;45981;488;6931;225;801;225;0,12%;186474;125,204618216
23;187500;7957;672;45981;488;6923;233;801;233;0,12%;186466;124,57326293
24;187500;7957;672;45981;488;6933;223;801;223;0,12%;186476;123,871867895
25;187500;7957;672;45981;488;6923;233;801;233;0,12%;186466;136,19007802
26;187500;7957;672;45981;488;6925;231;801;231;0,12%;186468;124,346575975
27;187500;7957;672;45981;488;6922;234;801;234;0,13%;186465;124,015759945
28;187500;7957;672;45981;488;6928;228;801;228;0,12%;186471;124,751533985
29;187500;7957;672;45981;488;6930;226;801;226;0,12%;186473;124,113154888
;;;;;;;;;;0,12%;;
;;;;;;;;;;0,00%;;
