nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;63664;5665;624396;2586;61141;1238;1288;1238;151875;493,327159166
1;154401;63664;5665;624396;2586;61129;1250;1288;1250;151863;331,867801905
2;154401;63664;5665;624396;2586;61081;1298;1288;1298;151815;386,160290003
3;154401;63664;5665;624396;2586;61089;1290;1288;1290;151823;303,439123869
4;154401;63664;5665;624396;2586;61072;1307;1288;1307;151806;414,452931166
5;154401;63664;5665;624396;2586;61072;1307;1288;1307;151806;307,248656988
6;154401;63664;5665;624396;2586;61072;1307;1288;1307;151806;439,358243942
7;154401;63664;5665;624396;2586;61140;1239;1288;1239;151874;551,872519016
8;154401;63664;5665;624396;2586;61065;1314;1288;1314;151799;465,341207027
9;154401;63664;5665;624396;2586;61141;1238;1288;1238;151875;470,94138217
10;154401;63664;5665;624396;2586;61020;1359;1288;1359;151754;276,833890915
11;154401;63664;5665;624396;2586;61055;1324;1288;1324;151789;277,782026052
12;154401;63664;5665;624396;2586;61150;1229;1288;1229;151884;388,848814011
13;154401;63664;5665;624396;2586;61160;1219;1288;1219;151894;445,214667082
14;154401;63664;5665;624396;2586;61163;1216;1288;1216;151897;526,883255959
15;154401;63664;5665;624396;2586;61064;1315;1288;1315;151798;359,482677937
16;154401;63664;5665;624396;2586;61076;1303;1288;1303;151810;334,034816027
17;154401;63664;5665;624396;2586;61054;1325;1288;1325;151788;361,958907843
18;154401;63664;5665;624396;2586;61059;1320;1288;1320;151793;354,446228981
19;154401;63664;5665;624396;2586;61045;1334;1288;1334;151779;371,88044405
20;154401;63664;5665;624396;2586;61145;1234;1288;1234;151879;417,564481974
21;154401;63664;5665;624396;2586;61074;1305;1288;1305;151808;333,685301065
22;154401;63664;5665;624396;2586;61077;1302;1288;1302;151811;336,304244995
23;154401;63664;5665;624396;2586;61016;1363;1288;1363;151750;281,001857042
24;154401;63664;5665;624396;2586;61137;1242;1288;1242;151871;395,550204992
25;154401;63664;5665;624396;2586;61167;1212;1288;1212;151901;450,062536001
26;154401;63664;5665;624396;2586;61176;1203;1288;1203;151910;420,237900972
27;154401;63664;5665;624396;2586;61095;1284;1288;1284;151829;365,195672989
28;154401;63664;5665;624396;2586;61094;1285;1288;1285;151828;392,043571949
29;154401;63664;5665;624396;2586;61042;1337;1288;1337;151776;420,283246994
