nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;130755;11162;119593;17119;1216;15903;152640;4766;12378;8,37%;135496;19,99644804;1466,14203811;1486,13848615
1;130755;9564;121191;17119;1283;15836;152640;4766;10847;7,34%;137027;21,0682959557;1076,22020912;1097,28850508
2;130755;10231;120524;17119;1287;15832;152640;4766;11518;7,79%;136356;19,416260004;1198,69379902;1218,11005902
3;130755;9734;121021;17119;1274;15845;152640;4766;11008;7,44%;136866;19,6042191982;1566,05586982;1585,66008902
4;130755;9998;120757;17119;1270;15849;152640;4766;11268;7,62%;136606;20,4573509693;1498,74070787;1519,19805884
5;130755;10611;120144;17119;1232;15887;152640;4766;11843;8,01%;136031;18,7143220901;1295,46135283;1314,17567492
6;130755;11132;119623;17119;1177;15942;152640;4766;12309;8,32%;135565;18,5086040497;1373,54100895;1392,049613
7;130755;10176;120579;17119;1066;16053;152640;4766;11242;7,60%;136632;18,6035778522;1201,01799607;1219,62157393
8;130755;10492;120263;17119;1213;15906;152640;4766;11705;7,92%;136169;18,2693190575;1291,05141187;1309,32073092
9;130755;10430;120325;17119;1081;16038;152640;4766;11511;7,78%;136363;18,5223679543;1526,5649581;1545,08732605
10;130755;9681;121074;17119;988;16131;152640;4766;10669;7,21%;137205;19,4459478855;1275,91727114;1295,36321902
11;130755;11913;118842;17119;892;16227;152640;4766;12805;8,66%;135069;18,5306010246;1360,65310597;1379,183707
12;130755;10190;120565;17119;1219;15900;152640;4766;11409;7,72%;136465;20,3152849674;1277,88358998;1298,19887495
13;130755;10115;120640;17119;1213;15906;152640;4766;11328;7,66%;136546;18,6058220863;1356,82593393;1375,43175602
14;130755;8991;121764;17119;1276;15843;152640;4766;10267;6,94%;137607;20,8805878162;1180,92860818;1201,809196
15;130755;9837;120918;17119;1311;15808;152640;4766;11148;7,54%;136726;18,1540009975;1416,3949151;1434,5489161
16;130755;10238;120517;17119;1115;16004;152640;4766;11353;7,68%;136521;20,7322700024;1208,79674292;1229,52901292
17;130755;11067;119688;17119;1034;16085;152640;4766;12101;8,18%;135773;18,6590328217;1733,64614415;1752,30517697
18;130755;9922;120833;17119;1312;15807;152640;4766;11234;7,60%;136640;20,7747821808;1062,91959095;1083,69437313
19;130755;10825;119930;17119;1060;16059;152640;4766;11885;8,04%;135989;19,0960149765;1426,17810917;1445,27412415
20;130755;10458;120297;17119;999;16120;152640;4766;11457;7,75%;136417;19,001761198;1401,98607993;1420,98784113
21;130755;10456;120299;17119;1081;16038;152640;4766;11537;7,80%;136337;21,4012448788;1152,76932311;1174,17056799
22;130755;10622;120133;17119;1041;16078;152640;4766;11663;7,89%;136211;18,9814431667;1304,71473384;1323,69617701
23;130755;9631;121124;17119;1199;15920;152640;4766;10830;7,32%;137044;18,8212618828;1246,92114902;1265,7424109
24;130755;10389;120366;17119;1124;15995;152640;4766;11513;7,79%;136361;19,2399590015;1265,05007315;1284,29003215
25;130755;10719;120036;17119;974;16145;152640;4766;11693;7,91%;136181;20,5347940922;1299,78118801;1320,3159821
26;130755;10333;120422;17119;874;16245;152640;4766;11207;7,58%;136667;20,3648998737;1424,23508501;1444,59998488
27;130755;10748;120007;17119;1051;16068;152640;4766;11799;7,98%;136075;22,3617229462;1576,32611203;1598,68783498
28;130755;10332;120423;17119;1126;15993;152640;4766;11458;7,75%;136416;23,8904578686;1562,551898;1586,44235587
29;130755;10480;120275;17119;1027;16092;152640;4766;11507;7,78%;136367;20,5677011013;1354,96084189;1375,528543
;;;;;;;;;11483;7,77%;;;;1365,88
;;;;;;;;;516;0,35%;;;;155,93
