nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;140160;12576;1418336;6524;135778;2173;2211;2181;150009;465,51749897
1;154401;140160;12576;1418336;6524;135692;2259;2211;2267;149923;465,645213842
2;154401;140160;12576;1418336;6524;135739;2212;2211;2220;149970;464,872008801
3;154401;140160;12576;1418336;6524;135732;2219;2211;2227;149963;464,589343071
4;154401;140160;12576;1418336;6524;135717;2234;2211;2242;149948;467,043555975
5;154401;140160;12576;1418336;6524;135731;2220;2211;2228;149962;468,726243973
6;154401;140160;12576;1418336;6524;135694;2257;2211;2265;149925;465,859241962
7;154401;140160;12576;1418336;6524;135779;2172;2211;2180;150010;470,29083395
8;154401;140160;12576;1418336;6524;135707;2244;2211;2252;149938;470,305462122
9;154401;140160;12576;1418336;6524;135705;2246;2211;2254;149936;467,069292068
10;154401;140160;12576;1418336;6524;135688;2263;2211;2271;149919;467,188071012
11;154401;140160;12576;1418336;6524;135729;2222;2211;2230;149960;471,93979907
12;154401;140160;12576;1418336;6524;135712;2239;2211;2247;149943;467,798956871
13;154401;140160;12576;1418336;6524;135699;2252;2211;2260;149930;469,131469965
14;154401;140160;12576;1418336;6524;135680;2271;2211;2279;149911;470,21817112
15;154401;140160;12576;1418336;6524;135756;2195;2211;2203;149987;571,657325029
16;154401;140160;12576;1418336;6524;135680;2271;2211;2279;149911;470,871987104
17;154401;140160;12576;1418336;6524;135743;2208;2211;2216;149974;468,088467121
18;154401;140160;12576;1418336;6524;135782;2169;2211;2177;150013;472,951407909
19;154401;140160;12576;1418336;6524;135696;2255;2211;2263;149927;471,751646996
20;154401;140160;12576;1418336;6524;135707;2244;2211;2252;149938;471,365226984
21;154401;140160;12576;1418336;6524;135710;2241;2211;2249;149941;473,483846903
22;154401;140160;12576;1418336;6524;135733;2218;2211;2226;149964;472,77193284
23;154401;140160;12576;1418336;6524;135666;2285;2211;2293;149897;471,461127043
24;154401;140160;12576;1418336;6524;135706;2245;2211;2253;149937;470,566044092
25;154401;140160;12576;1418336;6524;135729;2222;2211;2230;149960;469,919489145
26;154401;140160;12576;1418336;6524;135731;2220;2211;2228;149962;470,535713196
27;154401;140160;12576;1418336;6524;135719;2232;2211;2240;149950;472,251336098
28;154401;140160;12576;1418336;6524;135705;2246;2211;2254;149936;468,599406004
29;154401;140160;12576;1418336;6524;135719;2232;2211;2240;149950;467,684607029
