nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;320;;;203,37
;;;;;;;;;4;;;41,95
0;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;228,54252696
1;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;238,173423052
2;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;180,103269815
3;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;282,375934124
4;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;268,705065966
5;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;289,937304974
6;137500;12862;1120;103383;596;11797;323;742;323;0,24%;136435;179,073297024
7;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;179,287101984
8;137500;12862;1120;103383;596;11803;317;742;317;0,23%;136441;181,330348969
9;137500;12862;1120;103383;596;11801;319;742;319;0,23%;136439;178,888003111
10;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;179,463696957
11;137500;12862;1120;103383;596;11796;324;742;324;0,24%;136434;176,326834917
12;137500;12862;1120;103383;596;11794;326;742;326;0,24%;136432;177,450925112
13;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;179,258913994
14;137500;12862;1120;103383;596;11796;324;742;324;0,24%;136434;178,715548038
15;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;193,131736994
16;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;178,071254015
17;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;325,440856934
18;137500;12862;1120;103383;596;11800;320;742;320;0,23%;136438;177,882963896
19;137500;12862;1120;103383;596;11786;334;742;334;0,24%;136424;178,370258093
20;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;176,662046909
21;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;176,100207806
22;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;243,369389057
23;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;253,978075027
24;137500;12862;1120;103383;596;11800;320;742;320;0,23%;136438;180,344555855
25;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;198,692596912
26;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;182,433763981
27;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;180,422639132
28;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;181,615280151
29;137500;12862;1120;103383;596;11802;318;742;318;0,23%;136440;176,900672197
;;;;;;;;;;0,23%;;
;;;;;;;;;;0,00%;;
