nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;548;;;308,55
;;;;;;;;;5;;;61,3
0;166500;49419;4386;443841;2091;45135;551;3888;551;0,34%;162061;396,916374922
1;166500;49419;4386;443841;2091;45133;553;3888;553;0,34%;162059;421,535459995
2;166500;49419;4386;443841;2091;45142;544;3888;544;0,33%;162068;346,674602985
3;166500;49419;4386;443841;2091;45150;536;3888;536;0,33%;162076;345,70913291
4;166500;49419;4386;443841;2091;45147;539;3888;539;0,33%;162073;372,510730982
5;166500;49419;4386;443841;2091;45147;539;3888;539;0,33%;162073;251,407971144
6;166500;49419;4386;443841;2091;45131;555;3888;555;0,34%;162057;249,418483019
7;166500;49419;4386;443841;2091;45133;553;3888;553;0,34%;162059;346,268157959
8;166500;49419;4386;443841;2091;45137;549;3888;549;0,34%;162063;374,704776049
9;166500;49419;4386;443841;2091;45141;545;3888;545;0,34%;162067;348,880733967
10;166500;49419;4386;443841;2091;45135;551;3888;551;0,34%;162061;251,873432875
11;166500;49419;4386;443841;2091;45134;552;3888;552;0,34%;162060;249,593597889
12;166500;49419;4386;443841;2091;45135;551;3888;551;0,34%;162061;300,023964882
13;166500;49419;4386;443841;2091;45148;538;3888;538;0,33%;162074;248,826421022
14;166500;49419;4386;443841;2091;45138;548;3888;548;0,34%;162064;250,347502947
15;166500;49419;4386;443841;2091;45132;554;3888;554;0,34%;162058;300,313097
16;166500;49419;4386;443841;2091;45149;537;3888;537;0,33%;162075;422,665101051
17;166500;49419;4386;443841;2091;45139;547;3888;547;0,34%;162065;251,629118919
18;166500;49419;4386;443841;2091;45135;551;3888;551;0,34%;162061;394,873604059
19;166500;49419;4386;443841;2091;45143;543;3888;543;0,33%;162069;350,243835926
20;166500;49419;4386;443841;2091;45136;550;3888;550;0,34%;162062;251,52541399
21;166500;49419;4386;443841;2091;45141;545;3888;545;0,34%;162067;250,94905591
22;166500;49419;4386;443841;2091;45133;553;3888;553;0,34%;162059;260,421027899
23;166500;49419;4386;443841;2091;45137;549;3888;549;0,34%;162063;249,757206917
24;166500;49419;4386;443841;2091;45133;553;3888;553;0,34%;162059;298,943798065
25;166500;49419;4386;443841;2091;45139;547;3888;547;0,34%;162065;251,530471087
26;166500;49419;4386;443841;2091;45139;547;3888;547;0,34%;162065;274,138964176
27;166500;49419;4386;443841;2091;45137;549;3888;549;0,34%;162063;300,381774902
28;166500;49419;4386;443841;2091;45135;551;3888;551;0,34%;162061;248,961471081
29;166500;49419;4386;443841;2091;45134;552;3888;552;0,34%;162060;395,456478834
;;;;;;;;;;0,34%;;
;;;;;;;;;;0,00%;;
