nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;125271;7989;117282;57663;432;57231;187500;4566;8421;4,60%;174513;21,3057208061;1171,30376101;1192,60948181
1;125271;8466;116805;57663;331;57332;187500;4566;8797;4,81%;174137;21,6243300438;1267,39601994;1289,02034998
2;125271;8333;116938;57663;352;57311;187500;4566;8685;4,75%;174249;21,1673958302;1061,59486413;1082,76225996
3;125271;8106;117165;57663;494;57169;187500;4566;8600;4,70%;174334;21,1902909279;1157,59456015;1178,78485107
4;125271;8154;117117;57663;400;57263;187500;4566;8554;4,68%;174380;21,3171749115;965,449754953;986,766929865
5;125271;7924;117347;57663;546;57117;187500;4566;8470;4,63%;174464;20,9019050598;1210,62504697;1231,52695203
6;125271;7821;117450;57663;502;57161;187500;4566;8323;4,55%;174611;21,4197769165;967,299369097;988,719146013
7;125271;8505;116766;57663;363;57300;187500;4566;8868;4,85%;174066;21,3026399612;1245,67844987;1266,98108983
8;125271;8225;117046;57663;476;57187;187500;4566;8701;4,76%;174233;21,0143780708;1159,11970687;1180,13408494
9;125271;7952;117319;57663;440;57223;187500;4566;8392;4,59%;174542;21,4837288857;1064,41756415;1085,90129304
10;125271;8082;117189;57663;474;57189;187500;4566;8556;4,68%;174378;20,9237020016;1059,83421206;1080,75791407
11;125271;7937;117334;57663;567;57096;187500;4566;8504;4,65%;174430;21,6623408794;1159,91570306;1181,57804394
12;125271;8170;117101;57663;419;57244;187500;4566;8589;4,70%;174345;21,3434569836;1159,0347631;1180,37822008
13;125271;7955;117316;57663;395;57268;187500;4566;8350;4,56%;174584;21,5777308941;1157,39777613;1178,97550702
14;125271;8122;117149;57663;464;57199;187500;4566;8586;4,69%;174348;21,039028883;965,286443949;986,325472832
15;125271;7980;117291;57663;488;57175;187500;4566;8468;4,63%;174466;21,0234811306;1162,00795293;1183,03143406
16;125271;8231;117040;57663;487;57176;187500;4566;8718;4,77%;174216;21,2549889088;1110,26216698;1131,51715589
17;125271;8357;116914;57663;518;57145;187500;4566;8875;4,85%;174059;18,2039899826;909,725407124;927,929397106
18;125271;8043;117228;57663;364;57299;187500;4566;8407;4,60%;174527;18,4485330582;906,306546926;924,755079985
19;125271;8102;117169;57663;453;57210;187500;4566;8555;4,68%;174379;18,1314928532;1167,84106898;1185,97256184
20;125271;8174;117097;57663;476;57187;187500;4566;8650;4,73%;174284;26,3584599495;1517,84747601;1544,20593596
21;125271;8007;117264;57663;433;57230;187500;4566;8440;4,61%;174494;27,6503899097;1670,18860102;1697,83899093
22;125271;7968;117303;57663;429;57234;187500;4566;8397;4,59%;174537;26,8725779057;1258,6777451;1285,55032301
23;125271;7976;117295;57663;469;57194;187500;4566;8445;4,62%;174489;21,4052948952;977,33259201;998,737886906
24;125271;8118;117153;57663;480;57183;187500;4566;8598;4,70%;174336;21,8175599575;1081,23088408;1103,04844403
25;125271;7964;117307;57663;406;57257;187500;4566;8370;4,58%;174564;21,7286541462;1167,24798703;1188,97664118
26;125271;7845;117426;57663;532;57131;187500;4566;8377;4,58%;174557;21,6545181274;1062,80837798;1084,46289611
27;125271;8216;117055;57663;447;57216;187500;4566;8663;4,74%;174271;21,5884840488;1159,50767088;1181,09615493
28;125271;8023;117248;57663;497;57166;187500;4566;8520;4,66%;174414;21,4407789707;1265,98789191;1287,42867088
29;125271;8374;116897;57663;457;57206;187500;4566;8831;4,83%;174103;22,2260220051;1170,88349319;1193,10951519
;;;;;;;;;8557;4,68%;;;;1166,96
;;;;;;;;;158;0,09%;;;;161,83
