nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;58240;5208;486052;2263;55306;887;2047;887;151467;318,594347
1;154401;58240;5208;486052;2263;55320;873;2047;873;151481;269,292868137
2;154401;58240;5208;486052;2263;55321;872;2047;872;151482;428,140227079
3;154401;58240;5208;486052;2263;55235;958;2047;958;151396;450,027849913
4;154401;58240;5208;486052;2263;55324;869;2047;869;151485;372,928457975
5;154401;58240;5208;486052;2263;55278;915;2047;915;151439;402,40852499
6;154401;58240;5208;486052;2263;55313;880;2047;880;151474;397,457010031
7;154401;58240;5208;486052;2263;55320;873;2047;873;151481;343,589453936
8;154401;58240;5208;486052;2263;55265;928;2047;928;151426;320,459067822
9;154401;58240;5208;486052;2263;55313;880;2047;880;151474;295,559906006
10;154401;58240;5208;486052;2263;55231;962;2047;962;151392;319,387465954
11;154401;58240;5208;486052;2263;55270;923;2047;923;151431;492,366178036
12;154401;58240;5208;486052;2263;55335;858;2047;858;151496;324,233337164
13;154401;58240;5208;486052;2263;55314;879;2047;879;151475;318,978346825
14;154401;58240;5208;486052;2263;55295;898;2047;898;151456;321,87045002
15;154401;58240;5208;486052;2263;55279;914;2047;914;151440;296,304035902
16;154401;58240;5208;486052;2263;55285;908;2047;908;151446;349,476437092
17;154401;58240;5208;486052;2263;55228;965;2047;965;151389;428,475514889
18;154401;58240;5208;486052;2263;55294;899;2047;899;151455;428,132750034
19;154401;58240;5208;486052;2263;55332;861;2047;861;151493;350,06843996
20;154401;58240;5208;486052;2263;55303;890;2047;890;151464;269,228809118
21;154401;58240;5208;486052;2263;55334;859;2047;859;151495;296,163593054
22;154401;58240;5208;486052;2263;55289;904;2047;904;151450;294,595412016
23;154401;58240;5208;486052;2263;55286;907;2047;907;151447;322,034461975
24;154401;58240;5208;486052;2263;55288;905;2047;905;151449;371,116117001
25;154401;58240;5208;486052;2263;55250;943;2047;943;151411;266,366549969
26;154401;58240;5208;486052;2263;55363;830;2047;830;151524;323,603626013
27;154401;58240;5208;486052;2263;55301;892;2047;892;151462;319,802610874
28;154401;58240;5208;486052;2263;55231;962;2047;962;151392;268,973054886
29;154401;58240;5208;486052;2263;55288;905;2047;905;151449;423,816166878
