nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;516;;;342,93
;;;;;;;;;9;;;62,31
0;166500;96607;8547;892879;3664;92035;512;4060;512;0,32%;161928;315,024369001
1;166500;96607;8547;892879;3664;92034;513;4060;513;0,32%;161927;310,528702021
2;166500;96607;8547;892879;3664;92029;518;4060;518;0,32%;161922;313,307929039
3;166500;96607;8547;892879;3664;92023;524;4060;524;0,32%;161916;442,253315926
4;166500;96607;8547;892879;3664;92020;527;4060;527;0,32%;161913;341,40545702
5;166500;96607;8547;892879;3664;92036;511;4060;511;0,31%;161929;388,9910779
6;166500;96607;8547;892879;3664;92022;525;4060;525;0,32%;161915;402,800479889
7;166500;96607;8547;892879;3664;92028;519;4060;519;0,32%;161921;414,691758871
8;166500;96607;8547;892879;3664;92032;515;4060;515;0,32%;161925;562,176260948
9;166500;96607;8547;892879;3664;92025;522;4060;522;0,32%;161918;381,242938995
10;166500;96607;8547;892879;3664;92007;540;4060;540;0,33%;161900;315,032304049
11;166500;96607;8547;892879;3664;92039;508;4060;508;0,31%;161932;317,954313993
12;166500;96607;8547;892879;3664;92041;506;4060;506;0,31%;161934;312,077260017
13;166500;96607;8547;892879;3664;92026;521;4060;521;0,32%;161919;313,091933966
14;166500;96607;8547;892879;3664;92040;507;4060;507;0,31%;161933;309,782331944
15;166500;96607;8547;892879;3664;92029;518;4060;518;0,32%;161922;488,742848158
16;166500;96607;8547;892879;3664;92044;503;4060;503;0,31%;161937;310,970940113
17;166500;96607;8547;892879;3664;92042;505;4060;505;0,31%;161935;315,087317944
18;166500;96607;8547;892879;3664;92035;512;4060;512;0,32%;161928;312,470489979
19;166500;96607;8547;892879;3664;92047;500;4060;500;0,31%;161940;313,961874962
20;166500;96607;8547;892879;3664;92037;510;4060;510;0,31%;161930;312,879199982
21;166500;96607;8547;892879;3664;92035;512;4060;512;0,32%;161928;311,376484871
22;166500;96607;8547;892879;3664;92027;520;4060;520;0,32%;161920;310,385994911
23;166500;96607;8547;892879;3664;92022;525;4060;525;0,32%;161915;309,844034195
24;166500;96607;8547;892879;3664;92030;517;4060;517;0,32%;161923;309,639946938
25;166500;96607;8547;892879;3664;92035;512;4060;512;0,32%;161928;312,956387043
26;166500;96607;8547;892879;3664;92040;507;4060;507;0,31%;161933;310,055793047
27;166500;96607;8547;892879;3664;92027;520;4060;520;0,32%;161920;310,428070068
28;166500;96607;8547;892879;3664;92023;524;4060;524;0,32%;161916;309,024251938
29;166500;96607;8547;892879;3664;92033;514;4060;514;0,32%;161926;309,769987822
;;;;;;;;;;0,32%;;
;;;;;;;;;;0,01%;;
