nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;904;;;409,43
;;;;;;;;;21;;;42,89
0;187500;100738;9000;937371;3784;96596;907;3235;907;0,49%;183358;429,891746044
1;187500;100738;9000;937371;3784;96634;869;3235;869;0,47%;183396;431,373492956
2;187500;100738;9000;937371;3784;96609;894;3235;894;0,49%;183371;432,15119195
3;187500;100738;9000;937371;3784;96583;920;3235;920;0,50%;183345;483,907975912
4;187500;100738;9000;937371;3784;96570;933;3235;933;0,51%;183332;484,696205854
5;187500;100738;9000;937371;3784;96586;917;3235;917;0,50%;183348;433,315127134
6;187500;100738;9000;937371;3784;96557;946;3235;946;0,51%;183319;427,421053886
7;187500;100738;9000;937371;3784;96582;921;3235;921;0,50%;183344;372,911836147
8;187500;100738;9000;937371;3784;96563;940;3235;940;0,51%;183325;429,520037889
9;187500;100738;9000;937371;3784;96615;888;3235;888;0,48%;183377;427,567932844
10;187500;100738;9000;937371;3784;96626;877;3235;877;0,48%;183388;322,935328007
11;187500;100738;9000;937371;3784;96592;911;3235;911;0,49%;183354;430,703245878
12;187500;100738;9000;937371;3784;96587;916;3235;916;0,50%;183349;430,257226229
13;187500;100738;9000;937371;3784;96618;885;3235;885;0,48%;183380;430,766235113
14;187500;100738;9000;937371;3784;96613;890;3235;890;0,48%;183375;376,877500057
15;187500;100738;9000;937371;3784;96599;904;3235;904;0,49%;183361;427,272473097
16;187500;100738;9000;937371;3784;96599;904;3235;904;0,49%;183361;429,182802916
17;187500;100738;9000;937371;3784;96593;910;3235;910;0,49%;183355;428,815838099
18;187500;100738;9000;937371;3784;96606;897;3235;897;0,49%;183368;374,56684494
19;187500;100738;9000;937371;3784;96579;924;3235;924;0,50%;183341;423,963928938
20;187500;100738;9000;937371;3784;96604;899;3235;899;0,49%;183366;330,822446108
21;187500;100738;9000;937371;3784;96593;910;3235;910;0,49%;183355;375,434026957
22;187500;100738;9000;937371;3784;96581;922;3235;922;0,50%;183343;425,836905003
23;187500;100738;9000;937371;3784;96604;899;3235;899;0,49%;183366;374,635847092
24;187500;100738;9000;937371;3784;96591;912;3235;912;0,49%;183353;371,439226151
25;187500;100738;9000;937371;3784;96656;847;3235;847;0,46%;183418;428,253510952
26;187500;100738;9000;937371;3784;96599;904;3235;904;0,49%;183361;477,753280878
27;187500;100738;9000;937371;3784;96612;891;3235;891;0,48%;183374;371,883354902
28;187500;100738;9000;937371;3784;96622;881;3235;881;0,48%;183384;322,310588121
29;187500;100738;9000;937371;3784;96590;913;3235;913;0,50%;183352;376,367424011
;;;;;;;;;;0,49%;;
;;;;;;;;;;0,01%;;
