nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;87822;7811;884217;3888;86635;1187;0;1187;153214;401,673218012
1;154401;87822;7811;884217;3888;86630;1192;0;1192;153209;381,695591927
2;154401;87822;7811;884217;3888;86630;1192;0;1192;153209;382,664186001
3;154401;87822;7811;884217;3888;86640;1182;0;1182;153219;378,821544886
4;154401;87822;7811;884217;3888;86627;1195;0;1195;153206;379,420511007
5;154401;87822;7811;884217;3888;86627;1195;0;1195;153206;377,787616014
6;154401;87822;7811;884217;3888;86618;1204;0;1204;153197;378,69955802
7;154401;87822;7811;884217;3888;86633;1189;0;1189;153212;429,797527075
8;154401;87822;7811;884217;3888;86626;1196;0;1196;153205;375,840080976
9;154401;87822;7811;884217;3888;86633;1189;0;1189;153212;377,007082939
10;154401;87822;7811;884217;3888;86625;1197;0;1197;153204;377,170819998
11;154401;87822;7811;884217;3888;86640;1182;0;1182;153219;378,465190887
12;154401;87822;7811;884217;3888;86632;1190;0;1190;153211;390,724368811
13;154401;87822;7811;884217;3888;86626;1196;0;1196;153205;379,860037088
14;154401;87822;7811;884217;3888;86638;1184;0;1184;153217;379,616935015
15;154401;87822;7811;884217;3888;86644;1178;0;1178;153223;377,142494917
16;154401;87822;7811;884217;3888;86625;1197;0;1197;153204;375,767840147
17;154401;87822;7811;884217;3888;86631;1191;0;1191;153210;377,615622044
18;154401;87822;7811;884217;3888;86628;1194;0;1194;153207;372,202347994
19;154401;87822;7811;884217;3888;86636;1186;0;1186;153215;374,379964113
20;154401;87822;7811;884217;3888;86637;1185;0;1185;153216;372,22589016
21;154401;87822;7811;884217;3888;86628;1194;0;1194;153207;375,520678997
22;154401;87822;7811;884217;3888;86641;1181;0;1181;153220;374,544735909
23;154401;87822;7811;884217;3888;86635;1187;0;1187;153214;376,041145802
24;154401;87822;7811;884217;3888;86626;1196;0;1196;153205;376,12161994
25;154401;87822;7811;884217;3888;86639;1183;0;1183;153218;376,222564936
26;154401;87822;7811;884217;3888;86646;1176;0;1176;153225;376,110697985
27;154401;87822;7811;884217;3888;86633;1189;0;1189;153212;376,249377966
28;154401;87822;7811;884217;3888;86624;1198;0;1198;153203;375,488855124
29;154401;87822;7811;884217;3888;86636;1186;0;1186;153215;375,152652025
