nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;178303;6239;172064;8397;105;8292;187500;800;6344;3,40%;180356;21,6265251637;893,921805859;915,548331022
1;178303;5458;172845;8397;152;8245;187500;800;5610;3,00%;181090;21,5779659748;784,722541094;806,300507069
2;178303;4811;173492;8397;125;8272;187500;800;4936;2,64%;181764;21,6614439487;839,945327044;861,606770992
3;178303;5879;172424;8397;121;8276;187500;800;6000;3,21%;180700;21,7562940121;944,41522789;966,171521902
4;178303;4442;173861;8397;144;8253;187500;800;4586;2,46%;182114;21,3176219463;726,044248104;747,36187005
5;178303;4938;173365;8397;108;8289;187500;800;5046;2,70%;181654;21,4307610989;838,990572929;860,421334028
6;178303;6004;172299;8397;112;8285;187500;800;6116;3,28%;180584;21,7715029716;1112,37991786;1134,15142083
7;178303;4431;173872;8397;116;8281;187500;800;4547;2,44%;182153;21,5100829601;722,475166082;743,985249043
8;178303;4638;173665;8397;133;8264;187500;800;4771;2,56%;181929;21,2143211365;778,513583899;799,727905035
9;178303;5409;172894;8397;169;8228;187500;800;5578;2,99%;181122;21,3619492054;781,206511974;802,56846118
10;178303;5656;172647;8397;114;8283;187500;800;5770;3,09%;180930;21,6764101982;884,325604916;906,002015114
11;178303;5732;172571;8397;120;8277;187500;800;5852;3,13%;180848;21,2497830391;832,977452993;854,227236032
12;178303;5597;172706;8397;157;8240;187500;800;5754;3,08%;180946;21,6264379025;786,828016043;808,454453945
13;178303;4990;173313;8397;231;8166;187500;800;5221;2,80%;181479;21,3008151054;665,431921959;686,732737064
14;178303;4850;173453;8397;122;8275;187500;800;4972;2,66%;181728;21,2975039482;769,129464865;790,426968813
15;178303;5494;172809;8397;152;8245;187500;800;5646;3,02%;181054;21,2400829792;716,901606083;738,141689062
16;178303;5642;172661;8397;117;8280;187500;800;5759;3,08%;180941;21,3997759819;1042,47021294;1063,86998892
17;178303;5047;173256;8397;152;8245;187500;800;5199;2,78%;181501;21,1717059612;826,587610006;847,759315968
18;178303;5851;172452;8397;129;8268;187500;800;5980;3,20%;180720;21,3356199265;770,333748102;791,669368029
19;178303;5925;172378;8397;114;8283;187500;800;6039;3,23%;180661;21,5119829178;934,923431158;956,435414076
20;178303;5758;172545;8397;138;8259;187500;800;5896;3,16%;180804;21,4495840073;937,502609968;958,952193975
21;178303;5481;172822;8397;104;8293;187500;800;5585;2,99%;181115;21,285643816;879,771859169;901,057502985
22;178303;5870;172433;8397;106;8291;187500;800;5976;3,20%;180724;21,2947430611;989,003005981;1010,29774904
23;178303;5644;172659;8397;112;8285;187500;800;5756;3,08%;180944;21,3202269077;1045,33137798;1066,65160489
24;178303;5930;172373;8397;107;8290;187500;800;6037;3,23%;180663;21,6089670658;1103,5838728;1125,19283986
25;178303;6362;171941;8397;97;8300;187500;800;6459;3,46%;180241;27,6667211056;1313,4747901;1341,1415112
26;178303;5401;172902;8397;166;8231;187500;800;5567;2,98%;181133;26,2597589493;986,543699026;1012,80345798
27;178303;6275;172028;8397;88;8309;187500;800;6363;3,41%;180337;27,651113987;1283,36428499;1311,01539898
28;178303;4721;173582;8397;119;8278;187500;800;4840;2,59%;181860;27,7205569744;958,735161066;986,45571804
29;178303;5655;172648;8397;155;8242;187500;800;5810;3,11%;180890;28,9588890076;1015,73676801;1044,69565701
;;;;;;;;;5601;3,00%;;;;927,99
;;;;;;;;;529;0,28%;;;;161,08
