nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;649;;;411,41
;;;;;;;;;25;;;72,91
0;167000;74636;6664;736513;2995;70821;636;3179;636;0,39%;163185;351,060183048
1;167000;74636;6664;736513;2995;70840;617;3179;617;0,38%;163204;350,687481165
2;167000;74636;6664;736513;2995;70805;652;3179;652;0,40%;163169;468,834021807
3;167000;74636;6664;736513;2995;70765;692;3179;692;0,42%;163129;350,325946093
4;167000;74636;6664;736513;2995;70805;652;3179;652;0,40%;163169;351,866647959
5;167000;74636;6664;736513;2995;70755;702;3179;702;0,43%;163119;349,051760912
6;167000;74636;6664;736513;2995;70824;633;3179;633;0,39%;163188;466,347198009
7;167000;74636;6664;736513;2995;70827;630;3179;630;0,38%;163191;351,726649046
8;167000;74636;6664;736513;2995;70789;668;3179;668;0,41%;163153;465,904933214
9;167000;74636;6664;736513;2995;70846;611;3179;611;0,37%;163210;540,022873878
10;167000;74636;6664;736513;2995;70819;638;3179;638;0,39%;163183;437,000610113
11;167000;74636;6664;736513;2995;70839;618;3179;618;0,38%;163203;510,127440929
12;167000;74636;6664;736513;2995;70797;660;3179;660;0,40%;163161;389,555471897
13;167000;74636;6664;736513;2995;70825;632;3179;632;0,39%;163189;578,428361893
14;167000;74636;6664;736513;2995;70804;653;3179;653;0,40%;163168;332,534528971
15;167000;74636;6664;736513;2995;70798;659;3179;659;0,40%;163162;438,818367004
16;167000;74636;6664;736513;2995;70836;621;3179;621;0,38%;163200;331,845310926
17;167000;74636;6664;736513;2995;70779;678;3179;678;0,41%;163143;330,272552013
18;167000;74636;6664;736513;2995;70769;688;3179;688;0,42%;163133;330,549110889
19;167000;74636;6664;736513;2995;70763;694;3179;694;0,42%;163127;436,309527874
20;167000;74636;6664;736513;2995;70820;637;3179;637;0,39%;163184;514,229187012
21;167000;74636;6664;736513;2995;70786;671;3179;671;0,41%;163150;330,688164949
22;167000;74636;6664;736513;2995;70808;649;3179;649;0,40%;163172;333,578377008
23;167000;74636;6664;736513;2995;70800;657;3179;657;0,40%;163164;327,859483004
24;167000;74636;6664;736513;2995;70818;639;3179;639;0,39%;163182;474,399502993
25;167000;74636;6664;736513;2995;70823;634;3179;634;0,39%;163187;439,548619986
26;167000;74636;6664;736513;2995;70826;631;3179;631;0,39%;163190;441,858427048
27;167000;74636;6664;736513;2995;70845;612;3179;612;0,37%;163209;472,734298944
28;167000;74636;6664;736513;2995;70816;641;3179;641;0,39%;163180;405,307679892
29;167000;74636;6664;736513;2995;70806;651;3179;651;0,40%;163170;440,822091818
;;;;;;;;;;0,40%;;
;;;;;;;;;;0,02%;;
