nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;134993;2336;132657;19408;1421;17987;154401;0;3757;2,43%;150644;18,7096371651;911,285026789;929,994663954
1;134993;2176;132817;19408;1429;17979;154401;0;3605;2,33%;150796;20,0544669628;743,781416178;763,835883141
2;134993;2314;132679;19408;1395;18013;154401;0;3709;2,40%;150692;22,1466741562;995,148351908;1017,29502606
3;134993;2182;132811;19408;1407;18001;154401;0;3589;2,32%;150812;19,981151104;768,989382029;788,970533133
4;134993;2301;132692;19408;1439;17969;154401;0;3740;2,42%;150661;23,1419799328;769,207089901;792,349069834
5;134993;2081;132912;19408;1426;17982;154401;0;3507;2,27%;150894;19,9107439518;765,342412949;785,2531569
6;134993;2376;132617;19408;1296;18112;154401;0;3672;2,38%;150729;22,4462108612;963,406636;985,852846861
7;134993;2151;132842;19408;1384;18024;154401;0;3535;2,29%;150866;20,7222440243;776,018834114;796,741078138
8;134993;2285;132708;19408;1279;18129;154401;0;3564;2,31%;150837;19,5599601269;761,272385836;780,832345963
9;134993;2262;132731;19408;1303;18105;154401;0;3565;2,31%;150836;22,4025688171;774,706405163;797,10897398
10;134993;2134;132859;19408;1301;18107;154401;0;3435;2,22%;150966;19,8646421432;767,227526903;787,092169046
11;134993;2356;132637;19408;1234;18174;154401;0;3590;2,33%;150811;21,0738239288;955,95581913;977,029643059
12;134993;2373;132620;19408;1290;18118;154401;0;3663;2,37%;150738;20,1412539482;772,094010115;792,235264063
13;134993;2195;132798;19408;1288;18120;154401;0;3483;2,26%;150918;19,893884182;775,199733019;795,093617201
14;134993;2336;132657;19408;1432;17976;154401;0;3768;2,44%;150633;23,4515869617;954,673890114;978,125477076
15;134993;2149;132844;19408;1433;17975;154401;0;3582;2,32%;150819;20,005715847;964,581406116;984,587121964
16;134993;2342;132651;19408;1253;18155;154401;0;3595;2,33%;150806;20,1288788319;765,275182009;785,404060841
17;134993;2168;132825;19408;1351;18057;154401;0;3519;2,28%;150882;21,4593679905;763,581283092;785,040651083
18;134993;2235;132758;19408;1310;18098;154401;0;3545;2,30%;150856;20,0104329586;960,387826204;980,398259163
19;134993;2056;132937;19408;1399;18009;154401;0;3455;2,24%;150946;23,0210211277;961,496267796;984,517288923
20;134993;2096;132897;19408;1330;18078;154401;0;3426;2,22%;150975;19,7488918304;762,704746008;782,453637838
21;134993;2295;132698;19408;1354;18054;154401;0;3649;2,36%;150752;21,299916029;766,662747145;787,962663174
22;134993;2334;132659;19408;1300;18108;154401;0;3634;2,35%;150767;19,8012008667;774,985361099;794,786561966
23;134993;2465;132528;19408;1374;18034;154401;0;3839;2,49%;150562;19,9421899319;948,584434986;968,526624918
24;134993;2444;132549;19408;1300;18108;154401;0;3744;2,42%;150657;21,3678209782;955,584294081;976,952115059
25;134993;2276;132717;19408;1301;18107;154401;0;3577;2,32%;150824;19,9816551208;768,202162027;788,183817148
26;134993;2423;132570;19408;1367;18041;154401;0;3790;2,45%;150611;22,9601631165;957,830383062;980,790546179
27;134993;2350;132643;19408;1346;18062;154401;0;3696;2,39%;150705;19,6669280529;957,037657022;976,704585075
28;134993;2259;132734;19408;1445;17963;154401;0;3704;2,40%;150697;21,8998250961;961,251161098;983,150986195
29;134993;2245;132748;19408;1369;18039;154401;0;3614;2,34%;150787;17,5387229919;684,54655695;702,085279942
;;;;;;;;;3618;2,34%;;;;867,65
;;;;;;;;;108;0,07%;;;;100,9
