nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;170164;2374;167790;14469;361;14108;187500;2867;2735;1,48%;181898;26,2240560055;1115,97448897;1142,19854498
1;170164;1798;168366;14469;487;13982;187500;2867;2285;1,24%;182348;26,9535841942;1111,46296287;1138,41654706
2;170164;2427;167737;14469;435;14034;187500;2867;2862;1,55%;181771;26,5836539268;1191,62162304;1218,20527697
3;170164;2094;168070;14469;410;14059;187500;2867;2504;1,36%;182129;26,0505878925;1276,96544909;1303,01603699
4;170164;2235;167929;14469;435;14034;187500;2867;2670;1,45%;181963;26,8120939732;1272,08768201;1298,89977598
5;170164;3009;167155;14469;447;14022;187500;2867;3456;1,87%;181177;27,0201640129;1371,82093287;1398,84109688
6;170164;1880;168284;14469;440;14029;187500;2867;2320;1,26%;182313;27,3407590389;1041,23818898;1068,57894802
7;170164;2346;167818;14469;493;13976;187500;2867;2839;1,54%;181794;28,2366681099;1265,99469399;1294,2313621
8;170164;1887;168277;14469;449;14020;187500;2867;2336;1,27%;182297;26,9426441193;1109,20755291;1136,15019703
9;170164;1934;168230;14469;468;14001;187500;2867;2402;1,30%;182231;23,996696949;836,32861805;860,325314999
10;170164;2314;167850;14469;409;14060;187500;2867;2723;1,47%;181910;21,5781900883;838,922293901;860,50048399
11;170164;2379;167785;14469;443;14026;187500;2867;2822;1,53%;181811;21,1525709629;1023,26038194;1044,4129529
12;170164;2040;168124;14469;403;14066;187500;2867;2443;1,32%;182190;28,0213279724;1141,7165699;1169,73789787
13;170164;2567;167597;14469;447;14022;187500;2867;3014;1,63%;181619;28,5545380116;1203,64693618;1232,20147419
14;170164;2756;167408;14469;450;14019;187500;2867;3206;1,74%;181427;27,91329813;1128,054919;1155,96821713
15;170164;2138;168026;14469;373;14096;187500;2867;2511;1,36%;182122;28,5042829514;1032,83074689;1061,33502984
16;170164;2497;167667;14469;480;13989;187500;2867;2977;1,61%;181656;28,0969400406;1278,07785606;1306,1747961
17;170164;2113;168051;14469;416;14053;187500;2867;2529;1,37%;182104;29,1568009853;1206,35997295;1235,51677394
18;170164;2425;167739;14469;467;14002;187500;2867;2892;1,57%;181741;27,7611479759;1125,45860004;1153,21974802
19;170164;2086;168078;14469;445;14024;187500;2867;2531;1,37%;182102;28,1647760868;1200,55777478;1228,72255087
20;170164;1888;168276;14469;492;13977;187500;2867;2380;1,29%;182253;28,6569199562;1210,62736106;1239,28428102
21;170164;1936;168228;14469;460;14009;187500;2867;2396;1,30%;182237;28,6990120411;1221,5087359;1250,20774794
22;170164;2355;167809;14469;435;14034;187500;2867;2790;1,51%;181843;27,5583040714;1114,62656999;1142,18487406
23;170164;1947;168217;14469;454;14015;187500;2867;2401;1,30%;182232;27,2336728573;1287,28652215;1314,52019501
24;170164;2707;167457;14469;423;14046;187500;2867;3130;1,70%;181503;28,444685936;1293,23377609;1321,67846203
25;170164;2656;167508;14469;407;14062;187500;2867;3063;1,66%;181570;27,8304162025;1382,98912883;1410,81954503
26;170164;2125;168039;14469;425;14044;187500;2867;2550;1,38%;182083;28,1539800167;1056,90348411;1085,05746412
27;170164;2708;167456;14469;330;14139;187500;2867;3038;1,65%;181595;28,3684298992;1060,97805119;1089,34648108
28;170164;2459;167705;14469;461;14008;187500;2867;2920;1,58%;181713;28,7385110855;1139,40560007;1168,14411116
29;170164;1634;168530;14469;526;13943;187500;2867;2160;1,17%;182473;28,857806921;1319,76129508;1348,619102
;;;;;;;;;2696;1,46%;;;;1189,22
;;;;;;;;;318;0,17%;;;;133,39
