nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;187500;130180;11592;1156895;5687;118734;1457;9989;1457;176054;380,256500006
1;187500;130180;11592;1156895;5687;118725;1466;9989;1466;176045;378,184336901
2;187500;130180;11592;1156895;5687;118754;1437;9989;1437;176074;378,474812031
3;187500;130180;11592;1156895;5687;118746;1445;9989;1445;176066;381,80505991
4;187500;130180;11592;1156895;5687;118737;1454;9989;1454;176057;379,351018906
5;187500;130180;11592;1156895;5687;118709;1482;9989;1482;176029;388,174103975
6;187500;130180;11592;1156895;5687;118763;1428;9989;1428;176083;377,741704941
7;187500;130180;11592;1156895;5687;118741;1450;9989;1450;176061;377,013978004
8;187500;130180;11592;1156895;5687;118765;1426;9989;1426;176085;379,269053221
9;187500;130180;11592;1156895;5687;118736;1455;9989;1455;176056;379,579431057
10;187500;130180;11592;1156895;5687;118686;1505;9989;1505;176006;386,131178141
11;187500;130180;11592;1156895;5687;118689;1502;9989;1502;176009;533,070535183
12;187500;130180;11592;1156895;5687;118689;1502;9989;1502;176009;382,99963212
13;187500;130180;11592;1156895;5687;118750;1441;9989;1441;176070;381,128638029
14;187500;130180;11592;1156895;5687;118754;1437;9989;1437;176074;380,499808788
15;187500;130180;11592;1156895;5687;118739;1452;9989;1452;176059;386,10139513
16;187500;130180;11592;1156895;5687;118739;1452;9989;1452;176059;371,668523788
17;187500;130180;11592;1156895;5687;118786;1405;9989;1405;176106;302,514379978
18;187500;130180;11592;1156895;5687;118771;1420;9989;1420;176091;308,063354969
19;187500;130180;11592;1156895;5687;118696;1495;9989;1495;176016;306,667837858
20;187500;130180;11592;1156895;5687;118715;1476;9989;1476;176035;303,944353104
21;187500;130180;11592;1156895;5687;118732;1459;9989;1459;176052;307,987354994
22;187500;130180;11592;1156895;5687;118740;1451;9989;1451;176060;424,566729069
23;187500;130180;11592;1156895;5687;118766;1425;9989;1425;176086;306,563000917
24;187500;130180;11592;1156895;5687;118722;1469;9989;1469;176042;307,789406776
25;187500;130180;11592;1156895;5687;118723;1468;9989;1468;176043;306,718645096
26;187500;130180;11592;1156895;5687;118701;1490;9989;1490;176021;486,59422183
27;187500;130180;11592;1156895;5687;118721;1470;9989;1470;176041;305,307631969
28;187500;130180;11592;1156895;5687;118750;1441;9989;1441;176070;307,721327066
29;187500;130180;11592;1156895;5687;118736;1455;9989;1455;176056;308,120451212
