nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;163923;8321;155602;299648;1325;298323;476000;12429;9646;2,08%;453925;109,599535942;1666,41586304;1776,01539898
1;163923;8081;155842;299648;1742;297906;476000;12429;9823;2,12%;453748;77,5549850464;1487,8485868;1565,40357184
2;163923;6674;157249;299648;2885;296763;476000;12429;9559;2,06%;454012;74,7789440155;1611,08041596;1685,85935998
3;163923;8099;155824;299648;1777;297871;476000;12429;9876;2,13%;453695;74,1464939117;1705,0088191;1779,15531301
4;163923;7940;155983;299648;3101;296547;476000;12429;11041;2,38%;452530;89,5598580837;1598,84221005;1688,40206814
5;163923;6301;157622;299648;2131;297517;476000;12429;8432;1,82%;455139;92,0756080151;1555,48842192;1647,56402993
6;163923;6364;157559;299648;3236;296412;476000;12429;9600;2,07%;453971;76,7671949863;1557,53607106;1634,30326605
7;163923;6294;157629;299648;2292;297356;476000;12429;8586;1,85%;454985;78,1023869514;1587,58071303;1665,68309999
8;163923;7396;156527;299648;1860;297788;476000;12429;9256;2,00%;454315;82,9882760048;1516,448066;1599,436342
9;163923;7455;156468;299648;2752;296896;476000;12429;10207;2,20%;453364;87,9765059948;1695,81320405;1783,78971004
10;163923;7282;156641;299648;1712;297936;476000;12429;8994;1,94%;454577;74,034580946;1576,20704389;1650,24162483
11;163923;7341;156582;299648;2940;296708;476000;12429;10281;2,22%;453290;83,7915010452;1500,76914191;1584,56064296
12;163923;7525;156398;299648;1982;297666;476000;12429;9507;2,05%;454064;77,708107233;1831,63002682;1909,33813405
13;163923;7707;156216;299648;3107;296541;476000;12429;10814;2,33%;452757;111,62085104;1561,77863312;1673,39948416
14;163923;8077;155846;299648;1269;298379;476000;12429;9346;2,02%;454225;91,8015801907;1675,77105594;1767,57263613
15;163923;7117;156806;299648;3037;296611;476000;12429;10154;2,19%;453417;77,7467410564;1494,20056009;1571,94730115
16;163923;7455;156468;299648;1816;297832;476000;12429;9271;2,00%;454300;80,3295929432;1501,67522502;1582,00481796
17;163923;8157;155766;299648;1822;297826;476000;12429;9979;2,15%;453592;80,2585701942;1518,03168583;1598,29025602
18;163923;7916;156007;299648;2199;297449;476000;12429;10115;2,18%;453456;82,26303792;1572,01564312;1654,27868104
19;163923;6073;157850;299648;5050;294598;476000;12429;11123;2,40%;452448;97,6572349072;3293,96986008;3391,62709498
20;163923;7124;156799;299648;3667;295981;476000;12429;10791;2,33%;452780;299,801378012;1671,46934104;1971,27071905
21;163923;6396;157527;299648;2565;297083;476000;12429;8961;1,93%;454610;132,830374002;1705,99748611;1838,82786012
22;163923;6687;157236;299648;4291;295357;476000;12429;10978;2,37%;452593;86,6904170513;1489,12432408;1575,81474113
23;163923;7299;156624;299648;2790;296858;476000;12429;10089;2,18%;453482;78,5538089275;1624,24618006;1702,79998899
24;163923;7883;156040;299648;1409;298239;476000;12429;9292;2,00%;454279;98,7893099785;1622,62796211;1721,41727209
25;163923;7942;155981;299648;1544;298104;476000;12429;9486;2,05%;454085;88,8882808685;1706,99709606;1795,88537693
26;163923;7647;156276;299648;1626;298022;476000;12429;9273;2,00%;454298;84,536108017;1434,54258704;1519,07869506
27;163923;6424;157499;299648;2436;297212;476000;12429;8860;1,91%;454711;81,2036011219;1499,89257693;1581,09617805
28;163923;7664;156259;299648;2357;297291;476000;12429;10021;2,16%;453550;99,9647910595;1984,82655907;2084,79135013
29;163923;8191;155732;299648;2366;297282;476000;12429;10557;2,28%;453014;121,03509903;1907,61275101;2028,64785004
;;;;;;;;;9797;2,11%;;;;1767,62
;;;;;;;;;725;0,16%;;;;337,78
