nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;868;;;321,85
;;;;;;;;;10;;;36,68
0;166500;63960;5694;612904;2427;59659;865;3436;865;0,53%;162199;334,491058111
1;166500;63960;5694;612904;2427;59656;868;3436;868;0,53%;162196;457,859804869
2;166500;63960;5694;612904;2427;59652;872;3436;872;0,53%;162192;307,015089989
3;166500;63960;5694;612904;2427;59655;869;3436;869;0,53%;162195;304,474292994
4;166500;63960;5694;612904;2427;59676;848;3436;848;0,52%;162216;334,521537066
5;166500;63960;5694;612904;2427;59647;877;3436;877;0,54%;162187;307,510277987
6;166500;63960;5694;612904;2427;59655;869;3436;869;0,53%;162195;427,369575024
7;166500;63960;5694;612904;2427;59651;873;3436;873;0,54%;162191;304,296872139
8;166500;63960;5694;612904;2427;59646;878;3436;878;0,54%;162186;302,598976851
9;166500;63960;5694;612904;2427;59660;864;3436;864;0,53%;162200;305,949234962
10;166500;63960;5694;612904;2427;59664;860;3436;860;0,53%;162204;306,523727894
11;166500;63960;5694;612904;2427;59659;865;3436;865;0,53%;162199;305,604590893
12;166500;63960;5694;612904;2427;59658;866;3436;866;0,53%;162198;303,70532012
13;166500;63960;5694;612904;2427;59674;850;3436;850;0,52%;162214;302,39417696
14;166500;63960;5694;612904;2427;59672;852;3436;852;0,52%;162212;362,898371935
15;166500;63960;5694;612904;2427;59646;878;3436;878;0,54%;162186;343,543965101
16;166500;63960;5694;612904;2427;59657;867;3436;867;0,53%;162197;302,627871037
17;166500;63960;5694;612904;2427;59669;855;3436;855;0,52%;162209;302,518198967
18;166500;63960;5694;612904;2427;59640;884;3436;884;0,54%;162180;332,526144028
19;166500;63960;5694;612904;2427;59666;858;3436;858;0,53%;162206;304,251232147
20;166500;63960;5694;612904;2427;59657;867;3436;867;0,53%;162197;305,370154858
21;166500;63960;5694;612904;2427;59655;869;3436;869;0,53%;162195;305,101750851
22;166500;63960;5694;612904;2427;59649;875;3436;875;0,54%;162189;301,530595064
23;166500;63960;5694;612904;2427;59652;872;3436;872;0,53%;162192;303,00642395
24;166500;63960;5694;612904;2427;59645;879;3436;879;0,54%;162185;332,991780043
25;166500;63960;5694;612904;2427;59648;876;3436;876;0,54%;162188;305,07078886
26;166500;63960;5694;612904;2427;59651;873;3436;873;0,54%;162191;302,855499983
27;166500;63960;5694;612904;2427;59658;866;3436;866;0,53%;162198;305,255466938
28;166500;63960;5694;612904;2427;59660;864;3436;864;0,53%;162200;305,002408028
29;166500;63960;5694;612904;2427;59635;889;3436;889;0,55%;162175;336,669577837
;;;;;;;;;;0,53%;;
;;;;;;;;;;0,01%;;
