nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;419;;;449,69
;;;;;;;;;15;;;65,13
0;187500;74793;6624;705953;3023;70992;395;3406;395;0,21%;183699;488,934288979
1;187500;74793;6624;705953;3023;70989;398;3406;398;0,22%;183696;355,248548985
2;187500;74793;6624;705953;3023;70965;422;3406;422;0,23%;183672;447,415426016
3;187500;74793;6624;705953;3023;70989;398;3406;398;0,22%;183696;492,531934977
4;187500;74793;6624;705953;3023;70950;437;3406;437;0,24%;183657;359,011343002
5;187500;74793;6624;705953;3023;70984;403;3406;403;0,22%;183691;537,249028921
6;187500;74793;6624;705953;3023;70943;444;3406;444;0,24%;183650;494,636694908
7;187500;74793;6624;705953;3023;70968;419;3406;419;0,23%;183675;489,977144957
8;187500;74793;6624;705953;3023;70964;423;3406;423;0,23%;183671;357,217206001
9;187500;74793;6624;705953;3023;70983;404;3406;404;0,22%;183690;440,89228797
10;187500;74793;6624;705953;3023;70946;441;3406;441;0,24%;183653;441,707582235
11;187500;74793;6624;705953;3023;70940;447;3406;447;0,24%;183647;484,782409906
12;187500;74793;6624;705953;3023;70987;400;3406;400;0,22%;183694;350,740671873
13;187500;74793;6624;705953;3023;70964;423;3406;423;0,23%;183671;363,585329056
14;187500;74793;6624;705953;3023;70968;419;3406;419;0,23%;183675;441,353802919
15;187500;74793;6624;705953;3023;70949;438;3406;438;0,24%;183656;532,22927618
16;187500;74793;6624;705953;3023;70968;419;3406;419;0,23%;183675;531,98218298
17;187500;74793;6624;705953;3023;70963;424;3406;424;0,23%;183670;444,584130049
18;187500;74793;6624;705953;3023;70969;418;3406;418;0,23%;183676;356,552520037
19;187500;74793;6624;705953;3023;70982;405;3406;405;0,22%;183689;485,347124815
20;187500;74793;6624;705953;3023;70977;410;3406;410;0,22%;183684;355,102715015
21;187500;74793;6624;705953;3023;70966;421;3406;421;0,23%;183673;530,157955885
22;187500;74793;6624;705953;3023;70979;408;3406;408;0,22%;183686;529,205187082
23;187500;74793;6624;705953;3023;70987;400;3406;400;0,22%;183694;484,588703156
24;187500;74793;6624;705953;3023;70939;448;3406;448;0,24%;183646;353,577041864
25;187500;74793;6624;705953;3023;70977;410;3406;410;0,22%;183684;531,690083027
26;187500;74793;6624;705953;3023;70972;415;3406;415;0,23%;183679;439,141798019
27;187500;74793;6624;705953;3023;70959;428;3406;428;0,23%;183666;439,812421083
28;187500;74793;6624;705953;3023;70969;418;3406;418;0,23%;183676;445,949288845
29;187500;74793;6624;705953;3023;70961;426;3406;426;0,23%;183668;485,408232927
;;;;;;;;;;0,23%;;
;;;;;;;;;;0,01%;;
