nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;615;;;328,1
;;;;;;;;;55;;;73,47
0;187500;28542;2520;226865;1521;26209;658;1675;658;0,35%;185167;321,015596151
1;187500;28542;2520;226865;1521;26358;509;1675;509;0,27%;185316;538,596060991
2;187500;28542;2520;226865;1521;26251;616;1675;616;0,33%;185209;414,638633013
3;187500;28542;2520;226865;1521;26197;670;1675;670;0,36%;185155;240,210862875
4;187500;28542;2520;226865;1521;26261;606;1675;606;0,33%;185219;295,132994175
5;187500;28542;2520;226865;1521;26243;624;1675;624;0,34%;185201;257,535421133
6;187500;28542;2520;226865;1521;26325;542;1675;542;0,29%;185283;367,53174901
7;187500;28542;2520;226865;1521;26255;612;1675;612;0,33%;185213;345,264539957
8;187500;28542;2520;226865;1521;26216;651;1675;651;0,35%;185174;330,909829855
9;187500;28542;2520;226865;1521;26346;521;1675;521;0,28%;185304;382,339612007
10;187500;28542;2520;226865;1521;26234;633;1675;633;0,34%;185192;257,290405989
11;187500;28542;2520;226865;1521;26350;517;1675;517;0,28%;185308;420,067083836
12;187500;28542;2520;226865;1521;26243;624;1675;624;0,34%;185201;307,435517788
13;187500;28542;2520;226865;1521;26178;689;1675;689;0,37%;185136;272,531013012
14;187500;28542;2520;226865;1521;26272;595;1675;595;0,32%;185230;433,846563816
15;187500;28542;2520;226865;1521;26267;600;1675;600;0,32%;185225;345,24814105
16;187500;28542;2520;226865;1521;26268;599;1675;599;0,32%;185226;396,325330019
17;187500;28542;2520;226865;1521;26237;630;1675;630;0,34%;185195;292,991279125
18;187500;28542;2520;226865;1521;26265;602;1675;602;0,32%;185223;396,418339968
19;187500;28542;2520;226865;1521;26252;615;1675;615;0,33%;185210;273,043864965
20;187500;28542;2520;226865;1521;26220;647;1675;647;0,35%;185178;234,642991066
21;187500;28542;2520;226865;1521;26238;629;1675;629;0,34%;185196;289,873528957
22;187500;28542;2520;226865;1521;26285;582;1675;582;0,31%;185243;289,548619032
23;187500;28542;2520;226865;1521;26082;785;1675;785;0,42%;185040;236,828402042
24;187500;28542;2520;226865;1521;26277;590;1675;590;0,32%;185235;326,993984222
25;187500;28542;2520;226865;1521;26302;565;1675;565;0,30%;185260;291,672086
26;187500;28542;2520;226865;1521;26232;635;1675;635;0,34%;185190;435,891354084
27;187500;28542;2520;226865;1521;26247;620;1675;620;0,33%;185205;238,468726873
28;187500;28542;2520;226865;1521;26256;611;1675;611;0,33%;185214;337,385053873
29;187500;28542;2520;226865;1521;26197;670;1675;670;0,36%;185155;273,453630209
;;;;;;;;;;0,33%;;
;;;;;;;;;;0,03%;;
