nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;228471;3587;224884;75162;1157;74005;307200;3567;4744;1,56%;298889;51,0772979259;1316,54759002;1367,62488794
1;228471;3550;224921;75162;1087;74075;307200;3567;4637;1,53%;298996;51,4894440174;1323,24775696;1374,73720098
2;228471;3832;224639;75162;1158;74004;307200;3567;4990;1,64%;298643;51,5828609467;1221,12284398;1272,70570493
3;228471;3511;224960;75162;1188;73974;307200;3567;4699;1,55%;298934;50,8788409233;1223,67239404;1274,55123496
4;228471;3565;224906;75162;1222;73940;307200;3567;4787;1,58%;298846;51,0507721901;1427,51851487;1478,56928706
5;228471;3513;224958;75162;1157;74005;307200;3567;4670;1,54%;298963;50,4192070961;1316,46308804;1366,88229513
6;228471;3473;224998;75162;1361;73801;307200;3567;4834;1,59%;298799;50,7172939777;1133,83484411;1184,55213809
7;228471;3492;224979;75162;1211;73951;307200;3567;4703;1,55%;298930;50,8632180691;1320,96928406;1371,83250213
8;228471;3298;225173;75162;1375;73787;307200;3567;4673;1,54%;298960;50,3070158958;1320,86325216;1371,17026806
9;228471;3655;224816;75162;1171;73991;307200;3567;4826;1,59%;298807;50,043836832;1342,58804607;1392,63188291
10;228471;3581;224890;75162;1169;73993;307200;3567;4750;1,56%;298883;51,0241229534;1333,75165892;1384,77578187
11;228471;3401;225070;75162;1096;74066;307200;3567;4497;1,48%;299136;51,6335618496;1338,01070595;1389,6442678
12;228471;3433;225038;75162;1205;73957;307200;3567;4638;1,53%;298995;44,2263629436;1086,57614803;1130,80251098
13;228471;3378;225093;75162;1433;73729;307200;3567;4811;1,58%;298822;41,8561108112;1004,39113307;1046,24724388
14;228471;3676;224795;75162;1145;74017;307200;3567;4821;1,59%;298812;42,4755020142;924,41604805;966,891550064
15;228471;3342;225129;75162;1241;73921;307200;3567;4583;1,51%;299050;42,0615160465;921,838835955;963,900352001
16;228471;3176;225295;75162;1302;73860;307200;3567;4478;1,47%;299155;42,0917539597;1076,25641894;1118,3481729
17;228471;3506;224965;75162;1175;73987;307200;3567;4681;1,54%;298952;42,438724041;1075,31198001;1117,75070405
18;228471;3830;224641;75162;1107;74055;307200;3567;4937;1,63%;298696;42,2682800293;1123,74492598;1166,01320601
19;228471;3620;224851;75162;1190;73972;307200;3567;4810;1,58%;298823;47,1307358742;1135,28150702;1182,41224289
20;228471;3305;225166;75162;1166;73996;307200;3567;4471;1,47%;299162;45,4090158939;1094,13182402;1139,54083991
21;228471;3445;225026;75162;1190;73972;307200;3567;4635;1,53%;298998;40,8891451359;1082,336586;1123,22573113
22;228471;3584;224887;75162;1187;73975;307200;3567;4771;1,57%;298862;41,4232649803;1076,08230615;1117,50557113
23;228471;3455;225016;75162;1225;73937;307200;3567;4680;1,54%;298953;40,6959371567;1068,69896603;1109,39490318
24;228471;3397;225074;75162;1229;73933;307200;3567;4626;1,52%;299007;41,0284721851;916,779243946;957,807716131
25;228471;3671;224800;75162;1186;73976;307200;3567;4857;1,60%;298776;40,9539318085;1065,37130713;1106,32523894
26;228471;3543;224928;75162;1244;73918;307200;3567;4787;1,58%;298846;41,2437951565;1071,29910398;1112,54289913
27;228471;3535;224936;75162;1028;74134;307200;3567;4563;1,50%;299070;41,6456809044;1070,90736914;1112,55305004
28;228471;3392;225079;75162;1170;73992;307200;3567;4562;1,50%;299071;41,2700288296;1065,66221213;1106,93224096
29;228471;3691;224780;75162;1275;73887;307200;3567;4966;1,64%;298667;41,197191;1065,83143497;1107,02862597
;;;;;;;;;4716;1,55%;;;;1197,16
;;;;;;;;;136;0,04%;;;;146,09
