nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;47888;4263;454991;2034;46620;200;1072;1739;151590;381,71291995
1;154401;47888;4263;454991;2034;46595;225;1072;1683;151646;324,155958891
2;154401;47888;4263;454991;2034;46650;170;1072;1661;151668;554,96430397
3;154401;47888;4263;454991;2034;46631;189;1072;1648;151681;628,511734009
4;154401;47888;4263;454991;2034;46649;171;1072;1661;151668;509,560173035
5;154401;47888;4263;454991;2034;46608;212;1072;1692;151637;448,661549091
6;154401;47888;4263;454991;2034;46616;204;1072;1714;151615;329,705517054
7;154401;47888;4263;454991;2034;46647;173;1072;1433;151896;486,508121014
8;154401;47888;4263;454991;2034;46607;213;1072;1692;151637;345,691154003
9;154401;47888;4263;454991;2034;46631;189;1072;1696;151633;415,747178078
10;154401;47888;4263;454991;2034;46630;190;1072;1662;151667;332,837286949
11;154401;47888;4263;454991;2034;46596;224;1072;1746;151583;388,203061819
12;154401;47888;4263;454991;2034;46611;209;1072;1690;151639;373,8497262
13;154401;47888;4263;454991;2034;46636;184;1072;1655;151674;652,158178091
14;154401;47888;4263;454991;2034;46602;218;1072;1730;151599;381,825354099
15;154401;47888;4263;454991;2034;46647;173;1072;1671;151658;624,567835093
16;154401;47888;4263;454991;2034;46614;206;1072;1663;151666;476,104587078
17;154401;47888;4263;454991;2034;46574;246;1072;1738;151591;529,014153957
18;154401;47888;4263;454991;2034;46585;235;1072;1729;151600;501,181317091
19;154401;47888;4263;454991;2034;46648;172;1072;1714;151615;418,63892889
20;154401;47888;4263;454991;2034;46667;153;1072;1593;151736;613,581141949
21;154401;47888;4263;454991;2034;46579;241;1072;1727;151602;527,909356117
22;154401;47888;4263;454991;2034;46668;152;1072;1592;151737;618,540148973
23;154401;47888;4263;454991;2034;46633;187;1072;1663;151666;700,029686928
24;154401;47888;4263;454991;2034;46604;216;1072;1685;151644;389,325015068
25;154401;47888;4263;454991;2034;46597;223;1072;1723;151606;384,239792824
26;154401;47888;4263;454991;2034;46583;237;1072;1681;151648;462,573150873
27;154401;47888;4263;454991;2034;46559;261;1072;1719;151610;385,387684107
28;154401;47888;4263;454991;2034;46605;215;1072;1705;151624;403,03711915
29;154401;47888;4263;454991;2034;46644;176;1072;1715;151614;324,788316011
