nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;600;;;260,94
;;;;;;;;;14;;;38,51
0;187500;43710;3864;377132;2135;41796;585;1329;585;0,31%;185586;274,04885006
1;187500;43710;3864;377132;2135;41777;604;1329;604;0,32%;185567;263,066647053
2;187500;43710;3864;377132;2135;41774;607;1329;607;0,33%;185564;262,247596979
3;187500;43710;3864;377132;2135;41782;599;1329;599;0,32%;185572;261,861475945
4;187500;43710;3864;377132;2135;41779;602;1329;602;0,32%;185569;314,463449001
5;187500;43710;3864;377132;2135;41775;606;1329;606;0,33%;185565;292,231745005
6;187500;43710;3864;377132;2135;41804;577;1329;577;0,31%;185594;313,564249039
7;187500;43710;3864;377132;2135;41802;579;1329;579;0,31%;185592;288,736531019
8;187500;43710;3864;377132;2135;41790;591;1329;591;0,32%;185580;287,351922035
9;187500;43710;3864;377132;2135;41777;604;1329;604;0,32%;185567;364,674672842
10;187500;43710;3864;377132;2135;41776;605;1329;605;0,32%;185566;263,927857876
11;187500;43710;3864;377132;2135;41755;626;1329;626;0,34%;185545;278,805763006
12;187500;43710;3864;377132;2135;41789;592;1329;592;0,32%;185579;219,394351959
13;187500;43710;3864;377132;2135;41804;577;1329;577;0,31%;185594;219,429555893
14;187500;43710;3864;377132;2135;41784;597;1329;597;0,32%;185574;216,828533173
15;187500;43710;3864;377132;2135;41760;621;1329;621;0,33%;185550;240,108062983
16;187500;43710;3864;377132;2135;41759;622;1329;622;0,33%;185549;217,26169014
17;187500;43710;3864;377132;2135;41788;593;1329;593;0,32%;185578;238,454998016
18;187500;43710;3864;377132;2135;41781;600;1329;600;0,32%;185571;240,270270824
19;187500;43710;3864;377132;2135;41784;597;1329;597;0,32%;185574;241,155375957
20;187500;43710;3864;377132;2135;41763;618;1329;618;0,33%;185553;346,719093084
21;187500;43710;3864;377132;2135;41778;603;1329;603;0,32%;185568;242,529995203
22;187500;43710;3864;377132;2135;41796;585;1329;585;0,31%;185586;238,635567188
23;187500;43710;3864;377132;2135;41800;581;1329;581;0,31%;185590;219,542285204
24;187500;43710;3864;377132;2135;41750;631;1329;631;0,34%;185540;217,603827953
25;187500;43710;3864;377132;2135;41788;593;1329;593;0,32%;185578;283,90714407
26;187500;43710;3864;377132;2135;41779;602;1329;602;0,32%;185569;238,565402985
27;187500;43710;3864;377132;2135;41783;598;1329;598;0,32%;185573;261,168899059
28;187500;43710;3864;377132;2135;41771;610;1329;610;0,33%;185561;218,712305069
29;187500;43710;3864;377132;2135;41772;609;1329;609;0,33%;185562;262,892899036
;;;;;;;;;;0,32%;;
;;;;;;;;;;0,01%;;
