nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;552;;;420,82
;;;;;;;;;40;;;65,29
0;187500;39114;3431;361172;1748;37302;674;1138;674;0,36%;185688;341,702236176
1;187500;39114;3431;361172;1748;37437;539;1138;539;0,29%;185823;449,718925953
2;187500;39114;3431;361172;1748;37451;525;1138;525;0,28%;185837;392,377182961
3;187500;39114;3431;361172;1748;37454;522;1138;522;0,28%;185840;390,281605005
4;187500;39114;3431;361172;1748;37415;561;1138;561;0,30%;185801;365,973925114
5;187500;39114;3431;361172;1748;37389;587;1138;587;0,31%;185775;318,548000813
6;187500;39114;3431;361172;1748;37441;535;1138;535;0,29%;185827;412,684691906
7;187500;39114;3431;361172;1748;37403;573;1138;573;0,31%;185789;366,661791086
8;187500;39114;3431;361172;1748;37441;535;1138;535;0,29%;185827;440,514698982
9;187500;39114;3431;361172;1748;37443;533;1138;533;0,29%;185829;539,418256998
10;187500;39114;3431;361172;1748;37384;592;1138;592;0,32%;185770;344,470989943
11;187500;39114;3431;361172;1748;37440;536;1138;536;0,29%;185826;316,204741955
12;187500;39114;3431;361172;1748;37438;538;1138;538;0,29%;185824;439,521481037
13;187500;39114;3431;361172;1748;37444;532;1138;532;0,29%;185830;441,683154821
14;187500;39114;3431;361172;1748;37395;581;1138;581;0,31%;185781;395,927403927
15;187500;39114;3431;361172;1748;37436;540;1138;540;0,29%;185822;444,313453913
16;187500;39114;3431;361172;1748;37355;621;1138;621;0,33%;185741;427,118609905
17;187500;39114;3431;361172;1748;37416;560;1138;560;0,30%;185802;388,36018014
18;187500;39114;3431;361172;1748;37459;517;1138;517;0,28%;185845;424,417327166
19;187500;39114;3431;361172;1748;37496;480;1138;480;0,26%;185882;520,333163023
20;187500;39114;3431;361172;1748;37452;524;1138;524;0,28%;185838;492,398940086
21;187500;39114;3431;361172;1748;37425;551;1138;551;0,30%;185811;444,269748926
22;187500;39114;3431;361172;1748;37442;534;1138;534;0,29%;185828;346,807677031
23;187500;39114;3431;361172;1748;37475;501;1138;501;0,27%;185861;446,371788979
24;187500;39114;3431;361172;1748;37440;536;1138;536;0,29%;185826;375,006705046
25;187500;39114;3431;361172;1748;37370;606;1138;606;0,33%;185756;499,487698078
26;187500;39114;3431;361172;1748;37399;577;1138;577;0,31%;185785;325,578341007
27;187500;39114;3431;361172;1748;37424;552;1138;552;0,30%;185810;510,495284081
28;187500;39114;3431;361172;1748;37369;607;1138;607;0,33%;185755;499,28699398
29;187500;39114;3431;361172;1748;37476;500;1138;500;0,27%;185862;524,613897085
;;;;;;;;;;0,30%;;
;;;;;;;;;;0,02%;;
