nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;239404;5457;233947;29080;1356;27724;270000;1516;6813;2,54%;261671;46,8067138195;1668,45752311;1715,26423693
1;239404;4607;234797;29080;1359;27721;270000;1516;5966;2,22%;262518;46,462998867;1673,60784006;1720,07083893
2;239404;4815;234589;29080;1224;27856;270000;1516;6039;2,25%;262445;49,3098630905;1439,42451286;1488,73437595
3;239404;7029;232375;29080;1254;27826;270000;1516;8283;3,09%;260201;46,8262112141;1659,46907783;1706,29528904
4;239404;5806;233598;29080;1269;27811;270000;1516;7075;2,64%;261409;46,832321167;1549,20074391;1596,03306508
5;239404;5703;233701;29080;1301;27779;270000;1516;7004;2,61%;261480;45,9582569599;1553,46542597;1599,42368293
6;239404;5190;234214;29080;1269;27811;270000;1516;6459;2,41%;262025;47,2925860882;1434,556916;1481,84950209
7;239404;6302;233102;29080;1092;27988;270000;1516;7394;2,75%;261090;47,4947619438;1677,24527597;1724,74003792
8;239404;4988;234416;29080;1394;27686;270000;1516;6382;2,38%;262102;47,2705080509;1569,51277804;1616,78328609
9;239404;6026;233378;29080;1345;27735;270000;1516;7371;2,75%;261113;47,3176789284;1551,48602796;1598,80370688
10;239404;5519;233885;29080;1346;27734;270000;1516;6865;2,56%;261619;45,675634861;1444,89160609;1490,56724095
11;239404;4538;234866;29080;1135;27945;270000;1516;5673;2,11%;262811;46,5673911572;1432,453897;1479,02128816
12;239404;4573;234831;29080;1103;27977;270000;1516;5676;2,11%;262808;47,1887428761;1545,94917512;1593,137918
13;239404;5577;233827;29080;1150;27930;270000;1516;6727;2,51%;261757;48,0424551964;1321,15949988;1369,20195508
14;239404;4496;234908;29080;1325;27755;270000;1516;5821;2,17%;262663;46,7145519257;1325,78116608;1372,495718
15;239404;4714;234690;29080;1298;27782;270000;1516;6012;2,24%;262472;47,8849189281;1542,77208209;1590,65700102
16;239404;5544;233860;29080;1269;27811;270000;1516;6813;2,54%;261671;45,9133958817;1547,13054919;1593,04394507
17;239404;5117;234287;29080;1348;27732;270000;1516;6465;2,41%;262019;47,5315279961;1558,59424782;1606,12577581
18;239404;6564;232840;29080;1518;27562;270000;1516;8082;3,01%;260402;46,0822350979;1795,90207601;1841,9843111
19;239404;5047;234357;29080;1524;27556;270000;1516;6571;2,45%;261913;46,6920311451;1558,38859391;1605,08062506
20;239404;4814;234590;29080;1177;27903;270000;1516;5991;2,23%;262493;47,6888730526;1564,92179894;1612,610672
21;239404;5567;233837;29080;1291;27789;270000;1516;6858;2,55%;261626;45,9146380424;1552,07810211;1597,99274015
22;239404;4160;235244;29080;1298;27782;270000;1516;5458;2,03%;263026;47,1693949699;1554,92861295;1602,09800792
23;239404;5410;233994;29080;1316;27764;270000;1516;6726;2,51%;261758;48,1499619484;1432,17708898;1480,32705092
24;239404;5419;233985;29080;1530;27550;270000;1516;6949;2,59%;261535;46,4392380714;1660,93076086;1707,36999893
25;239404;4783;234621;29080;1491;27589;270000;1516;6274;2,34%;262210;45,6046550274;1785,79298711;1831,39764214
26;239404;5653;233751;29080;1211;27869;270000;1516;6864;2,56%;261620;47,9854500294;1783,76534986;1831,75079989
27;239404;4734;234670;29080;1451;27629;270000;1516;6185;2,30%;262299;45,5281028748;1537,63099909;1583,15910196
28;239404;3849;235555;29080;1366;27714;270000;1516;5215;1,94%;263269;45,381072998;1418,34131098;1463,72238398
29;239404;6358;233046;29080;1133;27947;270000;1516;7491;2,79%;260993;45,6259670258;1771,504879;1817,13084602
;;;;;;;;;6583;2,45%;;;;1610,56
;;;;;;;;;724;0,27%;;;;126,98
