nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;1105;;;831,64
;;;;;;;;;38;;;92,35
0;270000;213328;19040;2266194;4196;210724;630;1977;1178;0,44%;266845;1191,32516193
1;270000;213328;19040;2266194;4196;210826;528;1977;1076;0,40%;266947;1070,22614098
2;270000;213328;19040;2266194;4196;210786;568;1977;1116;0,42%;266907;795,099325895
3;270000;213328;19040;2266194;4196;210761;593;1977;1141;0,43%;266882;794,079549074
4;270000;213328;19040;2266194;4196;210760;594;1977;1142;0,43%;266881;796,9226861
5;270000;213328;19040;2266194;4196;210747;607;1977;1155;0,43%;266868;792,616290808
6;270000;213328;19040;2266194;4196;210801;553;1977;1101;0,41%;266922;790,684867859
7;270000;213328;19040;2266194;4196;210779;575;1977;1123;0,42%;266900;792,334617138
8;270000;213328;19040;2266194;4196;210821;533;1977;1081;0,40%;266942;850,7879498
9;270000;213328;19040;2266194;4196;210821;533;1977;1081;0,40%;266942;786,032474995
10;270000;213328;19040;2266194;4196;210779;575;1977;1123;0,42%;266900;780,742002964
11;270000;213328;19040;2266194;4196;210826;528;1977;1076;0,40%;266947;784,081752062
12;270000;213328;19040;2266194;4196;210787;567;1977;1115;0,42%;266908;853,631011009
13;270000;213328;19040;2266194;4196;210808;546;1977;1094;0,41%;266929;807,024829865
14;270000;213328;19040;2266194;4196;210799;555;1977;1103;0,41%;266920;794,274279118
15;270000;213328;19040;2266194;4196;210794;560;1977;1108;0,41%;266915;842,516669035
16;270000;213328;19040;2266194;4196;210847;507;1977;1055;0,39%;266968;791,795423031
17;270000;213328;19040;2266194;4196;210839;515;1977;1063;0,40%;266960;787,464438915
18;270000;213328;19040;2266194;4196;210869;485;1977;1033;0,39%;266990;906,909572124
19;270000;213328;19040;2266194;4196;210800;554;1977;1102;0,41%;266921;847,745929956
20;270000;213328;19040;2266194;4196;210729;625;1977;1173;0,44%;266850;787,619477987
21;270000;213328;19040;2266194;4196;210819;535;1977;1083;0,40%;266940;845,332125187
22;270000;213328;19040;2266194;4196;210711;643;1977;1191;0,44%;266832;789,995569944
23;270000;213328;19040;2266194;4196;210864;490;1977;1038;0,39%;266985;958,275704861
24;270000;213328;19040;2266194;4196;210784;570;1977;1118;0,42%;266905;778,049524069
25;270000;213328;19040;2266194;4196;210791;563;1977;1111;0,41%;266912;781,324208021
26;270000;213328;19040;2266194;4196;210806;548;1977;1096;0,41%;266927;794,403716087
27;270000;213328;19040;2266194;4196;210824;530;1977;1078;0,40%;266945;784,611252069
28;270000;213328;19040;2266194;4196;210800;554;1977;1102;0,41%;266921;786,844676018
29;270000;213328;19040;2266194;4196;210797;557;1977;1105;0,41%;266918;786,393072844
;;;;;;;;;;0,41%;;
;;;;;;;;;;0,01%;;
