nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;1301;;;388,62
;;;;;;;;;19;;;55,18
0;270000;73800;6642;726740;2596;71011;1273;1516;1273;0,47%;267211;385,345096111
1;270000;73800;6642;726740;2596;70983;1301;1516;1301;0,48%;267183;420,642297029
2;270000;73800;6642;726740;2596;70989;1295;1516;1295;0,48%;267189;486,560992002
3;270000;73800;6642;726740;2596;70971;1313;1516;1313;0,49%;267171;354,268306017
4;270000;73800;6642;726740;2596;70973;1311;1516;1311;0,49%;267173;353,505490065
5;270000;73800;6642;726740;2596;70996;1288;1516;1288;0,48%;267196;388,31472683
6;270000;73800;6642;726740;2596;71002;1282;1516;1282;0,48%;267202;355,986626863
7;270000;73800;6642;726740;2596;70983;1301;1516;1301;0,48%;267183;389,275238991
8;270000;73800;6642;726740;2596;70944;1340;1516;1340;0,50%;267144;390,223433971
9;270000;73800;6642;726740;2596;70971;1313;1516;1313;0,49%;267171;486,228971958
10;270000;73800;6642;726740;2596;70977;1307;1516;1307;0,49%;267177;326,264919996
11;270000;73800;6642;726740;2596;70976;1308;1516;1308;0,49%;267176;356,84513998
12;270000;73800;6642;726740;2596;70995;1289;1516;1289;0,48%;267195;387,052397013
13;270000;73800;6642;726740;2596;71000;1284;1516;1284;0,48%;267200;326,666269064
14;270000;73800;6642;726740;2596;70970;1314;1516;1314;0,49%;267170;485,045767069
15;270000;73800;6642;726740;2596;71016;1268;1516;1268;0,47%;267216;325,069016933
16;270000;73800;6642;726740;2596;70972;1312;1516;1312;0,49%;267172;386,591641903
17;270000;73800;6642;726740;2596;70986;1298;1516;1298;0,48%;267186;420,377307177
18;270000;73800;6642;726740;2596;70979;1305;1516;1305;0,49%;267179;423,356776953
19;270000;73800;6642;726740;2596;71009;1275;1516;1275;0,47%;267209;464,067519903
20;270000;73800;6642;726740;2596;70995;1289;1516;1289;0,48%;267195;389,208087921
21;270000;73800;6642;726740;2596;70963;1321;1516;1321;0,49%;267163;327,191380978
22;270000;73800;6642;726740;2596;70933;1351;1516;1351;0,50%;267133;323,076341152
23;270000;73800;6642;726740;2596;70969;1315;1516;1315;0,49%;267169;487,73140502
24;270000;73800;6642;726740;2596;70968;1316;1516;1316;0,49%;267168;446,600358009
25;270000;73800;6642;726740;2596;71013;1271;1516;1271;0,47%;267213;382,545928955
26;270000;73800;6642;726740;2596;71000;1284;1516;1284;0,48%;267200;410,040706873
27;270000;73800;6642;726740;2596;70983;1301;1516;1301;0,48%;267183;353,873310089
28;270000;73800;6642;726740;2596;70975;1309;1516;1309;0,49%;267175;327,146625042
29;270000;73800;6642;726740;2596;70978;1306;1516;1306;0,49%;267178;299,558089018
;;;;;;;;;;0,48%;;
;;;;;;;;;;0,01%;;
