nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;Pixel Certo;Tempo
0;154401;41789;3705;345729;2032;39610;1010;1173;1057;152171;391,076061964
1;154401;41789;3705;345729;2032;39602;1018;1173;1065;152163;316,974632025
2;154401;41789;3705;345729;2032;39589;1031;1173;1078;152150;379,777779102
3;154401;41789;3705;345729;2032;39606;1014;1173;1061;152167;285,242052078
4;154401;41789;3705;345729;2032;39595;1025;1173;1072;152156;359,622853994
5;154401;41789;3705;345729;2032;39622;998;1173;1045;152183;253,424158096
6;154401;41789;3705;345729;2032;39596;1024;1173;1071;152157;252,416972876
7;154401;41789;3705;345729;2032;39607;1013;1173;1060;152168;303,532509804
8;154401;41789;3705;345729;2032;39615;1005;1173;1052;152176;277,016963005
9;154401;41789;3705;345729;2032;39603;1017;1173;1064;152164;254,478562832
10;154401;41789;3705;345729;2032;39591;1029;1173;1076;152152;253,932413101
11;154401;41789;3705;345729;2032;39592;1028;1173;1075;152153;276,979120016
12;154401;41789;3705;345729;2032;39594;1026;1173;1073;152155;325,395975828
13;154401;41789;3705;345729;2032;39611;1009;1173;1056;152172;251,711780071
14;154401;41789;3705;345729;2032;39601;1019;1173;1066;152162;277,684383154
15;154401;41789;3705;345729;2032;39602;1018;1173;1065;152163;352,862492085
16;154401;41789;3705;345729;2032;39633;987;1173;1034;152194;327,103630066
17;154401;41789;3705;345729;2032;39599;1021;1173;1068;152160;275,158586025
18;154401;41789;3705;345729;2032;39578;1042;1173;1089;152139;251,842509985
19;154401;41789;3705;345729;2032;39592;1028;1173;1075;152153;310,467232943
20;154401;41789;3705;345729;2032;39589;1031;1173;1078;152150;302,055905819
21;154401;41789;3705;345729;2032;39594;1026;1173;1073;152155;377,591531992
22;154401;41789;3705;345729;2032;39601;1019;1173;1066;152162;276,278713942
23;154401;41789;3705;345729;2032;39607;1013;1173;1060;152168;276,60867691
24;154401;41789;3705;345729;2032;39586;1034;1173;1081;152147;374,578161001
25;154401;41789;3705;345729;2032;39604;1016;1173;1063;152165;250,260272026
26;154401;41789;3705;345729;2032;39607;1013;1173;1060;152168;248,428339005
27;154401;41789;3705;345729;2032;39554;1066;1173;1113;152115;274,447293043
28;154401;41789;3705;345729;2032;39550;1070;1173;1117;152111;248,010746956
29;154401;41789;3705;345729;2032;39605;1015;1173;1062;152166;298,193145037
