nro;PxFundo;ErrosFundo;AcertoFundo;PxObjeto;ErrosObjeto;AcertoObjeto;PxImagem;PxCinza;ErrosImagem;;AcertoImagem;TpFase1;TpFase2;TpTotal
0;174033;2670;171363;11404;1660;9744;187000;1563;4330;2,34%;181107;22,5652289391;1031,60956097;1054,17478991
1;174033;2169;171864;11404;1800;9604;187000;1563;3969;2,14%;181468;22,6931200027;941,678163052;964,371283054
2;174033;2598;171435;11404;1681;9723;187000;1563;4279;2,31%;181158;23,4852311611;1090,09139204;1113,5766232
3;174033;2528;171505;11404;1680;9724;187000;1563;4208;2,27%;181229;27,9210438728;1058,41510606;1086,33614993
4;174033;2724;171309;11404;1707;9697;187000;1563;4431;2,39%;181006;22,9845080376;1038,65255284;1061,63706088
5;174033;2005;172028;11404;1708;9696;187000;1563;3713;2,00%;181724;21,3552119732;914,113552094;935,468764067
6;174033;2619;171414;11404;1705;9699;187000;1563;4324;2,33%;181113;21,9032380581;1146,87716603;1168,78040409
7;174033;2566;171467;11404;1670;9734;187000;1563;4236;2,28%;181201;23,3580641747;984,243235826;1007,6013
8;174033;2093;171940;11404;1736;9668;187000;1563;3829;2,06%;181608;23,6041948795;881,403416157;905,007611036
9;174033;2807;171226;11404;1744;9660;187000;1563;4551;2,45%;180886;23,4372811317;1086,74048281;1110,17776394
10;174033;2087;171946;11404;1757;9647;187000;1563;3844;2,07%;181593;24,0237498283;787,788486004;811,812235832
11;174033;2009;172024;11404;1780;9624;187000;1563;3789;2,04%;181648;23,9807980061;894,014661074;917,99545908
12;174033;2336;171697;11404;1731;9673;187000;1563;4067;2,19%;181370;24,0787620544;1089,39764309;1113,47640514
13;174033;1920;172113;11404;1818;9586;187000;1563;3738;2,02%;181699;23,8578820229;893,540910959;917,398792982
14;174033;2528;171505;11404;1747;9657;187000;1563;4275;2,31%;181162;24,1338191032;1201,07199192;1225,20581102
15;174033;2034;171999;11404;1751;9653;187000;1563;3785;2,04%;181652;24,2430911064;1002,11981893;1026,36291003
16;174033;2163;171870;11404;1669;9735;187000;1563;3832;2,07%;181605;24,6740589142;906,589865923;931,263924837
17;174033;2083;171950;11404;1729;9675;187000;1563;3812;2,06%;181625;27,1625030041;1002,42016792;1029,58267093
18;174033;2058;171975;11404;1777;9627;187000;1563;3835;2,07%;181602;35,8233799934;964,449116945;1000,27249694
19;174033;1737;172296;11404;1808;9596;187000;1563;3545;1,91%;181892;25,0766980648;846,351960897;871,428658962
20;174033;2660;171373;11404;1684;9720;187000;1563;4344;2,34%;181093;22,0923750401;940,961570978;963,053946018
21;174033;2694;171339;11404;1683;9721;187000;1563;4377;2,36%;181060;20,6791169643;1182,78100491;1203,46012187
22;174033;2229;171804;11404;1667;9737;187000;1563;3896;2,10%;181541;28,9226038456;1157,20569706;1186,12830091
23;174033;2856;171177;11404;1659;9745;187000;1563;4515;2,43%;180922;29,3155457973;1108,51148915;1137,82703495
24;174033;1938;172095;11404;1770;9634;187000;1563;3708;2,00%;181729;21,2292809486;780,831904888;802,061185837
25;174033;2122;171911;11404;1732;9672;187000;1563;3854;2,08%;181583;21,4863510132;960,426013947;981,91236496
26;174033;2203;171830;11404;1708;9696;187000;1563;3911;2,11%;181526;21,3126499653;884,729665995;906,04231596
27;174033;2464;171569;11404;1630;9774;187000;1563;4094;2,21%;181343;20,8241279125;1050,30286694;1071,12699485
28;174033;2695;171338;11404;1679;9725;187000;1563;4374;2,36%;181063;20,3520131111;969,874341011;990,226354122
29;174033;2486;171547;11404;1669;9735;187000;1563;4155;2,24%;181282;20,4557681084;763,193888903;783,649657011
;;;;;;;;;4054;2,19%;;;;1009,25
;;;;;;;;;281;0,15%;;;;119,16
