nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;2180;;;1098,05
;;;;;;;;;95;;;38,84
0;419200;419200;37680;4371763;6294;413347;2229;3624;2229;0,54%;413347;1065,99037695
1;419200;419200;37680;4371763;6294;413412;2164;3624;2164;0,52%;413412;1059,56992912
2;419200;419200;37680;4371763;6294;413508;2068;3624;2068;0,50%;413508;1081,77991796
3;419200;419200;37680;4371763;6294;413397;2179;3624;2179;0,52%;413397;1117,0060761
4;419200;419200;37680;4371763;6294;413423;2153;3624;2153;0,52%;413423;1108,46336508
5;419200;419200;37680;4371763;6294;413335;2241;3624;2241;0,54%;413335;1111,80631304
6;419200;419200;37680;4371763;6294;413449;2127;3624;2127;0,51%;413449;1094,97371793
7;419200;419200;37680;4371763;6294;413471;2105;3624;2105;0,51%;413471;1083,47192597
8;419200;419200;37680;4371763;6294;413463;2113;3624;2113;0,51%;413463;1081,27039504
9;419200;419200;37680;4371763;6294;413333;2243;3624;2243;0,54%;413333;1082,906178
10;419200;419200;37680;4371763;6294;413492;2084;3624;2084;0,50%;413492;1137,57473898
11;419200;419200;37680;4371763;6294;413542;2034;3624;2034;0,49%;413542;1111,20347285
12;419200;419200;37680;4371763;6294;413380;2196;3624;2196;0,53%;413380;1106,13580203
13;419200;419200;37680;4371763;6294;413390;2186;3624;2186;0,53%;413390;1028,60423803
14;419200;419200;37680;4371763;6294;413427;2149;3624;2149;0,52%;413427;1105,42300701
15;419200;419200;37680;4371763;6294;413467;2109;3624;2109;0,51%;413467;1097,99874997
16;419200;419200;37680;4371763;6294;413375;2201;3624;2201;0,53%;413375;1103,17803192
17;419200;419200;37680;4371763;6294;413419;2157;3624;2157;0,52%;413419;1104,85255408
18;419200;419200;37680;4371763;6294;413328;2248;3624;2248;0,54%;413328;1104,44467402
19;419200;419200;37680;4371763;6294;413370;2206;3624;2206;0,53%;413370;1108,35483408
20;419200;419200;37680;4371763;6294;413517;2059;3624;2059;0,50%;413517;1103,74703884
21;419200;419200;37680;4371763;6294;413271;2305;3624;2305;0,55%;413271;1078,82185793
22;419200;419200;37680;4371763;6294;413353;2223;3624;2223;0,53%;413353;1129,69517589
23;419200;419200;37680;4371763;6294;413356;2220;3624;2220;0,53%;413356;1140,77199006
24;419200;419200;37680;4371763;6294;413451;2125;3624;2125;0,51%;413451;1187,18066716
25;419200;419200;37680;4371763;6294;413334;2242;3624;2242;0,54%;413334;1122,77976298
26;419200;419200;37680;4371763;6294;413025;2551;3624;2551;0,61%;413025;955,175914049
27;419200;419200;37680;4371763;6294;413396;2180;3624;2180;0,52%;413396;1109,81619287
28;419200;419200;37680;4371763;6294;413402;2174;3624;2174;0,52%;413402;1102,29201102
29;419200;419200;37680;4371763;6294;413436;2140;3624;2140;0,51%;413436;1116,10145688
;;;;;;;;;;0,52%;;
;;;;;;;;;;0,02%;;
