nro;Pixel Original;Pixel Corte;Nro Vertices;Nro Arestas;Nro Particulas;Corte Acerto;Corte Erro;Pixel Cinza;Pixel Errado;;Pixel Certo;Tempo
;;;;;;;;;673;;;414,27
;;;;;;;;;15;;;57,68
0;209500;74782;6640;715036;2638;70972;664;3146;664;0,32%;205690;350,407274008
1;209500;74782;6640;715036;2638;70942;694;3146;694;0,34%;205660;370,151772976
2;209500;74782;6640;715036;2638;70999;637;3146;637;0,31%;205717;391,137297869
3;209500;74782;6640;715036;2638;70970;666;3146;666;0,32%;205688;403,302906036
4;209500;74782;6640;715036;2638;70967;669;3146;669;0,32%;205685;367,398805141
5;209500;74782;6640;715036;2638;70955;681;3146;681;0,33%;205673;385,640938997
6;209500;74782;6640;715036;2638;70956;680;3146;680;0,33%;205674;397,487616777
7;209500;74782;6640;715036;2638;70949;687;3146;687;0,33%;205667;466,791894913
8;209500;74782;6640;715036;2638;70961;675;3146;675;0,33%;205679;400,351217031
9;209500;74782;6640;715036;2638;70977;659;3146;659;0,32%;205695;404,756422997
10;209500;74782;6640;715036;2638;70958;678;3146;678;0,33%;205676;402,384350061
11;209500;74782;6640;715036;2638;70960;676;3146;676;0,33%;205678;362,775161982
12;209500;74782;6640;715036;2638;70936;700;3146;700;0,34%;205654;364,701601982
13;209500;74782;6640;715036;2638;70967;669;3146;669;0,32%;205685;344,24270916
14;209500;74782;6640;715036;2638;70953;683;3146;683;0,33%;205671;466,912024975
15;209500;74782;6640;715036;2638;70957;679;3146;679;0,33%;205675;541,481320143
16;209500;74782;6640;715036;2638;70967;669;3146;669;0,32%;205685;516,447544098
17;209500;74782;6640;715036;2638;70942;694;3146;694;0,34%;205660;394,107330084
18;209500;74782;6640;715036;2638;70947;689;3146;689;0,33%;205665;358,08364892
19;209500;74782;6640;715036;2638;70959;677;3146;677;0,33%;205677;419,57366395
20;209500;74782;6640;715036;2638;70972;664;3146;664;0,32%;205690;555,309537888
21;209500;74782;6640;715036;2638;70957;679;3146;679;0,33%;205675;410,864716768
22;209500;74782;6640;715036;2638;70957;679;3146;679;0,33%;205675;397,643651962
23;209500;74782;6640;715036;2638;70970;666;3146;666;0,32%;205688;361,858097076
24;209500;74782;6640;715036;2638;70989;647;3146;647;0,31%;205707;399,186705828
25;209500;74782;6640;715036;2638;70970;666;3146;666;0,32%;205688;395,458739042
26;209500;74782;6640;715036;2638;70946;690;3146;690;0,33%;205664;540,397881985
27;209500;74782;6640;715036;2638;70964;672;3146;672;0,33%;205682;430,109662056
28;209500;74782;6640;715036;2638;70980;656;3146;656;0,32%;205698;396,254416943
29;209500;74782;6640;715036;2638;70991;645;3146;645;0,31%;205709;432,80006218
;;;;;;;;;;0,33%;;
;;;;;;;;;;0,01%;;
